Title_val,CurrentYear_Funding_val,CurrentYear_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,PriorYear_Funding_val,PriorYear_Text_val,@PARENTROWID,@PARENT
"Space Situational Awareness.","","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0e0877911a6c05e0b73ce98ccb627a9e9f920dd2fa698c0cee252f81ddf6f4e9","0-52b151782485322f3e4d1574db92b9edcf1c466738482f221d971da0216395ce","20.000","Conducted Congressionally-directed effort.","0-48547375c5dcc00da2c90937e1c45974f1d02eaf95d2c3c8030910c620480561","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research","","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","cf1d04c966eb019b74cf77243b0ee4bf4138def3b02d9038eade79cd015563a9","0-50f0e3bf47faae16249854e2b508cd991a354d12e481488a73e789d635d93d4e","8.000","Conducted Congressionally-directed effort.","0-7241a1445b8589e157f9fcb279eebb566784e25dbdd01ad7b4b0c1c6892dc0d5","root.record.ProgramElement.ProjectList.Project"
"Weather Satellite Follow-on (WSF)","","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","3d9fac588860614eb9cfee756165406e3125b1a853d451d3df22224ea88992ad","0-6dfd9892d7ae26ef42a32eb52e476c972c6a3b444fb7ee1061a8a6d4022468fb","123.681","- WSF System Program Office (SPO) developed a plan to use Congressionally-added funds to stimulate the industrial base and buy down risk for future sensors and unique technologies for the weather mission.   - The Executive Agent for Space completed a space-based environmental monitoring concept study to inform the Analysis of Alternatives (AoA).  To support this, the SPO developed analytical tools to evaluate future architectures and conducted analysis to identify collection capability gaps in the Meteorological and Oceanographic Initial Capabilities Document (METOC ICD).   - The SPO authored a technology investment strategy and issued a Broad Agency Announcement (BAA) to execute funds for sensor, spacecraft, space weather, and ground systems technology development.  Using the strategy, the SPO started development of models and prototypes; demos necessary to define the materiel solution; materiel/non-materiel solutions; implementation of alternatives for exploitation of non-traditional weather data source to provide experimental satellite data to DoD users to mitigate risk of forecasting gaps.","0-3143a28f9a8ac7566345a5216db490f493e2b21c7b1f791790692ed30fb450ce","root.record.ProgramElement.ProjectList.Project"
"Responsive Launch Capability","","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","32cf936d3689276afbe976584e144df2fcbef3b5342c83af28eb4e068f0639fb","0-0c3361929806390a0af884c494b61573d4c53e9ddc3b5f5de4ea83db2144614e","25.000","Continued the ORS-3 Enabler Mission and selected launch vehicle improvements leading to a launch in 4QFY13.  Continued developing the ORS-4 Super Strypi ultra-low cost, rail launched new small launch capability.  Continued development and qualification testing of autonomous flight safety assemblies, on-board metric tracking, and space based range.","1-2de5601cece7fb50e638309ee2a2ffdfad7d92b3fda6554d51441e47efda5f9d","root.record.ProgramElement.ProjectList.Project"
"ISR Innovations","0.000","Continuing integration and flight testing of Sensor Testbed.","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","5b0a3d73f5afec1b4411c834d1ef7a175895490ec8b3c106a4167c1d1c8e30c0","0-365a88b5010d670fbe4676e53d27e13ea8e9e131c7307589147b4d9d20d6c46c","10.000","This innovation included developing a sensor testbed to relieve the testing burden on the MQ-9 platforms.","0-ff1780b07ebf88332942cf7716ed89bc4de084ca635c947e55adab837cd30d6f","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research, 2012","0.000","Continued Alternative Energy Research project.","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","53845db4d2307d1704687e5a092315c5a0346e1cad28032208bca36faa2df3ad","0-d909441ecc5757f910e71a3ca9dd9f1ef247c7682940f28094b68d2523e08fac","40.000","Continued Alternative Energy Research project.","2-7cf94362243996af3ff7298d0c51eb7e88b3e719ad826dd76260987fba1d2148","root.record.ProgramElement.ProjectList.Project"
"Space Situational Awareness","0.000","N/A.","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","f9534cc31ab6f1f91f64cdea42a698fcfe8cc7ea042db89c60dc2efb5ee8cf73","0-e9afbcc3121354997a77ae1409460e0f68f94d084bfe38d6a2a1648c455c5a95","8.161","Conducted space situational awareness research.","0-2dde1feb51adde70afae1ae14112275f541993b97afb6478ea35f5c79e09955e","root.record.ProgramElement.ProjectList.Project"
"Materials Research and Technology","10.000","Conduct Congressionally-directed effort.","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","dcba77435cd5be8e25a61fc7379a55657d2072045a4e13cb53f8ee58298ae881","0-cf828114f06dc85173068e92d470b99b43934f08364614aa47e3cd1f810c62c6","11.830","Conducted Congressionally-directed effort.","2-a47bf082c0b11e8e05c43c0c8c4228c7fd59df361a1be16dfa45411cc626f38b","root.record.ProgramElement.ProjectList.Project"
"Metals Affordability Research","5.000","Conduct Congressionally-directed effort.","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","dcba77435cd5be8e25a61fc7379a55657d2072045a4e13cb53f8ee58298ae881","1-d5fda9cbb9f856c6fd6e30bff3800b66b36b04e8aa18d80b7ba81f3fe1e4314c","","","2-a47bf082c0b11e8e05c43c0c8c4228c7fd59df361a1be16dfa45411cc626f38b","root.record.ProgramElement.ProjectList.Project"
"Silicon Carbide Research","10.000","Conduct Congressionally directed efforts","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","75fb126e793754a30bc7c19b8b6e9538a151803468dfc4ade3f519b0d822a537","0-a9d411c7e28189d8c08c70b82ba6410510b3e002b53f67d1a6002c39c6399549","11.912","Conducted Congressionally directed effort.","1-df0bea63db3382643495a8312ddae2db4557998d78f3b204036ee351b9dcebb2","root.record.ProgramElement.ProjectList.Project"
"Program Increase","","","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","f54ffeb9ae5b75601c5f253bb1f613f80a0a955c6f2748d5f972b964a9d8112d","0-fd50029a6382f2b65648c952c4f05509bd6f9dcfdf07435a61a058f5c034f347","18.324","Conducted Congressionally-directed effort.","0-a59e36fc41842fd9e903488f3020c3b01e22169512c07b4d57d744e5934bdd1a","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research","4.000","Conduct Congressionally-directed effort.","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","1fc01e8c1e39c0a88108f3a2ef7a5dd971f1fdf3009b889afbfebc102c257463","0-8b87164a7a65dd8bb97959d5ab453fae62f899b35b55eaf67ac20ef35d32b6ae","8.235","Conducted Congressionally-directed effort.","0-1a3e3bc8708e4b554e4ee0f778c6e300c3e61a4bbbee233279fa998ec3de3f18","root.record.ProgramElement.ProjectList.Project"
"Program Increase","10.000","Conduct Congressionally-directed Effort.","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","171c73bb24c57e8fafa6edc96465626060ba38a7304897f84f7ae3a9cf468012","0-d6885f79876205b7f1e7e310b559fee648277de24604eb8d36c0d34d1150a8ee","0.000","N/A","2-f268bf68b226799c51089afcf415b339048d0aa46e44688127c80b35bea8517e","root.record.ProgramElement.ProjectList.Project"
"Program Increase","5.000","Conduct Congressionally-directed Effort.","2015-BASE_RDTE-2015-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","171c73bb24c57e8fafa6edc96465626060ba38a7304897f84f7ae3a9cf468012","0-5cc71056049ce598a839433ad9ea52fbbd09c88c6f1c22e5e44712039ae9a87d","0.000","N/A","3-8a3a4684d19c25711e47ab72c0efe1e7bb83b5cdb9dfd08e8999ebcbbf1f885a","root.record.ProgramElement.ProjectList.Project"
"NextGen (1)","3.500","Develops transportable/scalable Ground Based Sense and Avoid capability for ANG (174th Attack Wing, Syracuse, NY) that incorporates a transportable 3D radar.  Includes a mature sensor fusion/pilot-in-the-loop interface that is suitable for an instrument rated RPA pilot.  Efforts will leverage existing GBSAA development, certification and off-the-shelf technology including software, algorithms and pilot system control center interface.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","ccc9221a73c3243e364cd0e9d52e357f37993467dafd3324146eaa49389a7739","0-4696c3ce3b093b2fc139cb91bad4284de95663fde33346c923f112ccec41e52f","0.000","N/A","0-a27e42afcc116cace44f154db0fd93730aea6d74dc57f75457fc87dda9b5e3e0","root.record.ProgramElement.ProjectList.Project"
"MAGIC","0.000","N/A","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","a3b11c0027f5b9b35cdf2b99a7222e6941001d58b2a7151673387eacad88773a","0-7d9f2160675b8ab8abd7ec25b61e3228376294f7acc7c0eea3a277cb69090c1d","50.000","Continued development of an long endurance remotely piloted aircraft  capability to accomplish a 120 hour duration flight demonstration with a 1,000 pound payload at 20,000 feet altitude.","1-1624622f6dd891c01ab55cab6daf12dc354fe916ed91ade4353cb668c71f732a","root.record.ProgramElement.ProjectList.Project"
"Endurance UAV Base","0.000","N/A","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","a3b11c0027f5b9b35cdf2b99a7222e6941001d58b2a7151673387eacad88773a","1-13862e8a6b796248b0a0566c64988c09047f3ff0737ab277918cd5d3d6f983ce","9.893","Determine the strategy and approach for establishing an Endurance UAV testing facility and/or infrastructure.","1-1624622f6dd891c01ab55cab6daf12dc354fe916ed91ade4353cb668c71f732a","root.record.ProgramElement.ProjectList.Project"
"Multi-Int Integration","10.000","Begin integration of a fielded near vertical direction finding (NVDF) capability into an existing Gorgon Stare Wide Area Motion Imagery (WAMI)- equipped MQ-9.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","695dd6511daf32861e6a4e25667f4cc204c0653e2b97c3d03d83b346d1c02d40","0-f7ea95cf82bd75d82a3edfef5026f2700d0075f14521ec0849f87d8ca436bbf6","","","2-072cd5b2de734d8a5793e425ee4bff15bda85255e133882f822d64195b49a158","root.record.ProgramElement.ProjectList.Project"
"Global Hawk Block 30 Congressional Add","10.000","Feasibility study and assessment for integration of U-2 sensors or alternative sensors of comparable capability onto the RQ-4B to include comparing how differences in flight performance would affect sensor performance such as adverse weather, mission planning and airspace and sensor interoperability.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","99e4fb0b2b758d79449123fbbe96c1525fbdbd1e0712c63dcfcb070ee8b1cb07","0-52132e55a55f1a28e57de265774e794d6f00bffa2f3a3d403f2df787245974db","16.000","Continued Aircraft system modernization for Block 30 to include Enhanced Integrated Sensor Suite (EISS) sensors and aircraft operations surety for information assurance, flight test support and repair of test Government Furnished Equipment (GFE)","0-2f14b4e310c4260c244226f34a897264993bf29c086f9965ddf194fbf603669d","root.record.ProgramElement.ProjectList.Project"
"System Development and Demonstration (SDD)","47.300","Accomplished design activities for software spirals and remaining engineering data release for the H2, H2.5 and H3 configurations. Contractor also provided flight test support. To achieve the overall C-130 AMP development efforts, the following RDT&E tasks were also required: Training Systems Development (aircrew and maintenance systems), Engineering Change Orders (ECO), Development of new hardware and software resulting from Diminishing Manufacturing Sources (DMS) issues, Government furnished Equipment (GFE), the contractor Award Fee and program support and planning efforts.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","d255a3742b7fe30d2d87cf473a15aa29ce30625446b0080c7bcfb62dfce2f8d6","0-c6860684abdac8a6c14709853151cf0b5c99cd4c40ffcf897ec02e424744fcf1","10.000","Accomplished design activities for software spirals and remaining engineering data release for the H2, H2.5 and H3 configurations. Contractor also provided flight test support. To achieve the overall C-130 AMP development efforts, the following RDT&E tasks were also required: Training Systems Development (aircrew and maintenance systems), Engineering Change Orders (ECO), Development of new hardware and software resulting from Diminishing Manufacturing Sources (DMS) issues, Government furnished Equipment (GFE), the contractor Award Fee and program support and planning efforts.","0-ad10003eee90c8ddc756a576322ccd4be2f73d3bb8953e8dee98813d8e480bcb","root.record.ProgramElement.ProjectList.Project"
"GPS launch control system acceleration","","","2015-BASE_RDTE-2015-AIRFORCE_V3A-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","a3b9d9da42de47c1b4a507fd89a175abd6ba2af8fabcac9356dde29658ceb7cb","0-47f891a02a7f00b46ac17bb1b07e6839a15887960b8996278d2de651020b9ac2","50.000","GPS launch control system acceleration","0-fe048262962427d95f8b17d47a1493e7dd05276688e24bb2d1ac4f622e02926c","root.record.ProgramElement.ProjectList.Project"
"Alternative Power Sources","","","2015-BASE_RDTE-2015-AIRFORCE_V3A-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","bcbda2d3bc714e0417cf7b7cbdb2d7f670c3a44c021828ce54cf62a07129c91a","0-a86ddd01d577eaa758d606375e0008df9054622e6cff6fd94a0ae2f1e9b254fd","20.000","Alternative power sources for anti-tamper technology","0-66a21053743d77ad17c7f9dca45cb1f1871bf3cd6b9486832c40c0033444dea9","root.record.ProgramElement.ProjectList.Project"
"SMI Plus-up","","","2015-BASE_RDTE-2015-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","56604f4ee95bd5749116499db56023873367bb8a4bc7d7acbd3f0bc3165b699f","0-08efb4b5c1b6f18929ff722d61180c4133226e4270db3f6d3fb8d564be9f7e52","22.967","These additional SMI funds were appropriated by congress and per a Congressional Reporting Requirement a detailed spend plan has been submitted.","1-6f2bc16f15c37bd3948988a6a63a478c5038a76c47af2d28ac61f6e6386b5378","root.record.ProgramElement.ProjectList.Project"
"ORS: Tier-1","","","2015-BASE_RDTE-2015-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2015.xml","47e850d32ec664d0166eabfc1c65250ac7641137fbbf063bdea7ee01e735b63a","0-75774c30b9c1ba02990ffcf450833b21d7b1b3052bdbaf6215fbed90bc3c209b","1.901","Coordinated integration of ORS Tier-1 solutions, experiments and demonstrations into COCOMs and Component exercises and operations in order to establish visibility and socialization of ORS concepts and solutions. Developed CONOPs for COCOM use of assets. Supported COCOM wargames. Transfered the automated Toolkit to the Joint Space Operations Center Mission System.  Conducted Geographic Combatant Command (GCC) and space community engagements.  Documented ORS Transition standards.  Developed Operational Capabilities Transitions framework for ORS missions.  Supported the development of the Responsive Space International Memorandum of Understanding (MOU). Completed Skybox Joint Military Utility Assessment (JMUA).  Developed and executed Surveillance, Exploitation and Assessment for Maritime Interdiction of Surface Targets (SEA MIST) demonstrations.","0-2258b6a525fac062431ee6a6b42722a7b35646244c69e3f2e394f338f67f612e","root.record.ProgramElement.ProjectList.Project"
