Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_Total_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.811","","","","0.000","7.811","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","8127d86d14a5e8a57c3d0ca4879bd3860fcb08b0cb4d8c48e294ffba30b5b78a","0-ad326552aebde52aedd7291508da8397beb652115cfb364ab7d9753d63dae214","0-2a0db5bb5efa1e30485547667e60f769120cda80885256ecb0efd6c7c41e7cb5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits Non-recurring - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","3","","","","","","","5.641","","","","0.000","5.641","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","18c72f30e76d0a22c0e31dc5838516504b03c6a9b5336d3771a2c9dd25ed7799","0-905371f0c697d43a133c3b2b0f9eb70ea989f79be98749c3e5533e2fba5f3ebf","0-12dc8b6203c52ce914056266d916dff5e9f44558ac31e2fd86b0ec107ef9468a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits Non-recurring - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72","4.72","2.1","9.476","","","","0.000","2.656","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","18c72f30e76d0a22c0e31dc5838516504b03c6a9b5336d3771a2c9dd25ed7799","0-0614bde6eb124ae82fb3a0ebc89e91565a3d0b836889b24d20311c4a2faf984c","0-84f1a2993ac03c6620a0c519891f0a56704cf4f4796b81859372d585d81bac8d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","6","","","","","","","45.278","","","","0.000","45.278","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","613ae3194b032e73e8c63f0766c663fff647fe5ecfae33d8c5a2048a4f79775a","0-ab9777ab5e150ad5cfeb00f0d8dcca9c88d9671bf16dbfb86e1ae175d45f47fb","0-0378c500385da540eb4b9b2e1a8f1a9d94726e525040153f5e641e89f3fe0c9a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","8","","","","","","","1.637","","","","0.000","1.637","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","613ae3194b032e73e8c63f0766c663fff647fe5ecfae33d8c5a2048a4f79775a","0-e2568701262b8cdd70a6b051e7a56a96539cab88c5d1223410dbef68a06ad26f","0-15a2f94d16b7807f836ff1a6143141803a822221925fe674b9a2042025754bab","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","0.17","0.17","","","","0.000","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","613ae3194b032e73e8c63f0766c663fff647fe5ecfae33d8c5a2048a4f79775a","0-b4ba6af31700f5e58db6adde17409189221bac45905862cb3a462fe71c596fea","0-fd061c8c90b9ec8f2b0c23f138fc07473afb9447dc3e31b766421b5e5f4195fb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.114","2.704","2.704","0.391","8.726","0.121","0.068","","0.000","","0.328","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","abaa11100c3a57285250bc9a3b8a55df8e6abcf856aface862104b009d75bd60","0-92c04df91e74758e94ff0ac8504249b106cc1873b3d5fe11d7bdb13ef90bb40b","0-c7ae467b92fb8fd31a2b790460371162495f73697586ed5680107c92b10113cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","The cost for the Validation Kit, TKI Kit, and Verification Kit and associated installation is embedded in the NRE cost in FY12.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.034","","","","0.000","5.964","7.07","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","abaa11100c3a57285250bc9a3b8a55df8e6abcf856aface862104b009d75bd60","0-750e4bae5c57afa03d8c54e399d1e4cf552706ebeb89f1f6e444bc7d30a1a6ee","0-587a634e96bed97ba2e9f2ba737c1f8ce29911129c45d3971b4112951a0a12aa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kit N/R Block Upgrade - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.589","7.589","","7.589","","","","0.000","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","abaa11100c3a57285250bc9a3b8a55df8e6abcf856aface862104b009d75bd60","0-54a292db3aae055cee860373267c10b1b590d8abcab71a70b92c70fc98b267d3","0-abc17f8b4fddc26d6b4e91046d8b7e96909b55f5190fadd4f15c9841dce9e519","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.832","","","","0.000","2.832","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","52fa029e83ad7dcf37cf23118ac5983ab75689a840a179909e16085947d0266b","0-1c2d946b38818be6d8cdd28dd0eab8d7c155c9683a39b633ae74c98ffebd0ddc","0-3bf6682e28aceb724a21ffc408795f286a4c1633f300f886ceb31f229e4d7ba9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","The kit cost and installations are based on the mandates that are required each year for each aircraft. The kit cost is not based on the inflation factor.  It is based on the complexity of the block upgrade requirements anticipated in the mandate which will be more complex and costly to install depending upon the aircraft configuration.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.514","0.686","0.686","3.675","46.67","2.2","1.7","1.3","6.232","28.217","0.146","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","52fa029e83ad7dcf37cf23118ac5983ab75689a840a179909e16085947d0266b","0-d082fdc1bfc2ab3b47f6218690673145ecde17dd35453c301cc0ac9144ab5227","0-60ebd9a6180d45c6b215239adbe4dbb0310e65da252fe8cddaa2d269e841d314","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R (OCO) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35","","","","0.000","1.35","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","52fa029e83ad7dcf37cf23118ac5983ab75689a840a179909e16085947d0266b","0-35bedd05972981343b2ba3dbef0a71a272537018519e5c2510116de08964c925","0-a3f7984c96cabfe931dac08c9801bab0c574ed7badcc4922bd102c3b49cdc029","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.509","","","","0.000","23.168","0.341","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-6475ca1704edce8e9494ab4bf7c82804691c9a666a3e654512cc53049b381193","0-15c32fa6ce077be3700bd34a92b32a4cd40a61d2cacb71667ead33c174c6eeca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R in FY15 and FY16 is to support the CNS/ATM & HF ALE procurement in FY17.  Installation Kits N/R in FY17-FY19 is to support HPTS, CVLR, MOM, AC Electrical, and ALCS NRE A Kit procurement in FY19.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.212","8.725","8.725","9.584","178.504","6.195","21.231","53.531","46.942","23.573","7.511","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-71bbf86ecd70a3d56bcc056ebe218c18f635ec8870303dc9ff5f8a9517076cc3","0-9696260ca620af73f9f83f163b7ae8b42c04edef52ae95e73e17b8bbffeed5ae","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","Installation Kits N/R cost in FY18 and FY19 is to support the start of the CSFIR Phase 2 effort.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.365","2.58","4.5","5.672","1.2","6.413","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-bb5e7867f7cf4bdf50f1eb3bb9895fc52d8a420056d82bc21aa40edd35a9a70b","0-5c8cf8fc0711ed41aaef7cfa00925319499c00667e97e73942920ed054e4eaa1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kit N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.769","","","","0.000","53.769","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-55f1a7b0542ffb7a94818251882b68c4fc51b94ae959724134fc79ce8da6e75d","0-57aab6838b6524580fedf118d4a6d185fae2afe6c461b58567d6ccf19dfda900","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.056","3.704","3.704","","39.828","","","","0.000","34.068","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-3316d4c909510045d1b6ae0cb77f7e3dd7e93e7ef31219f9894724ca0b15eb29","0-9c65e7a6118726a4b3f0fcc2afe9813ead8a00c322b16463d1cccb333ea15317","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kit N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.564","","","","0.000","6.474","15.09","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-f1c77f8fcd5113dec3b95f265d51c6a81becbcc8b8f479090a746e7b60a2f7cd","0-391de4eb2cce49336448898f4a70144b7f55f441f6ec45bd17c6c1e1beac4b94","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","Installation Kits N/R cost in FY14 is to support the kit contract award.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.081","","","","6.084","","","","0.000","","2.003","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-a7ac148b0f4084d36805f3a0103e416e7e785d7bcb63ec6534319b107c169078","0-4e12bf3defbaf0e6f18a8302026dfa7f431aa52f1113b853906fcfdb139d6bdc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R in FY15 is to support lab production in FY15 and aircraft kit production beginning in FY16.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.456","15.456","11.216","26.672","","","","0.000","","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","5a425010d1c7a0047ec9496c11b51d1db8d508526496abecb8eccd71abb4213c","0-4df6b71dd98bfe244b1e6f2a2084a7f6c51b315414186961cf99d9b891c34e0f","0-695ed01b1c8e87dcb261fe1d86a48bcfff4d9bca588c44426427f72357045609","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","34.531","","","","0.000","33.932","0.099","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-8480a0e5058d4cbb3c7bdf35d67d29c0bdb3d55c16e14dba7f05515fa94425bf","0-14a2923c9f2c8fb31b1ff6853b23f60cb8192355b003dbb4cd00720b3cae74c4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","19.071","1.3","","","0.000","12.471","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-9aaa8744da4cb392de803cbb906f07d1f7f223ede059c6cf3a523918bc459754","0-cdd8144d03a061bbcbfc9438f6b1effcddf1a3083ee3648c56efe62ea165c146","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","VH-3D Fuel Systems Upgrade A Kit NRE. Funded across FY14 and FY15.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","0.085","0.085","0.085","7.728","","","","0.000","6.608","0.5","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-7608fd2f5d754afa916e9bf344afc58d45cd8256da19d400c66cf7b7ff4bcf7a","0-acb111dc30fcfa6f92613dfe528b1ecf99d8525ffba16627232cbde2d18cf738","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Increased due to cancellation of VH-71 and leadership investment in In Service capabilities (Cabin interior, 401C) to reduce risk related to obsolescence associated with In Service platforms.  Investment was made throughout OMP OSIP to ensure viability of In Service platforms to meet all IOC/FOC scenarios for VXX.    FY14 NRE was reduced by $5M due to Congressional Mark. FY14 and FY15 NRE funds Cabin Interior which includes val/ver and tooling.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","8.788","8.788","3.129","22.574","","","","0.000","7.538","1.119","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-5d0a2fefb80fc313edc067d683e77a19b0c9945c6e5aa79890c2f0233f1d2e78","0-20acb0c3e3dfaa096825122aa68623ab310f00b510b931c7c08b6c0f3a17e295","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.298","","","","0.000","5.598","0.7","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-7a5be0aefd33186a75f3188f7f93325812fc9211a30c9e2d6eb1943d148c83d3","0-adfb590c8d92a4591a7ee589d24b903b5ed3396966b6735ad0be46103d3dbfce","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Due to budget constraints in FY15 the majority of the remaining Non-Recurring Engineering (NRE) for the VH-3D CUP will be delayed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.239","1.7","1.7","5","21.408","","","","0.000","2.854","2.615","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-73f34b9854e18615a9830d3a24cec9a83c1b28fbf3f2c509984e07a7e5145f2b","0-34b57744a3161c6dd44921b127504ba6cb32de0c7dbe6d90c2fd47e2afcad37d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Inactive OSIPs - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204.423","","","","0.000","204.423","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","b0c181b94137cdbd2487ddfb1c76625c238d1863c7ecabd6b3382cbdc158c22d","0-affd611cd8ee47adead9b8ff0e9e654662c4d2869c7b7e0c27266f2031483941","0-71010bbd12cd2296eddc6180789e7ff70705bf7ec2a43d29c8896ffb9dc2dab1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.786","","","","0.000","7.786","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","ec7931cd3e595f063cfc2dbfa8e7fbb14932fbefe9db0b164b75463e6cac2a6d","0-012e2c1d41b593a02195480e7c4d52ee476fe5f8213eb1b5923e787df1264c43","0-666a221424f1bfa1564c95e99b21a944c18c375b8c4c860a1a15136461554943","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.104","","","","0.000","0.104","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","ec7931cd3e595f063cfc2dbfa8e7fbb14932fbefe9db0b164b75463e6cac2a6d","0-3804aaa6d98dc4fac1987f9e103bfdb0778794332faf71f9d0487b0dd33c231c","0-2b2757312238f6083c1e3f6f8ce2a4f07817ad8d6e51eb21c647789179ef6662","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.344","","","","0.000","3.344","","","","2015-BASE_PROCUREMENT-2015-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2015.xml","ec7931cd3e595f063cfc2dbfa8e7fbb14932fbefe9db0b164b75463e6cac2a6d","0-13278022583d6427ce1641d180b3dfcab6d16a8519ba352f4fce5c96f4ecf542","0-638b6f40c16848e596a9137d4c554e1d86b2ece8ac7cc542c65c51924760ffd6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
