Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Reserve","22","9.008","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","0-2306e6c97957a8d577f04c683d0ad32dbddccbc70f6ca788664704d070340474","5-0f71dfd536fb7699255e1f903f3763775a45e37dcb53e91f782c78eabe708c59","root.record.ItemExhibitList.P5Item"
"Army Active","7","2.253","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","0-1ff4389777b1d8e9c94b4498fe55301e491216809ee8e243ecc1cc5377db02b6","6-c018451cc0b5fc093b5bf4afb93756e0bf090af92f325f56707002303445c0b5","root.record.ItemExhibitList.P5Item"
"Army Active","178","59.178","410","132.748","8.152","24","","","8.152","24","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","0-6b2b57b82190073399a7d1ac17f111e5930f93e89a756d0017af7464eea9899d","7-8d493bbcf0b4285692af90e4921ddbda4208ecb1e9b23a31c184ee0ce0c8f9db","root.record.ItemExhibitList.P5Item"
"Army National Guard","279","93.269","541","168.877","15.707","45","","","15.707","45","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","1-76e4149c5cfbb3cbfd37d804574bca4d5e708ea387b32aee64a68f1efa59f766","7-8d493bbcf0b4285692af90e4921ddbda4208ecb1e9b23a31c184ee0ce0c8f9db","root.record.ItemExhibitList.P5Item"
"Army Reserve","222","74.145","317","99.233","11.912","34","","","11.912","34","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","2-b796b20d20cfe93796a4af39b71ad5db81d37281f03892bf4904fdfa391067d8","7-8d493bbcf0b4285692af90e4921ddbda4208ecb1e9b23a31c184ee0ce0c8f9db","root.record.ItemExhibitList.P5Item"
"Army Active","195","72.786","65","22.686","2.801","7","0.352","1","3.153","8","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","0-edbb83fcff2c9756ab578e0f073319cbca89bf77362ca841bb1df73727bd9f78","8-bd0f14ba926641f4f3a8401734051d79797bb920f7b12801b38589db0f23e875","root.record.ItemExhibitList.P5Item"
"Army National Guard","32","11.944","7","2.645","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","1-36cbe3bc5d0758956ed2ed99581f47e5cde2a95c0b093c466c99c3b96874ce4d","8-bd0f14ba926641f4f3a8401734051d79797bb920f7b12801b38589db0f23e875","root.record.ItemExhibitList.P5Item"
"Army Reserve","79","29.488","52","18.296","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","2-ad7dc8a0729cf6cc15d48e6a4606ff783739b6f58af7af2dd5abd58ecd2db5c3","8-bd0f14ba926641f4f3a8401734051d79797bb920f7b12801b38589db0f23e875","root.record.ItemExhibitList.P5Item"
"Army Active","","","27","12.445","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","0-f41da3084d3ac4b146041bb42e954742a3b68462d224cec352601f8e9f35bbd4","9-38294bde55b0b63045a2a5e7aa5ce8308cf858bd15395a825ae7983016bdba60","root.record.ItemExhibitList.P5Item"
"Army National Guard","87","41.45","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","1-80b0e876d900d64f750014974f601e01ce56d6e4ea6af7f61fa0b3f0b80702cf","9-38294bde55b0b63045a2a5e7aa5ce8308cf858bd15395a825ae7983016bdba60","root.record.ItemExhibitList.P5Item"
"Army Reserve","192","91.476","140","64.037","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","2-0c4ccaaaf6bcc5f938b874b9a0a7b2e9b73e701ff8d46c4e74574bf6ec9959da","9-38294bde55b0b63045a2a5e7aa5ce8308cf858bd15395a825ae7983016bdba60","root.record.ItemExhibitList.P5Item"
"Army Active","57","23.426","","0.188","18.035","17","","","18.035","17","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","2a27a52183cacfc5f9d30e3101f770070f01af76a9c95cf5ebd8c278694ecfc8","0-99b7241c4133237ac11faca4f4f3bb25c1c5a9795767a140741ce3cedcee2d75","0-a902879cd0980c52173524ed766899da12b12e9225a0e85c84b5085f54dd197f","root.record.ItemExhibitList.P5Item"
"Army National Guard","65","26.713","413","184.163","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","2a27a52183cacfc5f9d30e3101f770070f01af76a9c95cf5ebd8c278694ecfc8","1-a0d796e3806b80a4cc7ff9c45d957a5f6baf685f9e6f3120dee4d8d78214af9e","0-a902879cd0980c52173524ed766899da12b12e9225a0e85c84b5085f54dd197f","root.record.ItemExhibitList.P5Item"
"Army Reserve","14","5.754","151","67.316","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","2a27a52183cacfc5f9d30e3101f770070f01af76a9c95cf5ebd8c278694ecfc8","2-e2bed0043620d733cd4b800066d1a4fbb24f23a4fb464c3344daa6f1b13e7125","0-a902879cd0980c52173524ed766899da12b12e9225a0e85c84b5085f54dd197f","root.record.ItemExhibitList.P5Item"
"Army National Guard","71","72.757","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","5d50871b6a336108f649ff1525594b35fe138fe528a08e1b99ef054e68dd37f3","0-5b268b395b08d50b07d4138a7dffaf66594a6284542587eac8b4d22aed07c216","0-f45d1c74c7f2702e6d01ed75c4009af283a1966b3e255abf03fc42e87a734482","root.record.ItemExhibitList.P5Item"
"Army Reserve","14","13.858","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","5d50871b6a336108f649ff1525594b35fe138fe528a08e1b99ef054e68dd37f3","1-de1361e61290f73ae500f7bf4cd24222e852180757a33474b39c955cb6d95674","0-f45d1c74c7f2702e6d01ed75c4009af283a1966b3e255abf03fc42e87a734482","root.record.ItemExhibitList.P5Item"
"Army Active","","25.898","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","0-58f122d9a005cb2993e840f566cc7de832929318e0dd0f7825b7f4095fa7fdc4","0-9d78058225e00f41d4dddef1147346cab2d613352a39e5c91cf9a8d57f8cfa76","root.record.ItemExhibitList.P5Item"
"Army National Guard","","0.244","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","1-f6c380dd37d16e9cd7935b2bec90f2393ca940af22c68251b30e12459654ef32","0-9d78058225e00f41d4dddef1147346cab2d613352a39e5c91cf9a8d57f8cfa76","root.record.ItemExhibitList.P5Item"
"Army Reserve","","3.66","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","2-949a909b80f28f57f4859debd13e72b51fbf8ee78a506c2d1716c78d788be87e","0-9d78058225e00f41d4dddef1147346cab2d613352a39e5c91cf9a8d57f8cfa76","root.record.ItemExhibitList.P5Item"
"Army Active","141","187.12","","21.551","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","0-ec6bee4698f40f353f418ba67471e4d609b294303a262b0023d35975e6f49b73","1-4df1c847cd02998b558a13dbc60270f4a705117f694f086112e1d39c760ef59a","root.record.ItemExhibitList.P5Item"
"Army National Guard","1","2.11","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","1-8cafb483e9f54b6cb45034cb970833254beec94cab5add45ae47e51b8695fc73","1-4df1c847cd02998b558a13dbc60270f4a705117f694f086112e1d39c760ef59a","root.record.ItemExhibitList.P5Item"
"Army Reserve","25","31.654","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","2-9eff1cb9a217b0f1c3706fbcc138f091b1b8dceefd845c9a154b968e4e41f443","1-4df1c847cd02998b558a13dbc60270f4a705117f694f086112e1d39c760ef59a","root.record.ItemExhibitList.P5Item"
"Army Active","39","77.353","","0.026","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","0-34bbbba79cc3465e9bc821c96e9f3472f95aab37bb0d8bc36e018d457b483d6a","2-e1dbf8a389ebc214f51f72962ee5bd80e437b37a42efc7ffbfa2fa64ecf15f17","root.record.ItemExhibitList.P5Item"
"Army National Guard","1","1.102","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","1-6053787b43a2f36bfb3cfef364776ddc1dd08ac2c5556da1be428b703974fa74","2-e1dbf8a389ebc214f51f72962ee5bd80e437b37a42efc7ffbfa2fa64ecf15f17","root.record.ItemExhibitList.P5Item"
"Army Reserve","6","16.537","","35.094","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7e5f0ac3f9ffdaf57e3bc9ff4c4906110aa836f54a60493ecc800b08e0690796","2-c50d55ef3f9fb13cad3eb07dd2849fa41342ec91d25d0a2963fa9d2eb776a34a","2-e1dbf8a389ebc214f51f72962ee5bd80e437b37a42efc7ffbfa2fa64ecf15f17","root.record.ItemExhibitList.P5Item"
"Army Active","180","18.065","","","3.619","","","","3.619","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","bea424672e79c0cc1126cbb9c4bdb9e50878f9d2f653c25540a67aa511a9bcb8","0-51dc15a9f78abac7bc697b847feb52bf56dbc943e18f639d09cdba3cc0429463","0-88253dcb27ac9d91d65d9494395b25a437ade200c41752ab3031f9681ac8f282","root.record.ItemExhibitList.P5Item"
"Army Reserve","34","3.333","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","bea424672e79c0cc1126cbb9c4bdb9e50878f9d2f653c25540a67aa511a9bcb8","1-1151b736e9a0724168cb33e61000efdfae8cfe9b27f792a58a78cc754955817a","0-88253dcb27ac9d91d65d9494395b25a437ade200c41752ab3031f9681ac8f282","root.record.ItemExhibitList.P5Item"
"Army Active","291","108.475","222","83.831","9.181","23","","","9.181","23","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","57b29b7f29ac878676fb0ee75fa0bc3256a4b5cfec054839a2854bac1e2499b4","0-7823dc77accdd8b93b193d7c351a864b8d6740618ce7db07b3288e3d5e2f1c5b","0-5f766d0cd6384352f1bff63b8b9611d30a142ca81f2edb98481942562c5cc0fb","root.record.ItemExhibitList.P5Item"
"Army National Guard","119","44.359","110","38.737","14.941","31","","","14.941","31","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","57b29b7f29ac878676fb0ee75fa0bc3256a4b5cfec054839a2854bac1e2499b4","1-b67dcce3bed27be8b56704a52490f8077ca4ca2d1f497790b06b365ce97f8e68","0-5f766d0cd6384352f1bff63b8b9611d30a142ca81f2edb98481942562c5cc0fb","root.record.ItemExhibitList.P5Item"
"Army Reserve","53","19.756","101","34.179","2.737","6","","","2.737","6","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","57b29b7f29ac878676fb0ee75fa0bc3256a4b5cfec054839a2854bac1e2499b4","2-053c82168edb7c006484f0bcb71a8d8e491946a3acf2a36faec61251d323c2e0","0-5f766d0cd6384352f1bff63b8b9611d30a142ca81f2edb98481942562c5cc0fb","root.record.ItemExhibitList.P5Item"
"Air National Guard","9","7.659","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4fcdb6a08be0be7a75baa7632f4eac52711266acebbb73067b22294132632fbc","0-24c8b2939b1a79f4c4b1ba54003f326cb2bcc7b364b570347bed2a5066f95551","0-e04de8694204b88d452d50c2f8994dd989c942b13bbddffb8450193549f3bafd","root.record.ItemExhibitList.P5Item"
"Air Force Active","","472.237","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4fcdb6a08be0be7a75baa7632f4eac52711266acebbb73067b22294132632fbc","1-96f9776b296ff79705215b1af5e9c36fa20c20ace10976af332c1cf6bd37fdec","0-e04de8694204b88d452d50c2f8994dd989c942b13bbddffb8450193549f3bafd","root.record.ItemExhibitList.P5Item"
"Air Force Active","","17.016","","","5.75","","","","5.75","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-9d6d71d92c04e048b4d2b3db8274653f3acf87633c7e154cd57fbf7a39562ee4","0-81fc6bd88d5db843f6b1675d68899298a709901c69355d637df2310d32095dc0","root.record.ItemExhibitList.P5Item"
"Air Force Active","4","10.07","34","5.5","3.171","53","","","3.171","53","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-5ada72710c95f3eba499a4d76819dbe7ac01ec3f130c4276f94de5811e0dd26e","1-deb54e381cb368f0f5e6b772f2209ad6832a7b24f579e539a5f4aba91ca87560","root.record.ItemExhibitList.P5Item"
"Air National Guard","1","3.038","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","1-ab9afb7cbd720cbcf1b0a6a4861c132de14bafb8a409f6c6fa161b33f73900bc","1-deb54e381cb368f0f5e6b772f2209ad6832a7b24f579e539a5f4aba91ca87560","root.record.ItemExhibitList.P5Item"
"Air Force Active","","5.933","","1.7","0.967","","","","0.967","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-833143226b3cc21e832bedf8069f47c0b2a62e19ec7b7655004c92398eddc775","2-fbb1bc265284ce11c9e2f77c4b0e998f6ff95e35a9f42f055af2d3f099a4f144","root.record.ItemExhibitList.P5Item"
"Air Force Active","","","","","0.05","","","","0.05","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-da5e800b894747e8084ac29e31ec34de478996df39e7fc648cb604348a2f124e","3-8023c0353b9c0e5b09ae09363b09625733f80566746ff8df09e36ccd2a05faf1","root.record.ItemExhibitList.P5Item"
"Air Force Active","","","","","1.3","","","","1.3","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-ebdc81bfff5b805ab19fbca8008e3db5895d415e943a4534c0ee165389c14746","4-d3187900beac71c942bfe6b9c5d0ca58c86669f137e3045314c8ea35359e40a8","root.record.ItemExhibitList.P5Item"
"Air National Guard","","","","","0.402","","","","0.402","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","1-226276dbd44f93a5c19d6d9afdbfa773febf23d06e5dce465e0f21669ce68d03","4-d3187900beac71c942bfe6b9c5d0ca58c86669f137e3045314c8ea35359e40a8","root.record.ItemExhibitList.P5Item"
"Air Force Active","","","","","0.1","","","","0.1","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-69dcc4a3def65ec843f64aec0c453efa9b593f4f66966e5149ccc9937d714c7e","5-6382a5dd1fe4c40bb5026a2b66a52e64417397c997cb8a8a358d3233c9f1037d","root.record.ItemExhibitList.P5Item"
"Air Force Active","","","2","1.9","4.62","30","","","4.62","30","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-871cb3d821d1da279bcfa7fa526b9ca306d1c36ed1f971d5e5f6c9f9cd2b1a83","6-cae27bb8d99dd5bc4ac4a18291f2d8ebcc20cad0f75a647d5375480d26ba640e","root.record.ItemExhibitList.P5Item"
"Air Force Active","7","12.113","11","12.3","7.743","8","","","7.743","8","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-b35071f21929a604a6bfed25261233fb87aec909d07e3e991ac35aae742151ea","7-8727d494fe106e5ca0f8952ff71b09238d0634f0bc53c0f896e92d21e9ace22e","root.record.ItemExhibitList.P5Item"
"Air National Guard","9","7.659","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","34c9d373835001939b87d62096d125596d1c7d23fdc0222462b482644a61cbb9","0-d864fcd4badc8e7f19342fd4914392c3aa8598d2984b63383f5175b1429dabbf","0-7570d62bc026bd3f3da1c96e40cffc53755cfd46dced89665152837af77daa34","root.record.ItemExhibitList.P5Item"
"Air Force Active","","472.237","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","34c9d373835001939b87d62096d125596d1c7d23fdc0222462b482644a61cbb9","1-ee3fef32fdb40faf478ff3a3992b09677b6888246a20530628a1e2a4093e85f6","0-7570d62bc026bd3f3da1c96e40cffc53755cfd46dced89665152837af77daa34","root.record.ItemExhibitList.P5Item"
"Air Force Active","","17.016","","","5.75","","","","5.75","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2e21f726367d918b2eb5cbfcf3589ef44017d35b4ba706d8541e8cb65c1c9e9b","0-2fe2457e5f5734f66dc91aa42434170c201a1057682d6d7fea9b22bd0dd34e82","0-9e763c7bcb4f92e9d8c8d3a28f8ae5e80a02023b252f04fbc43a8cb40414dc23","root.record.ItemExhibitList.P5Item"
"Air Force Active","4","10.07","34","5.5","3.171","53","","","3.171","53","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2e21f726367d918b2eb5cbfcf3589ef44017d35b4ba706d8541e8cb65c1c9e9b","0-4c565da685e9592e907da2c73869ae7a9936d59058b96f583855532adc8a89e9","1-cbad3bc1871b91a371b4d844e2c22cce228817dd3cb6e5b7d9fe5afce1f0a59c","root.record.ItemExhibitList.P5Item"
"Air National Guard","1","3.038","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2e21f726367d918b2eb5cbfcf3589ef44017d35b4ba706d8541e8cb65c1c9e9b","1-9dc5bf834171e19f64adcda9d8d49624373e83a933988a994c256911cc3193d0","1-cbad3bc1871b91a371b4d844e2c22cce228817dd3cb6e5b7d9fe5afce1f0a59c","root.record.ItemExhibitList.P5Item"
