Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Reachback Analyst Workstations and Peripherals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.213","","","","","","","","","1","","","","","","","","","","0.213","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","0db132a63da27fe0eb85ce19f7ed4c45a5acd1afebe79590ec994eda8356bc94","16-22176026df20002cf92b953586d92de6303088f7f5195727a1f87e3aed7fd308","","2-76a68838d560ee7f7c0719779f29ccaa828777e2f57d4f5511b7c98b621eb27f","root.record.ItemExhibitList.P5Item"
"DTRA Server Infrastructure (Site 1 and Site 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.538","","","","","","","","","1","","","","","","","","","","2.538","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","0db132a63da27fe0eb85ce19f7ed4c45a5acd1afebe79590ec994eda8356bc94","17-27c122dbdbb6d77a023a1696fd7e704457542bf549de318043793fdef79ea518","","","2-76a68838d560ee7f7c0719779f29ccaa828777e2f57d4f5511b7c98b621eb27f","root.record.ItemExhibitList.P5Item"
"MicroStrategy Business Intelligence Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.176","","","","","","","","","1","","","","","","","","","","1.176","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","0db132a63da27fe0eb85ce19f7ed4c45a5acd1afebe79590ec994eda8356bc94","18-e4edcd6bc80909936439de628b9e4b40f587a705e85701af3320bb4eef14c6de","","2-76a68838d560ee7f7c0719779f29ccaa828777e2f57d4f5511b7c98b621eb27f","root.record.ItemExhibitList.P5Item"
"Stockpile Systems (Nuclear Planning & Execution System)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.684","0.261","0.267","0.267","0.949","0.674","0.674","","","","0.687","0.701","true","","1","1","1","1","","","","","","","0.684","0.261","0.267","0.267","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","0-13c97e8eb5e6edc9bceefb7628b20e1a92a9195a48b19546753ddc07d3340001","","0-74d806b83aa7f4a191da1e27c1979e0770f3a2e2377acc698c727b8de9486b89","root.record.ItemExhibitList.P5Item"
"IA Situational Awarness/Command & Control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","1-8b8e0fbd439683c5718db2ed58d5a10b1eb3a2bff925ab61b48b0019b7588dc0","","","0-74d806b83aa7f4a191da1e27c1979e0770f3a2e2377acc698c727b8de9486b89","root.record.ItemExhibitList.P5Item"
"NACT Radionuclide Recapitalization","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.934","1.982","1.857","1.857","","2.479","2.479","","","","2.521","2.571","true","","1","1","1","1","","","","","","","1.934","1.982","1.857","1.857","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","2-51508aa8768c51cb3e0029a4f3205702d510488c99968ec0c767b201fc571221","","0-74d806b83aa7f4a191da1e27c1979e0770f3a2e2377acc698c727b8de9486b89","root.record.ItemExhibitList.P5Item"
"Nimble Elder Tactical/Communication Vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.5","0.509","0.509","1","0.517","0.517","","","","0.526","0.537","true","","","1","1","1","","","","","","","","0.5","0.509","0.509","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","0-c5a75405ccb86ad2f8555f18c33918ede22eb2d59b9f7de5a912a7ce7547aa5c","","1-7eed77a923f49a986f0d3bae2af4957840c9f999638ec1a90f18a0f335b69c9a","root.record.ItemExhibitList.P5Item"
"Reachback Computational Servers/Data Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.564","0.95","1.05","1.05","0.59","1.069","1.088","","","","1.106","1.128","true","","1","1","1","1","","","","","","","0.564","0.95","1.05","1.05","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","0-cd2f1b054ce35e4b1efc134fb4923052ed3f6845080b3d1a088226d4c79661be","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Reachback Server, Metrological Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.123","","","","","","","","","1","","","","","","","","","","0.123","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","1-bd58c1a1461b546258e090567b07154b2631ddd0e5e58d427b07ed71ef9fe43e","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Albquerque Physcial Plant Modernization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55","","","","","","","","","1","","","","","","","","","","1.55","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","2-583186a6ab7f7319312482deb8da77749ca442f221d4e3f2cef2f12974fd56d9","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"DTRA Storage Infrastructure Modernization (Site 1)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.117","","","","","","","","","1","","","","","","","","","","6.117","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","3-f4ca8485766d9a03e35eff694fbfcf4e0ec92d77053b240ca22d1669e3c9ca4c","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"DTRA VOIP System (Inlcuding access layer software for Site1 and Site 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11","3.946","","","5.218","","","","","","","","","1","1","1","","","","","","","","5.218","3.11","3.946","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","4-cdfb6f1322b01f8840a1fe82a8d1c77aec0bbd386e86b8545d97784fff2d79c1","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Synchronus MetroCluster (Unclassified)","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","","","","","","","","","","","","","","1","","","","","","","","","","3.35","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","5-389f14e055624ec6f5e5a8edc1ed4d1966a2699890ecfdb99be7f42d86e541d3","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Reachback Server, Numerical Weather","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.196","","","","0.05","","","","","","","","","1","1","","","","","","","","","0.05","0.196","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","6-d5d64694f68be805ffa95f9cd4fbb7141e694b2ffb6eb0f1b78b51d95d5b9a57","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Software Quality Assurance (SQA) Toolset","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.222","","","","","","","","","","","","","","1","","","","","","","","","","0.222","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","7-11937a06d8b60d68404c1c5e5c2b9b4297196ba44c569371a13769a1d449f866","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Blue Coat (hardware Proxy Devices) (Red River Computer Company, Fort Belvoir VA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","8-7fd030236ba57d6a9c984503549875de23fcca28598ba30c51655f3713b6edfa","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Virtual Server Farms Capability, Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.326","","1.791","1.791","","1.749","1.758","","","","1.762","1.768","true","","1","","1","1","","","","","","","3.326","","1.791","1.791","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","9-513bd46e47f3d7a6790525528c5fb8ad2293746ec7dbbd75b94130be2d5dd422","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Network Telecom Equipment and Services (5th Signal Command Darmstadt, Germany)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","10-e8ba68aa83de40a7f752e9489791e59bb2556d0c935e402a4f1f13c3ed89bd64","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Equipment Purchase Phase II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","11-be4cde5c7a0784988c7161f61b525624e96e7341bd6bffd2a552ee98468b247e","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"IT Installation Kleber Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","12-392e7fd807d7e1d79d2bf903773772d55daa19fbc93e8b75a06e2f4a2ded4b08","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Virtual Desktop Infrastructure (VDI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","13-349ce01de1a59f3ca0b5f9f1e181a787db2d23a8e16189d524ea474d1c10f47d","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"DTRA DMZ and Server Access Architecture Site 1 and 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","14-22b03b3a00926490f6feba87ee85d63cffb8df2b1419f95f84eca235a7064040","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"WAN Acceleration and Deep Packet Inspection Infrastructure (Site 1 and Site 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.471","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","15-e87c643847145655ed43451db736e847e95bdb8c654f2bcf463f178dc2ecea88","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Reachback Analyst Workstations and Peripherals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.213","","","","","","","","","1","","","","","","","","","","0.213","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","16-f830d91333bc8a181cc2985753c3b685d2019782e1d59e0c1798d1fb311c87d5","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"DTRA Server Infrastructure (Site 1 and Site 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.538","","","","","","","","","1","","","","","","","","","","2.538","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","17-960fe68d1b23d20da08aa2282c5e2c3aad22ce5827f2d103e26cc192dcb18af6","","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"MicroStrategy Business Intelligence Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.176","","","","","","","","","1","","","","","","","","","","1.176","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","a2b09356a1a45aa151afab2aa4be74d3300c176d38c4b100079dfc13c6f8bd75","18-b96685acf3e996701d8530717341cc8f98cddaacfd61446082a02d119f0e1e32","","2-4575d84de57c84c34d9e20e343dfa5e7571df2add90808b31baddafc19dfcb07","root.record.ItemExhibitList.P5Item"
"Production Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.946","0.083","0.084","0.084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","2813c478c1eaf9dcc484708d99aa27e88a8c921da31a726539576ec38f0b186f","0-3cf6f61352a3a727bef8aaab097f2cae68239dadc17ab07aae1b6d707d1567e8","","","0-f4e795a80b978ff7e803a3cafa1ec671998fece2465138ccf401fe08e7463cf7","root.record.ItemExhibitList.P5Item"
"Government Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","0.384","0.441","0.441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","2813c478c1eaf9dcc484708d99aa27e88a8c921da31a726539576ec38f0b186f","1-46d7cc867de65333da09f448e9f3a35d216d73cb503cf694218ed59dc337d9e3","","","0-f4e795a80b978ff7e803a3cafa1ec671998fece2465138ccf401fe08e7463cf7","root.record.ItemExhibitList.P5Item"
"Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","0.5","0.25","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","2813c478c1eaf9dcc484708d99aa27e88a8c921da31a726539576ec38f0b186f","0-2e8ee5b611c9751ed4ae7595f7808750badcd0f2bf9a0eac793ab321f2ee5467","","","1-947f7279c5c1853696a2c027a9879d1606f3c887929285aa94fa74ed6684d244","root.record.ItemExhibitList.P5Item"
"Production Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.946","0.083","0.084","0.084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e6d73c5ae6119ff8ac270c4a59a0d24ec3bf37d6e7dc2c10f6871a2f28d20aeb","0-2457f7682ccc277e3f439acfbee3a72c121f4d097a56d19675e27152e03f7a3c","","","0-3fe91863adb0c7d3884851f9c0be59a56fda3e17bc85332fe90c44c3e7db0337","root.record.ItemExhibitList.P5Item"
"Government Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","0.384","0.441","0.441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e6d73c5ae6119ff8ac270c4a59a0d24ec3bf37d6e7dc2c10f6871a2f28d20aeb","1-7ee50ed436df9f0394d8b22d7f84e5b5900448f603e00d19fd8a25e12ef4c132","","","0-3fe91863adb0c7d3884851f9c0be59a56fda3e17bc85332fe90c44c3e7db0337","root.record.ItemExhibitList.P5Item"
"Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","0.5","0.25","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e6d73c5ae6119ff8ac270c4a59a0d24ec3bf37d6e7dc2c10f6871a2f28d20aeb","0-ae7eb7e84fbe07b231d2d279c271ad6c3b133a66718063443d9209b80068d80a","","","1-beb8840c5bc382bcd4ca0092528c37b1c3c1a1139ca4bf1211e8311fe53127f5","root.record.ItemExhibitList.P5Item"
