Name_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ModsOutYearDelta_Quantity_BudgetYearTwo_val,ModsOutYearDelta_Quantity_BudgetYearThree_val,ModsOutYearDelta_Quantity_BudgetYearFour_val,ModsOutYearDelta_Quantity_BudgetYearFive_val,ModsOutYearDelta_Cost_BudgetYearTwo_val,ModsOutYearDelta_Cost_BudgetYearThree_val,ModsOutYearDelta_Cost_BudgetYearFour_val,ModsOutYearDelta_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Army National Guard","","","2866","2866","423","419","378","207","","","","16.225","16.225","33.058","35.218","47.544","33.016","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","9909abb17a165b91bbc7e0b308fdce9fd872e727436a50ef5d650b77e0e5b835","1-94f30c425a89597eaceeae86876b28fa9629d5ad77904f79ee95773cc115931f","","","","","","","","","2135-fe783ac6b88d23e67391d1d1bbc5799d18266db3973f21689447c534d349e469","root"
"Army Reserve","","","221","221","44","43","38","19","","","","1.269","1.269","2.581","2.743","3.699","2.557","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","9909abb17a165b91bbc7e0b308fdce9fd872e727436a50ef5d650b77e0e5b835","2-c8de56448538482ee462e3b7fb5220323c118c2eabbdb4d1311e04321288c2ca","","","","","","","","","2135-fe783ac6b88d23e67391d1d1bbc5799d18266db3973f21689447c534d349e469","root"
"Army Active","","","","","","","","","","71.408","45.841","48.081","48.081","47.435","47.064","46.605","47.795","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","bc6316cd1ba021dbc2d4ead1c27ba5398d8cb65a16fc0cc89fc966471b0415b0","0-0d2e7f0e506005819d282b84d03b84e74e05dbc8b7ca30fa937a9ad8e4f8b3d9","","","","","","","","","2136-cead587d059fb5e9227ab7340c69dafed42ff4cffee215d2e0645e920d8e773d","root"
"Army Active","15","15","19","19","","","","","","376.857","437.143","190.581","190.581","45.885","47.401","1.988","0.099","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3ce27f8f31d344d2a5b17a105a8e0512bab60c5f86a7004d0814fd3f08eff66e","0-20d3d52998e7d6b02c940ed6c5017bc9b59a6e1727da559fbffe2457070f9611","","","","","","","","","2137-8d3f841a30fda7585fdd4aea7828355d7056fda23b3b70b8a227fe4bb4040048","root"
"Army Active","","6","6","6","","4","1","1","","46.081","79.692","114.412","114.412","66.006","86.734","113.56","100.706","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8190e8ab91cbbb69586888c27c3219c158162dda24e8fea7ef662b54411f434e","0-d071f43c34163fa90c9b6569d6317a3e6de7437bb97b9a6e18cecb21e239fe55","","","","","","","","","2138-71c89297cc7bf4da037cebe90ab431d1a8c7c1966e93aaa162d56e4d4e4831f8","root"
"Army National Guard","","","3","3","7","","","","","","","9.615","9.615","22.435","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8190e8ab91cbbb69586888c27c3219c158162dda24e8fea7ef662b54411f434e","1-092fee2d38a8f183e9e9f6c7db082ac744594ca8521d7dff162572d5bc2bb799","","","","","","","","","2138-71c89297cc7bf4da037cebe90ab431d1a8c7c1966e93aaa162d56e4d4e4831f8","root"
"Army Reserve","","","1","1","","","","","","","","3.205","3.205","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","8190e8ab91cbbb69586888c27c3219c158162dda24e8fea7ef662b54411f434e","2-bb4c315ad098590e799ff7d9994eb39c27ce7527ae6df058118ad8c695719291","","","","","","","","","2138-71c89297cc7bf4da037cebe90ab431d1a8c7c1966e93aaa162d56e4d4e4831f8","root"
"Army Active","","","","","","","","","","1.525","1.615","1.203","1.203","1.217","1.239","1.42","1.453","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","45359e71e4a943a17649c1a96fb4b3f98c69ca28b6b1a2c20944fa1bcd44d1c9","0-a94137ccd281ef9a158149f48e84e178741914f83f135c1ee82b20a625887b49","","","","","","","","","2139-9d5c6bd97502414d8396d8efba4074c49e23f73fbc2e879de73c5ac29ea43d40","root"
"Army Active","53","392","387","387","394","396","479","480","","0.485","2.877","2.931","2.931","3.035","3.109","3.977","3.982","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","6a0b0ab5efe8da02b37717fbc2451ab2f63bceb9c948a8dd18132f3dcfab86ce","0-0071aedbaa2f573102b64c166facf04b5e23e958fd50f819d708fa2f517e680f","","","","","","","","","2140-e5be396e0a698ececcbd9acd394456746a9a81aa6dab027ad1abf1800fe8982b","root"
"Army Active","","","","","","","","","","25.764","10.372","3.964","3.964","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","161b73a56d9304a2193016e69e2454835a1dc12b48d151130af1d4292d912dcf","0-4dd52748f5dd409c12ba472a7a5ad1f54e3c543de3e69bab0c1f8aae4113556d","","","","","","","","","2141-5afbbaee24427bb4db1777b4310985de918d3c07827717089e32f9d5980373a5","root"
"Army Active","","10","55","55","45","","","","","","96.227","416.617","416.617","387.621","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","e5bf531e3d2a95317aa05e5cf937d906b278ecceaec3288cf5f899aef6c5aae5","0-b0ab358637d5bc2eb3a1e4b8ddf92872a30201791ae1fada3ce1e63edd2c7c6e","","","","","","","","","2142-5cdba599c174b8adcbbbe24753da65d8022c49a73f24e30e8706797063caa531","root"
"Army National Guard","35","10","","","","","","","","255.62","75","","","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","e5bf531e3d2a95317aa05e5cf937d906b278ecceaec3288cf5f899aef6c5aae5","1-aa947ef020532ec01c64f9f248e35fbd8bbc15c8be4afba0dbdae734562d4a51","","","","","","","","","2142-5cdba599c174b8adcbbbe24753da65d8022c49a73f24e30e8706797063caa531","root"
"Army Active","32","42","25","25","40","69","72","53","","593.587","759.4","651.347","651.347","1203.115","1272.837","1370.04","1101.971","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","62f6ef9a043a9fec682788a7de44311e99dedee29bd5c341afa6fde24eb5828a","0-4828189a51e17b43536bb68dbaed0d6557ea35275f50070510927b33f2c6ef77","","","","","","","","","2143-590aadc67cde59a4b47abdc3c9acffa72b279155a98bc167523124e051932485","root"
"Army Active","9","9","","","","","","","","110.351","117","","","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","2013d8fef052258947d947159a120b8f4adf7bf7b3b9bbea2eaa910a28663c8d","0-f07719d9368d5d4843b033e3e1d2a80de069070ea9a22a82c2632c6b7ecde23a","","","","","","","","","2145-68d23aafb337649d71ffc25a7092bb800997a82a93c8c7b92ba674846cd9b5d8","root"
"Army Active","70","38","48","48","54","51","69","63","","1126.767","661.627","833.279","833.279","976.74","1091.948","1024.516","1105.738","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","fd4b9a1a29f6b7830f84536375508fd7a710871d0b914e998de479d348ca9efb","0-9d85a4dcc3449d81478b11c51519f50681f5474d01e9b0c3c0ea00234b2224e4","","","","","","","","","2146-abcac2c66f7ddeecafb1c53d9570323bc9248ee6ed7f2d7f2eb2bfc2e6697039","root"
"Army National Guard","30","32","25","25","17","19","35","23","","450.69","573.35","424.68","424.68","319.584","415.826","517.004","380.176","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","fd4b9a1a29f6b7830f84536375508fd7a710871d0b914e998de479d348ca9efb","1-c98a9e15b22cf9ec2aef4a0368b91792766327266a83b0a3550e6f11caaf4a1a","","","","","","","","","2146-abcac2c66f7ddeecafb1c53d9570323bc9248ee6ed7f2d7f2eb2bfc2e6697039","root"
"Army Reserve","","","6","6","","","","","","","","111.18","111.18","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","fd4b9a1a29f6b7830f84536375508fd7a710871d0b914e998de479d348ca9efb","2-1f015678ecc0e6443277cceff86cea94f9406adccf450bab72ccae548791e2b8","","","","","","","","","2146-abcac2c66f7ddeecafb1c53d9570323bc9248ee6ed7f2d7f2eb2bfc2e6697039","root"
"Army Active","122","","","","","","","","","870.639","","","","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","68ac070c75147cab259310956ead69117df82f3bd4419a0cd1a36fa6f70ab34c","0-d11a71c4f27edccdbe424e35655c23a023144dafed090cf1d86f66b762601d09","","","","","","","","","2147-542fe635419ac20d4012b4b72347b52fd5080ffd56b1f15e4e41ed691789d6b4","root"
"Army Active","","","","","","","","","","","","110.3","110.3","116.416","131.549","114.678","113.281","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","9f59f3d7236a7dfc8e739c5cc11c9bb58abf1862ab66fce7df666dd040ef8d24","0-16dd9076ef27418b0f7dad9f37d40373d96f882044f7dee558f6c1c50019b1a4","","","","","","","","","2148-4893c171f0bd4a1d9d75e7e9993cead0714ddd4d7bebfbab39cc32be1fb611ba","root"
"Army Active","","","","","","","","","","138.614","326.438","131.838","131.838","424.021","438.546","413.644","238.072","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","e8bbf93cc435a96930704b92a62cd80ca05d693843a15d06b0143d0dfc39e129","0-677f1a13987899ad3e514ed94a04b983cc56334ffa7c1906ff01c84cd4d38ce5","","","","","","","","","2149-3aec9d51574ade817a5a63e6052778563d4921cdf8daa1deb4b866ae80b122ed","root"
"Army Active","","","","","","","","","","","37.252","1.355","1.355","2.217","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","994ea4a200bdb8691737063f058a52fed0ecf2c873649ecafb23049ebf3f8ece","0-99697bc37dd0c36124793005e6692f2af0ad5be87f7ccecc663c32a02c660738","","","","","","","","","2150-c390952202cd1ae602c57fb792929fea0c699b2139041616101121d09e88098b","root"
"Army Active","","","","","","","","","","","","5.611","5.611","2.981","37.132","38.371","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","5fab7da253cbfe3f165ccea41ad978cc5e5a580b26bfa6ff2c0d19a7908ff4ad","0-5f079eb92d27529160b68bf52c17a668b188071021fc7f9cb0288c68f3c5e36e","","","","","","","","","2151-f9429449d831f1138959a1f09d4f257e155e1de3317dc15d5e1c0f7eafdced29","root"
"Army National Guard","","","","","","","","","","","","","","11.643","4.161","42.418","30.729","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","5fab7da253cbfe3f165ccea41ad978cc5e5a580b26bfa6ff2c0d19a7908ff4ad","1-63e78c341cd1d9495858c9ccd45e1fe0170365d83bf7b9d1c8d558897ca9f338","","","","","","","","","2151-f9429449d831f1138959a1f09d4f257e155e1de3317dc15d5e1c0f7eafdced29","root"
"Army Active","","","","","","","","","","","13.37","","","5.856","0.992","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","dee1137f7a8173f1054d627598a03e30baf687679d82f7e4a445792aa00e2bf5","0-54c66b85e9377d0386b01371ff9551ade85400f76c10aca242c508c59ad09b18","","","","","","","","","2152-ce2376728194b564172903252182f131643ac62018a84cee583069c63ca6e8d0","root"
"Army National Guard","","","","","","","","","","","6.63","19.676","19.676","13.368","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","dee1137f7a8173f1054d627598a03e30baf687679d82f7e4a445792aa00e2bf5","1-f6f0958ea0b2a45fe5b852eeffd9b5ac1b428152bc320e4dc79fcd8836ec5cfc","","","","","","","","","2152-ce2376728194b564172903252182f131643ac62018a84cee583069c63ca6e8d0","root"
"Army Reserve","","","","","","","","","","","","","","0.51","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","dee1137f7a8173f1054d627598a03e30baf687679d82f7e4a445792aa00e2bf5","2-813bee5768293bfb219fb371ed3c1a4d862ad8304c4c3adb87c55652cf2e2054","","","","","","","","","2152-ce2376728194b564172903252182f131643ac62018a84cee583069c63ca6e8d0","root"
"Army Active","","","","","","","","","","2.329","9.287","8.38","8.38","22.468","37.589","19.213","20.976","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","efd8fa79fadc07f914c3b2aeb5b671ed429bfaa08e7f985924f4c1cb35a583a5","0-88b4b1a2acdc899e95a6e7dc8b46e3854cfb69699a1aac950de126e0bc6bf6cb","","","","","","","","","2153-14d7914c379977d8f4893203f97f31b85432569e4cce3d8e984a97d49c815180","root"
"Army National Guard","","","","","","","","","","0.032","2.284","2","2","0.848","","18.7","16.49","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","efd8fa79fadc07f914c3b2aeb5b671ed429bfaa08e7f985924f4c1cb35a583a5","1-866475abef652ab9c8d46db74d4fade13fe67fc2b01573a59d41fc22a0f001c3","","","","","","","","","2153-14d7914c379977d8f4893203f97f31b85432569e4cce3d8e984a97d49c815180","root"
"Army Active","","","","","","","","","","3.395","3.614","2.485","2.485","1.127","0.782","1.167","2.687","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","303c17d0ee4e867d69c04c194c6720fb776640cd181af3e576e19b55d72cdf60","0-f0735dc17b305a878d31b941fc5980c53546f96a75a2b082be2bb6f2b339e1e9","","","","","","","","","2154-7f301707c5a82a710e197e884e1f16cf428316b5186a62c567c2a727bb705a08","root"
"Army National Guard","","","","","","","","","","2.392","2.491","3.523","3.523","2.165","1.818","2.219","3.764","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","303c17d0ee4e867d69c04c194c6720fb776640cd181af3e576e19b55d72cdf60","1-e98193db856352e422c08f87c01cdddbaf97aac49e88a3460671b219682103bf","","","","","","","","","2154-7f301707c5a82a710e197e884e1f16cf428316b5186a62c567c2a727bb705a08","root"
"Army Active","","9","8","8","8","8","8","8","","7.297","10.316","36.704","36.704","40.389","33.958","12.833","12.87","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","aa1296a89636af7e42861258e8f0798a217ba2446b5c367ed2c41665cd729dac","0-e5ba7b58a5ad0c74c64f31b764c6cc04330d020ea3075b0c48683d914d83b63d","","","","","","","","","2155-3dd72c3e49809d5b257475b99a67cf7646d70fa33475cc40f1ab1b4b0f9592fb","root"
"Army National Guard","","1","2","2","2","2","2","2","","","0.158","0.226","0.226","0.226","0.226","0.226","0.226","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","aa1296a89636af7e42861258e8f0798a217ba2446b5c367ed2c41665cd729dac","1-dfc9db4cc0a239e545aa9adcc0eee8f269e070dadb3b25591ed151bdf2e40a4f","","","","","","","","","2155-3dd72c3e49809d5b257475b99a67cf7646d70fa33475cc40f1ab1b4b0f9592fb","root"
"Army Active","","","","","","","","","","3.584","3.53","3.657","3.657","3.779","3.894","4.011","4.092","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","9d8227807d28f85a86bbf403388735b36b0ef444fe2c035961b7887980964796","0-4eaee977bfbf585704de99ed851914ab3c6bd4b9f4b19414b84870bffd9f92ab","","","","","","","","","2156-c1280edcc47e35c6357ba6cadb15b91a4d511c713d127e8000701348ba878aca","root"
"Army Active","","","","","","","","","","1.443","1.748","1.522","1.522","1.556","1.582","1.61","1.639","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","60e880fb0494259543056ef601f8e85102d083b35295b5b461ff493cf67f28b4","0-79daaba217cac09cd7321bab1dde0607777e1e3462405212e0f9e55017149ced","","","","","","","","","2157-2466e691f9563ffd8e76a0ca5634a3c0b8719b2f7e732a359bcc3836c8f901ef","root"
"Army Active","","86","70","70","76","80","88","94","","8.249","690.401","384.605","384.605","419.791","422.527","458.724","497.553","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","2711a1b8b408232657637ecab64977253af5584d86053ac6cabbe800eff6b49f","0-2a136fb6eb6ba5191b4c2253ca8d9a5e6baa9ac454f847f13fa53142a31a8695","","","","","","","","","2159-c221ac2ff9a0b0a5bdc80d22fa8e92a18cb9e1b054d25ad4cc72c6e97d096752","root"
"Army Active","133","430","","","","","","","","25.946","58.464","4.452","4.452","","","","0.015","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a46c63c6eb3722a3f2095cdb4cd6286364cd7ca4e0742607ce4a89feee42a2b3","0-16c7eb65114043e34b4b729cc679dd2e61c651275d9e33b943c019c3ea6aa5bc","","","","","","","","","2160-3be05496250ee4cab5add470305c609ac8e38887c843a6fda57663ec7ebb158e","root"
"Army Active","307","599","338","338","331","240","292","238","","75.231","110.51","77.668","77.668","77.902","63.013","73.684","65.073","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","daeee460e20826dabe9c32f8db62be364c810ca95b36e33c393250189fc78894","0-7c957e724a2abdfafd142f1cb06eff9a562479c9204ff518a264df0b9d7bffa0","","","","","","","","","2161-af8050fe6f948305156f3fa9346a8a0cc598dea1f9ce2a0ec38201c33dcd65c7","root"
"Army Active","1403","988","1008","1008","1556","586","801","609","","78.491","69.319","70.352","70.352","73.228","92.25","94.202","74.659","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","722a40da3be7b01ec420e03ad622a1883abd6d254e969c30e850f4d31ce0dc24","0-058ab4aaff8392d60e483dc0ae45ecd2bcb9d367fd86ef36f2cd086e48176900","","","","","","","","","2162-86d5317633717629436154af1620a093000b83f27b8f7ef55e8c97bfbd48abd6","root"
"Army Active","1270","1360","1703","1703","1830","1705","1575","2058","","9","10.8","12.597","12.597","13.218","13.808","13.98","15.284","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ce4abb25a91165fd97ba90a5a3d5a6d9527117764ea4f8406b3e0219bfd3b6d2","0-9373c5c4fe18d070ab07dc1fba642b6f650b37976d3e847710bfb7af0075f5eb","","","","","","","","","2164-697302d4d8983dc9a3944fd990c30a06f52b2d5e7fb278f05300012cc50d138c","root"
"Army National Guard","9940","1052","1291","1291","1291","1283","1431","1248","","7.048","8.222","8.677","8.677","8.484","8.322","8.687","9.898","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ce4abb25a91165fd97ba90a5a3d5a6d9527117764ea4f8406b3e0219bfd3b6d2","1-057123e937a624146cf2cd8c67a25567992c4aca37e7dce31347167cc146887b","","","","","","","","","2164-697302d4d8983dc9a3944fd990c30a06f52b2d5e7fb278f05300012cc50d138c","root"
"Army Active","","","","","","","","","","12.051","","","","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ce5a4ab64536fef0eb5d0aa98bb862119c01b2efd1c68f95708fdfdbc5497b64","0-f81083ac915c526aae0e93973590fc61b633c6c27d1b5d745436103a4673193f","","","","","","","","","2165-fb4d8311896a4467adb27bdc5e3c60acefb221d44b14d36bae4884fc6bee1611","root"
"Army Active","","24","","","","","","","","","35.6","","","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","69ae538da2da25cb37512469371c884246da98536b53600533a5200deb3760c7","0-37cc59d3197b7c4aeade31ff5420b383deed9bf4de66f6ae0ba3faf5a21984ac","","","","","","","","","2166-e22dd6678e15d5784e1fbbae1e170c10d63c2a047cd61bd5881cf63720a2f81e","root"
"Army Active","","","","","","","","","","60.801","20.522","39.683","39.683","66.159","170.823","503.552","603.906","","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","7f63529ae30aae4a61f19e25e0a0631592dbf5893502a1e53b9ba003b5eae35d","0-0075d676d60d12b6c94f2fbcc57b036478774634e474ff2f32f7626223c8c2e1","","","","","","","","","2168-45a762ee89ad2461ff602ad1c2bc36c342e170b42d1db9f55b56c2adf484fb51","root"
"Army Active","","","8","8","7","6","6","5","","","2.002","49.462","49.462","43.931","34.03","37.267","27.6","","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a46c0e1a6542786cc4e4cddf3b4f1c2ce07062215d36573e3645d2f2b58a4d20","0-e69b817bd98f9bbb80c8816aa5d668e446a5cad4151f0241295779ac3f46ca1b","","","","","","","","","2169-965a0f9bbd920ca36e7bc3aeac424e92b134b0e9411eb2c94a334edb9eced906","root"
"Army National Guard","","","","","","6","6","7","","","","","","","34.03","37.267","39.617","","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a46c0e1a6542786cc4e4cddf3b4f1c2ce07062215d36573e3645d2f2b58a4d20","1-d4fefe980f2a7aa7d90389410611b78b61b01ae5110a4821ee7860a85d401325","","","","","","","","","2169-965a0f9bbd920ca36e7bc3aeac424e92b134b0e9411eb2c94a334edb9eced906","root"
