Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Reserve","","1.419","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0d56a7d16512d9f69af33a5ec3cca4eb4c2dbc8eaa48ec15e4740f1349ce1c45","2-beb607dd969400fe6725d9c2c461f51d9552a43776258a722459a7feb25b855b","0-d7c1cb5262ffc89e557c42e10f389d5fadc03e1509cde9a2c4e68ec11d02eb5e","root.record.ItemExhibitList.P5Item"
"Army Active","0.285","3.115","4.057","4.057","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","fd52a7af5096e84e18ae75335d132aaee0a29923b7e71a944373fac27e2910f2","0-8ad04a7dd95f3ac2f1ce26a68bd735c3998a8b0e8c7040a12a07c4e9942f5a0d","0-d19ce9537662a40c93ba9f3f8f9f8682414a0de14181e65f9c0edb461372d4c6","root.record.ItemExhibitList.P5Item"
"Army National Guard","2.742","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","fd52a7af5096e84e18ae75335d132aaee0a29923b7e71a944373fac27e2910f2","1-336b807f6c9f3e5a0af81366ae0d6f46d3a92ea9e4eb977fa6b034c34810ea33","0-d19ce9537662a40c93ba9f3f8f9f8682414a0de14181e65f9c0edb461372d4c6","root.record.ItemExhibitList.P5Item"
"Army Active","46.772","61.951","97.395","97.395","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","09033baf44fbdb62b215f422fca0edbc99af4407d31de92477b60c1e589cc56d","0-ea0da312c76a10764094f731094ed23c7667fd7f8e5c5b6143eaedd76e80fe02","0-672a6e1bf81ef68bbe7c00155c4a329cf2d209df552a2181f9f0637cc6d078de","root.record.ItemExhibitList.P5Item"
"Army National Guard","10.883","15.173","23.96","23.96","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","09033baf44fbdb62b215f422fca0edbc99af4407d31de92477b60c1e589cc56d","1-a13412592e2a71ccde7da35c656bd6e6aa264d6d9cd12578344aac6a55b5623f","0-672a6e1bf81ef68bbe7c00155c4a329cf2d209df552a2181f9f0637cc6d078de","root.record.ItemExhibitList.P5Item"
"Army Reserve","7.724","10.768","11.984","11.984","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","09033baf44fbdb62b215f422fca0edbc99af4407d31de92477b60c1e589cc56d","2-7b9febf90fce3b91b0773103f10c0d78a21a90e0dbbb603848eafadfe87fa861","0-672a6e1bf81ef68bbe7c00155c4a329cf2d209df552a2181f9f0637cc6d078de","root.record.ItemExhibitList.P5Item"
"Army Active","","","47.212","47.212","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","71d3e13dbcff08b34b12178fec03329504c5529775592bd70975a5f150625e70","0-71e6974aa3e4fb6c83db6b0a0b5a318bba5125a7e1d5467f827b00b6f8e21a52","0-aa90eadd991481e9c844c10263c7218a21722ee197ebaf33bf2014fe7ef99597","root.record.ItemExhibitList.P5Item"
"Army Active","","","12.131","14.732","","","","","2.601","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","9099df318a74ec49f45494a75ac82adcc7c70ebacddedd150b346c2cd54df8b6","0-e489b7b85f2d9f17d4ff73e6e3bf6ae2eddfb11b2f491ee4674896b15a2b1698","0-fb22cb645048c3ddda2e6a33d068db208a6119199a331c1872e4fc6948b0f142","root.record.ItemExhibitList.P5Item"
"Army Active","18.329","24.447","10.075","10.075","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","f22ce3347665dc14c993975772c1725b58c13051b23ff990b23c2fc09ea466c8","0-14ab9debeeea006c4ec7f9114cec3ee627cd9e8862a22d359c7d345ca502836e","0-819f43589ce3d5ab579d0699fc66a560e6c835db7ed2388fa3cd9beb70fa4af3","root.record.ItemExhibitList.P5Item"
"Army National Guard","4.771","4.593","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","f22ce3347665dc14c993975772c1725b58c13051b23ff990b23c2fc09ea466c8","1-14729c723e8e38d054e6be746c1025bceab62caca6eea07a88537a2eaa7178d1","0-819f43589ce3d5ab579d0699fc66a560e6c835db7ed2388fa3cd9beb70fa4af3","root.record.ItemExhibitList.P5Item"
"Army Active","224.356","","73.495","73.495","","","","","","","5","5","14","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a85f073a142b458a8f1687e7b80853cbe2cdc521ad038b7b60550622d7034fb9","0-cd2ed06a440a6c822fae6603cd6af033d9c1dfae5df9bd4f40ecbdd6750e475e","0-61255458405c4fb3e935856d24f56ae5d6ffa39f039993cfc5d6a9c70d9b3e73","root.record.ItemExhibitList.P5Item"
"Army National Guard","124.201","159.05","143.884","143.884","","","","","","9","10","10","6","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a85f073a142b458a8f1687e7b80853cbe2cdc521ad038b7b60550622d7034fb9","1-d9e4cf082dbba66dca35317fbcc91ef0d92686b2ba962fa409c10b8938a4859e","0-61255458405c4fb3e935856d24f56ae5d6ffa39f039993cfc5d6a9c70d9b3e73","root.record.ItemExhibitList.P5Item"
"Army Active","0.414","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","0-9376f5ef5f9f3e98a3bd3f9099da9c4a9f759269a2dd5ef4a33305791d06a2df","0-1fe5a4899690b3b3966eef150ec4cbf19d9f6c677b56d26505a2233f15c70801","root.record.ItemExhibitList.P5Item"
"Army Active","7.674","3.371","","","","","","","","","","","231","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","0-1fbb13f957e2786185c67163f98c63e5bb062b7acf9e0b6183b01cdae69bed83","1-5dea5faa254be1ad94f1a98b6ac8e973c3815b3c6571f5a2755c19a42b053cb7","root.record.ItemExhibitList.P5Item"
"Army National Guard","5.427","","","","","","","","","","","","154","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","1-8d503dd64f66925c9429c1d0d545671d9cbc160e91740a38190d433c55760b7f","1-5dea5faa254be1ad94f1a98b6ac8e973c3815b3c6571f5a2755c19a42b053cb7","root.record.ItemExhibitList.P5Item"
"Army Active","7.62","5.61","","0.048","","","","","0.048","","","2","113","","","","","2","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","0-904607a03064ecf9e967be688cdcae4b2c20ac496ef76db65272cc0ba75d900b","2-10c42cdaf4cbff4bb292b05492b1c343c5475f3869d980296f5ef5783ccd81e7","root.record.ItemExhibitList.P5Item"
"Army National Guard","7.081","2.553","","","","","","","","","","","76","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","1-d086077fbea7783031e15e6fefd582170c695ec939f22ae604e902dff5e59eb4","2-10c42cdaf4cbff4bb292b05492b1c343c5475f3869d980296f5ef5783ccd81e7","root.record.ItemExhibitList.P5Item"
"Army Active","0.94","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","0-3ad34054444eb858367356adcb3809f10cd38adf01f209bc38f11c78deb9e8da","3-bff2a5e729ea0f06429f0bd3be7b290caa0e31f703f1399348425ce1cc67f378","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.627","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","1-2d6335e5631c60ac444e09ee9be58101fcae09b291a8a0bc9692684ef6f9332b","3-bff2a5e729ea0f06429f0bd3be7b290caa0e31f703f1399348425ce1cc67f378","root.record.ItemExhibitList.P5Item"
"Army Active","5.054","2.289","1.19","1.19","","","","","","","","","232","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","0-ff6c9e371c86e6c50b9021217282f311857248ecc31790a52601e367f29cecaf","4-5ff0b0e9fb367d7cb4e8fbc2539414250b980cb4f10cba61d1be6fc1bf5954ed","root.record.ItemExhibitList.P5Item"
"Army National Guard","3.991","","","","","","","","","","","","154","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","1c1ea7ac60ac0c120455cc8dae02d755283de42929f59007155f3ee1db02a31f","1-2271319e5c67fead69aeb4011d2f7c32a2bbdc4a8ea98927641a937223f55caf","4-5ff0b0e9fb367d7cb4e8fbc2539414250b980cb4f10cba61d1be6fc1bf5954ed","root.record.ItemExhibitList.P5Item"
"Army Active","2","1.635","14.027","14.027","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","f657c6ef75358b9e6dbd0c1e9e2a4c0568b6b2ab486b71228a5b5effcc796d5a","0-4a29538f47b60fb3ed03742a1b0e4f0ebbab61145235cb7a4da717d2b343069e","0-5cf90ab00d14921c9323b8502042acbaae99ed9589b84d9e26b1bd45ff827449","root.record.ItemExhibitList.P5Item"
"Army Active","2.167","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","8b10f3467f7a9c56c2b78a7899fa696a63576c3aa2dc785b3749803072e5db4f","0-96e43f1541932af5ebaa7c47abc6dd59a18f899d16939352d7b27d498eb49938","0-1d5c3889ec8f236c7644328b341ffc10ab9201ba34caa0ed33c3042d3fb3dd31","root.record.ItemExhibitList.P5Item"
"Army National Guard","2.44","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","8b10f3467f7a9c56c2b78a7899fa696a63576c3aa2dc785b3749803072e5db4f","1-30021e5f91d05ab42eb8cd6bc01e089c4106fa9e064e093dfb2ab567a66cda48","0-1d5c3889ec8f236c7644328b341ffc10ab9201ba34caa0ed33c3042d3fb3dd31","root.record.ItemExhibitList.P5Item"
"Army Active","4.956","6.057","6.074","6.074","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","d9799433b76fd46ba0cf94320d87c77d664b3bb6b40f3bc25610d54649da6833","0-ece6e8183fe66f879f67658e8e3fa44fb1224e1a476597312bf0616f0961623d","0-b03ed1e40b2b6b753dde5303aab31806e1b22623f83ee1cb5c99d1aaea72dd29","root.record.ItemExhibitList.P5Item"
"Army National Guard","8.134","15.988","13.261","13.261","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","d9799433b76fd46ba0cf94320d87c77d664b3bb6b40f3bc25610d54649da6833","1-49f130384b0b92fc3d72e05ae94ba9343b33ac2d9134ea36397bc602b38f8390","0-b03ed1e40b2b6b753dde5303aab31806e1b22623f83ee1cb5c99d1aaea72dd29","root.record.ItemExhibitList.P5Item"
"Army Reserve","","5.329","8.841","8.841","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","d9799433b76fd46ba0cf94320d87c77d664b3bb6b40f3bc25610d54649da6833","2-5c1fdd09f40937507058fb02084885646f6f32c026e847c82689302aa7d8c6f7","0-b03ed1e40b2b6b753dde5303aab31806e1b22623f83ee1cb5c99d1aaea72dd29","root.record.ItemExhibitList.P5Item"
"Army Active","","","20.917","20.917","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","961ceabf75fdad887fe7b4c26693668bc089906161d6ab2f2073c352d6990a12","0-b3f4c4c49efecacfa3b8e98d6dc04523b6e513701e0c28b8c44121ed89d09733","0-858c47b0c0a2de8c7436eeb9ee31fe5c8dcff17c15b0b2d7b7052d7f1f47fbdc","root.record.ItemExhibitList.P5Item"
"Army Active","1.423","4.92","5.014","5.014","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","da11be806138c6c077b8c925b1aece044f37750e9ae9df1784daf4a4cc285472","0-ca2f215d1ae8c7d11ac1a16fb3b600b02d14c53c0ff132fa9e72787a5086c4bc","0-2a1bce1b72faa1d183afe6d511702535e9b7ede2b1e024f5b909194512123ca6","root.record.ItemExhibitList.P5Item"
"Army Active","9.131","8.468","3.939","3.939","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","da11be806138c6c077b8c925b1aece044f37750e9ae9df1784daf4a4cc285472","0-c064cc71e426ebcc5b2cc877fe9b8bf1d8e15b991eb703b5df189a80495cfe12","1-579390b646b7d8e162b68619c73307a5c7c1dd1e93e14002025ca4d173ccbed6","root.record.ItemExhibitList.P5Item"
"Army National Guard","5.729","5.313","2.472","2.472","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","da11be806138c6c077b8c925b1aece044f37750e9ae9df1784daf4a4cc285472","1-d92cfd86e385e9b4beacdfd13cdd06f7f665ae9d0bbb9608be6b7a25e68d7fee","1-579390b646b7d8e162b68619c73307a5c7c1dd1e93e14002025ca4d173ccbed6","root.record.ItemExhibitList.P5Item"
"Army Reserve","3.044","2.823","1.313","1.313","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","da11be806138c6c077b8c925b1aece044f37750e9ae9df1784daf4a4cc285472","2-3be4dd02e18f65d6dd3dbf033f7a767d70d829f27aebce0a28ef4261c5564a36","1-579390b646b7d8e162b68619c73307a5c7c1dd1e93e14002025ca4d173ccbed6","root.record.ItemExhibitList.P5Item"
"Army Active","14.44","50.53","53.421","53.673","","","","","0.252","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","8fcfc6700dea82d156de59d40ebb9fa8057e91b1e00756029dab091283d25afc","0-bc0bd7a73a0138816af88ebc096fdf8e17360ca5fa6eed4c26a350dfa50ceaf1","0-0f1484e8a270b5b529ab46b239bb6c02580da516d6e161a3017771ba6dfe61a9","root.record.ItemExhibitList.P5Item"
"Army National Guard","3.187","35.681","61.985","61.985","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","8fcfc6700dea82d156de59d40ebb9fa8057e91b1e00756029dab091283d25afc","1-0e9195cbfdcbe1e33782096f700d2353d016dd7584e07c3843e68901c7d15d11","0-0f1484e8a270b5b529ab46b239bb6c02580da516d6e161a3017771ba6dfe61a9","root.record.ItemExhibitList.P5Item"
"Army Reserve","0.552","9.244","29.999","29.999","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","8fcfc6700dea82d156de59d40ebb9fa8057e91b1e00756029dab091283d25afc","2-960285c38bb76e256ec59c4432ac20f4ede55630f043672787cadb9063744164","0-0f1484e8a270b5b529ab46b239bb6c02580da516d6e161a3017771ba6dfe61a9","root.record.ItemExhibitList.P5Item"
"Army Active","31.054","53.986","82.958","82.958","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ed3f1dd657c9cb5c76f2a19f74840034ff92766a15983d4dd704f3c889446740","0-2fc0eec98051b3aa2863c9ae68f71ebf0d6b7006939d47d23e5cedc34b42f1be","0-c4ac2a43794482c7837f951fd35a6afed54f39887bbe39eb700aec09fb125280","root.record.ItemExhibitList.P5Item"
"Army National Guard","17.538","27.726","33.201","33.201","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ed3f1dd657c9cb5c76f2a19f74840034ff92766a15983d4dd704f3c889446740","1-c5e8312b4d22a4f5a80de2a37266d8598f61e6bb8bb25e4163ea5205a1070d6e","0-c4ac2a43794482c7837f951fd35a6afed54f39887bbe39eb700aec09fb125280","root.record.ItemExhibitList.P5Item"
"Army Reserve","22.644","35.812","43.103","43.103","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ed3f1dd657c9cb5c76f2a19f74840034ff92766a15983d4dd704f3c889446740","2-892d944e52fd35649b42142f5faa82c0bd758cb3c18dba4913ffb3825eaf8678","0-c4ac2a43794482c7837f951fd35a6afed54f39887bbe39eb700aec09fb125280","root.record.ItemExhibitList.P5Item"
"Army Active","0.7","1.076","3.392","3.392","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ed3f1dd657c9cb5c76f2a19f74840034ff92766a15983d4dd704f3c889446740","0-87f957e9387f03988b0e4c4156799a5836c435fbc326e0a6034bf687a764726b","1-9cbcbc91da02771356a21d3a793ebeb27897744e4d6e5135793626ab3b52dfb4","root.record.ItemExhibitList.P5Item"
"Army Active","","16.97","4.446","4.446","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","40949bc53110d7fc23085514066a0e070b260907ce7ccccc98cb6a464ca30417","0-09803eb473044b164f72208bd2e21ed8e8525ef6ed2681926059387b1639810c","0-458b3ed810fffbcfca639d3d1b2cc4fe13bc55a01f8a2841e7a7ca65c0c19daa","root.record.ItemExhibitList.P5Item"
"Army Active","2.738","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","54b4f9fa3e964c94615310728ecd029a0576b4df9e10a6f3fa28b5b030ac0df2","0-82a78144e26d3806f73e20e089530368cce69e5f8b694fbecea7682e3babf514","0-fd1ff05bf4b6ccb2b19bbfc9ed55952090f355eaf80faba0ae6a4fd372d37221","root.record.ItemExhibitList.P5Item"
"Army Active","12.738","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","54b4f9fa3e964c94615310728ecd029a0576b4df9e10a6f3fa28b5b030ac0df2","0-8d13a1ff8159a69d1f39bdf63b268df387f02d70ae5d70d587f6d92e0348daae","1-10674b1cc4e53251495806a0fd34cd34ce911cd69d01369b220860047854d8db","root.record.ItemExhibitList.P5Item"
"Army Active","1.9","0.924","2.608","2.608","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","42f366087b8614727a25db8a578420d74ae3ea575323bedd2efceac2f4201a6f","0-bfaa368f005dc6b63f9e0b690580a6288f500a070274baacf8a875bacce93330","0-b6ffdc85c8225d93242bc457b4b12568b3fae486ca41da3e383127f93b32e877","root.record.ItemExhibitList.P5Item"
"Army National Guard","10.901","5.809","7.562","7.562","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","42f366087b8614727a25db8a578420d74ae3ea575323bedd2efceac2f4201a6f","1-bd84a1b80b8d086e2ea14ae4a1667039a22c75c86b01020d4875c6920ca1f559","0-b6ffdc85c8225d93242bc457b4b12568b3fae486ca41da3e383127f93b32e877","root.record.ItemExhibitList.P5Item"
"Army Reserve","6.54","3.38","6.048","6.048","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","42f366087b8614727a25db8a578420d74ae3ea575323bedd2efceac2f4201a6f","2-3383d718b5b3a65665c64bc87b52857975b1521860ff122822cb4e917e506d1c","0-b6ffdc85c8225d93242bc457b4b12568b3fae486ca41da3e383127f93b32e877","root.record.ItemExhibitList.P5Item"
"Army Active","13.992","7.054","9.203","9.203","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","bbeb0dd9cf4a5fbcd2d279f7f49f0ed9b92bfcbbf6d2bc0844916b1e9dd8981f","0-31bd9a49b28a3f5f72864ca8ed19ef1f7eea97e278c535261192cee428cc5db9","0-7ffe07678743c349b2c0b2dd524188696f4bc86cf8540faa43145b557cecab36","root.record.ItemExhibitList.P5Item"
"Army National Guard","","4.4","2","2","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","bbeb0dd9cf4a5fbcd2d279f7f49f0ed9b92bfcbbf6d2bc0844916b1e9dd8981f","1-2bbe987e303268714634b15f70c024c74d942ee032948d26334605ccdac36d8c","0-7ffe07678743c349b2c0b2dd524188696f4bc86cf8540faa43145b557cecab36","root.record.ItemExhibitList.P5Item"
