Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"1.b. TBMCS-FL Training & Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.641","2.21","2.21","2.247","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","73554c86426e77074a64a91665c623b8967c3049bbf8cea7f628899db975a7c3","0-ea40f458ae304ee01172d299f859f6152c7f6c24c1dcfa263e750ddf250033cd","","","0-04d28fe661801f3996b6d8cb3ce4c6a40466edaae989692245d425e6310bc2ed","root.record.ItemExhibitList.P5Item"
"2.a. UC2 Hardware & COTS Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.255","2.378","2.378","3.088","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","73554c86426e77074a64a91665c623b8967c3049bbf8cea7f628899db975a7c3","1-13bfc78bcd692e99c40de1e678b0b29945abe89371f0c191e8536af6b9e4a064","","","0-04d28fe661801f3996b6d8cb3ce4c6a40466edaae989692245d425e6310bc2ed","root.record.ItemExhibitList.P5Item"
"3.a. PRC2 Hardware & COTS Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.426","0.765","0.765","0.73","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","73554c86426e77074a64a91665c623b8967c3049bbf8cea7f628899db975a7c3","2-54f471a27729cb9d819e3ba84a5fb01bd6f4069e1c7f67c19b0d37b1d55d150c","","","0-04d28fe661801f3996b6d8cb3ce4c6a40466edaae989692245d425e6310bc2ed","root.record.ItemExhibitList.P5Item"
"1.a. Initial Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","19.576","19.576","0","0","72.303","","0","0","43.427","9.3","0","","","","","","6","","1","1","4","1","","","","","12.051","","19.576","19.576","10.857","9.3","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","1197427e5a2bf1f1f1ef07b0ac162fb683a02ffc71fb76677769f0f00e64a713","0-37001e124325db6660b0aace19059a4c56147ef855daaf43ee30695bf5a1c40d","","0-9a7779f51c2552460516f84dbcbcc59d4c04e720d2c93d9b6a642cade49e73d1","root.record.ItemExhibitList.P5Item"
"1.b. Capital Equipment Replacement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","191.951","266.784","","24.128","24.466","0","26.239","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","1197427e5a2bf1f1f1ef07b0ac162fb683a02ffc71fb76677769f0f00e64a713","1-5e5bf3b9dbef4e64c006599e6cdf92de9cc251d94eac190ac388a4b517d0f9b4","","","0-9a7779f51c2552460516f84dbcbcc59d4c04e720d2c93d9b6a642cade49e73d1","root.record.ItemExhibitList.P5Item"
"1.c. Test Support (46TS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.54","0.54","0","4.55","7.35","","0.57","0.58","0.55","0.56","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","1197427e5a2bf1f1f1ef07b0ac162fb683a02ffc71fb76677769f0f00e64a713","2-590636cbe36755b2dcaeb76dfdd52e09ea3b98983b409752e3a75fafd57cd94e","","","0-9a7779f51c2552460516f84dbcbcc59d4c04e720d2c93d9b6a642cade49e73d1","root.record.ItemExhibitList.P5Item"
"1.d. Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.34","0.34","0","33.736","50.676","","4.2","4.3","4","4.1","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","1197427e5a2bf1f1f1ef07b0ac162fb683a02ffc71fb76677769f0f00e64a713","3-bee86477ee91f8e2bc259043a9c798501ac9f45a0907559004a79a5647d9adc9","","","0-9a7779f51c2552460516f84dbcbcc59d4c04e720d2c93d9b6a642cade49e73d1","root.record.ItemExhibitList.P5Item"
"1.e. Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.51","1.51","0","7.061","11.571","","0.8","0.9","0.6","0.7","0","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","1197427e5a2bf1f1f1ef07b0ac162fb683a02ffc71fb76677769f0f00e64a713","4-25f5d0396f9802c906cf8a445ad3e51eb96d11c28a5b40a6846f6d1f17d15007","","","0-9a7779f51c2552460516f84dbcbcc59d4c04e720d2c93d9b6a642cade49e73d1","root.record.ItemExhibitList.P5Item"
"AFNet NIPRNet Gateway - Prime Contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","11.6","11.6","0","0","14.056","0","","","2.456","","0","","","","","","2","","1","1","1","","","","","","7.028","","11.6","11.6","2.456","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","b65725f2c732bfd8660e7280a5d35a4fef39e530ec50e75461aa335166c102b1","0-c3c52b092437fa6457e8783e0fb4719e67bc9d8172f09ff7b288842188289a8f","","0-5e01e6aaf309de486de872e004e7423cfd7aaba3ec41c891ac1354c72cd5ee12","root.record.ItemExhibitList.P5Item"
"AFNet Infrastructure - Prime Contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.329","16.329","","0","219.876","0","67.13","76.08","0.943","59.394","","","","","1","1","5","","1","1","1","1","","","67.13","76.08","43.975","","16.329","16.329","0.943","59.394","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","b65725f2c732bfd8660e7280a5d35a4fef39e530ec50e75461aa335166c102b1","1-4a51a279c80f6173099160a94d3d28c9bf5e603e0f3a9e6efb87fbf5f72d2dc7","","0-5e01e6aaf309de486de872e004e7423cfd7aaba3ec41c891ac1354c72cd5ee12","root.record.ItemExhibitList.P5Item"
"AFNet Enclave Control Nodes - Prime Contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.161","14.161","","0","156.812","0","47.933","12.02","36.414","46.284","0","","","","1","1","5","","1","1","1","1","","","47.933","12.02","31.362","","14.161","14.161","36.414","46.284","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","b65725f2c732bfd8660e7280a5d35a4fef39e530ec50e75461aa335166c102b1","0-284c519773b84cdc812b8569811b44d6f53597801471135d3c18d4e064ed3740","","1-26a7abaa6ab883cbf1dcca857afe0cad64f10e5b2941045a1bac0d2bd7155253","root.record.ItemExhibitList.P5Item"
"AFNet Host Based Security System - Prime Contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27","9.18","9.18","8.86","0","71.475","0","13.8","11.776","9.446","10.143","","","","1","1","1","7","1","1","1","1","1","","8.27","13.8","11.776","10.211","8.86","9.18","9.18","9.446","10.143","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","b65725f2c732bfd8660e7280a5d35a4fef39e530ec50e75461aa335166c102b1","1-61b3428744bff8849a4b327fd8fb35be7ef58dfbc21d057eed1ab70a1ddc7b06","","1-26a7abaa6ab883cbf1dcca857afe0cad64f10e5b2941045a1bac0d2bd7155253","root.record.ItemExhibitList.P5Item"
"AFNet NIPRNet Gateway - Prime Contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.05","","","8.8","0","49.85","0","","","","","","","","1","","","2","1","","","","","","41.05","","","24.925","8.8","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","b65725f2c732bfd8660e7280a5d35a4fef39e530ec50e75461aa335166c102b1","2-d067c701f1c9f26b4d801dc5cb99170b621fe980cf1d48289638f8c05732ea19","","1-26a7abaa6ab883cbf1dcca857afe0cad64f10e5b2941045a1bac0d2bd7155253","root.record.ItemExhibitList.P5Item"
"AFNet Infrastructure - Prime Contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.59","","","50.4","0","51.99","0","","","","","","","","1","","","2","1","","","","","","1.59","","","25.995","50.4","","","","","2016-BASE_PROCUREMENT-2016-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","b65725f2c732bfd8660e7280a5d35a4fef39e530ec50e75461aa335166c102b1","3-495f7320fb01e090bbd29345709f6b89f76d15491c48ac3c242bc6c6769550be","","1-26a7abaa6ab883cbf1dcca857afe0cad64f10e5b2941045a1bac0d2bd7155253","root.record.ItemExhibitList.P5Item"
"Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.132","0.132","0.106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","84818f2acc468d7ac3d74f8a0c13b83079dbf9c5fd3a1cb994ec152702831a2b","0-fa723b62219f500e7c483f3ccfb894a810724e13447d81aa8cd04e21cc8e4cb5","","","1-f1707db72f74f6a048e8d4e3083ca7273f47ed11c044f0ef318c0881d5a772f2","root.record.ItemExhibitList.P5Item"
"Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.378","0.378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","84818f2acc468d7ac3d74f8a0c13b83079dbf9c5fd3a1cb994ec152702831a2b","1-fc61a4b36c1150e4917e269fec0a8bb5abfbc1a8896da9b0224ed02cfdad29f6","","","1-f1707db72f74f6a048e8d4e3083ca7273f47ed11c044f0ef318c0881d5a772f2","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.05","0.05","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","84818f2acc468d7ac3d74f8a0c13b83079dbf9c5fd3a1cb994ec152702831a2b","0-5d24234648cd8ce49bb59e07c53580dbb1813e3a74f59cf95555a91fb4eda6ff","","","2-3281dd6fcb09de38c14dc86d9e3e6e265709263f10835c017bbb2a37dc1e3f9e","root.record.ItemExhibitList.P5Item"
"New Equipment Training/Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.03","0.03","0.03","","","0.742","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","9b2bdeffc62ffb7b084b5fe74a9c03244119a2c160081b9b89331e11d29be203","0-1eb852b9c0ec636303ea59ef28ab9c5c39fed6e00ec6d83bef669ca9146c7459","","","0-06c3d0beb1cc053a0ff9755d5bb5ff1b9c733b42e03c95ef7d2ec092faeefacb","root.record.ItemExhibitList.P5Item"
"New Equipment Training/Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.714","0.532","0.532","0.728","","","2.394","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cba01f72ac7d3b970931f8d055775d133b21c0d4a207373b7e50f21a4d4e6ab2","0-a0996d6891091e5c91df8b193f70d2ddc466cbc337801f57f0c400bd393714e8","","","0-80ba726b2066dd9351eab6838ff33ae4eaa8b657a9bf60425aa03788f8203ab5","root.record.ItemExhibitList.P5Item"
"Shipping Equipment to the Field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.138","0.11","0.11","0.146","","","0.214","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cba01f72ac7d3b970931f8d055775d133b21c0d4a207373b7e50f21a4d4e6ab2","1-f3132e580ff8fe45a52156b18bf1408045c693937e2e7595c3edaf4750f41a84","","","0-80ba726b2066dd9351eab6838ff33ae4eaa8b657a9bf60425aa03788f8203ab5","root.record.ItemExhibitList.P5Item"
"Initial Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.296","0.296","0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cba01f72ac7d3b970931f8d055775d133b21c0d4a207373b7e50f21a4d4e6ab2","2-37b6cb278b62c1a02cde93dfde25a885009dd550d1e2c9718cf7b3ecf1a56756","","","0-80ba726b2066dd9351eab6838ff33ae4eaa8b657a9bf60425aa03788f8203ab5","root.record.ItemExhibitList.P5Item"
"New Equipment Training/Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.5","","","1.746","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","baf2a7202d3df506cbf31f885c91b1565328fd50516f4894c8ace895c4c520fc","0-ff6843cc1e48aa805efab2428c8718979a1ec0cacf0cf9377ed72cff684dbdf1","","","0-a64b27a776686fbe404d4ce68e6943c1a8ec09018bd4e3b219d8436a95d0f80e","root.record.ItemExhibitList.P5Item"
"Other Government Agencies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","0.1","0.1","","","","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","baf2a7202d3df506cbf31f885c91b1565328fd50516f4894c8ace895c4c520fc","1-039dc7f672f0dd863abf5e29438140f9fd1edb85696e54f41cf7fe8acc746ff2","","","0-a64b27a776686fbe404d4ce68e6943c1a8ec09018bd4e3b219d8436a95d0f80e","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.185","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.xml","b7bb58fcdcf62a577fecfa30e9e1539c57d7f828202bf47495e067d52afffd02","0-bea13fd7fd299564f27b6547541f29af4d7334ed798fd9f7a8938f3b5fd935ea","","","1-668b22071b10a55de02680d47f95e0ff8912d7e27be78044c8e0170c249492d6","root.record.ItemExhibitList.P5Item"
"JWARN INCR. 1 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.556","0","0","0","","1.961","1.405","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.xml","1ca2dd68bc01d78d0dc09836889ea40e866d42bcf1610e6c44ccadc06598f4af","0-4f04b8b48717c0a2256f1e3059e19ce9099e911f25d1aa8e352f75234f4a3b08","","","4-f936ca5dc14ced6114fe83285782697209e164788b4da916a4a1b2de2fb9428a","root.record.ItemExhibitList.P5Item"
"System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.813","0.813","0","","0.813","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.xml","119ac9aeb453952ba75c4d783cf739d32e350f26e8876cd89a7dfce91c96401e","0-197a800dfe44b097460d4171608f16d84fd2466d1bc8aaa5221a3b369657cb46","","","0-e10451e1ca9ac89b843d539da135fc42163371120ff40af3051f98b1c8921bbf","root.record.ItemExhibitList.P5Item"
"JEM INCR. 2 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.327","1.327","0.766","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.xml","119ac9aeb453952ba75c4d783cf739d32e350f26e8876cd89a7dfce91c96401e","0-22ce25e70d614c1b1a245c5edc7f84c68161c9888368cfc71469a593670be824","","","5-a5d46713fa2dfaa2a71f3a731013b4d1c6f3dded639cf9d962ee3226f38895d9","root.record.ItemExhibitList.P5Item"
"JWARN INCR. 1 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.306","","0.306","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.xml","119ac9aeb453952ba75c4d783cf739d32e350f26e8876cd89a7dfce91c96401e","0-3333856bd4a01d78eefff6d5890fd1752b40f92dd1a6d65937e587a6bdc27a20","","","7-9b6ea85f76d996ef9e04c401d88ff3248ea75617620b2cb795e50ffb211c0643","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.185","0.185","0.185","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2016.xml","d83d4a4c2a2605a0a775a1c10f77dcd9ca71a27db9109b94cf148a2f5b825622","0-1e879f1d13c614f30d2f665a12ff0c12a02589c28427fbfb18823e24aa6695ce","","","5-3ebbdcebc171dcf8e730ffb5a1938579f35353a8f3cea00c485f844be21ef5cc","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.185","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","15742594c7da692c2b0f3f9cffaacb7a0e288fa2fcaccd6cff36cea544ffd339","0-5bccdbeafd23713e0e6e30f07ff8be3e02ee4f9948a358b14bee853da9f926c0","","","1-b8cf3b30b49b4d883fa311b319e3d8b67e6221c784876096a45007077cfc3d5f","root.record.ItemExhibitList.P5Item"
"JWARN INCR. 1 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.556","0","0","0","","1.961","1.405","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","35118caa548b919601de50e54a5e53320f7685e7d6905188f741a60cd262aaa2","0-0f7a75dfa4e5ea5561e1d7a1f08878d2d076b57d179cf7e6f5cf82cc9baa61a3","","","4-7fef715422b77857bc2dd63d21ea39335959fd9dfe3ecc2da3ea88970f71bda4","root.record.ItemExhibitList.P5Item"
"System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.813","0.813","0","","0.813","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","8ca4bd5ee78697fb7d7f23b16f023113eefd69521a4513cf75df6314e2da36e8","0-c1c728fac241d71136bf5e2ab8fc092af7a7737342ac84e1025adde884555320","","","0-73fad97785908449de51d694fc063bd5b7c0b7f6200dcd88fcac390669d4dde4","root.record.ItemExhibitList.P5Item"
