Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,SCNProductionLeadtime_val,ForFY_val,@PARENTROWID,@PARENT
"GFE- Engines Long Lead","","0","328.574","60.748","59.923","63.978","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3f5acf1ef8a82bd5ed51742300186de7bec70695b353c735d0853970d8cf8dc1","0-d7b0f1c7e1e53f46c1010b51790bd07842cc346863a329828c933300fad53888","1","","","0-03f89f1e46dd42b2c205e4f597a97198d12968fa08dc3f00addf870f3a925c51","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","21.957","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3f5acf1ef8a82bd5ed51742300186de7bec70695b353c735d0853970d8cf8dc1","1-39203eb5acfe5aab9cfe126cc2ecf2e7a72505affa18ead2569aad7f99779a36","0","","","0-03f89f1e46dd42b2c205e4f597a97198d12968fa08dc3f00addf870f3a925c51","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","21.957","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3f5acf1ef8a82bd5ed51742300186de7bec70695b353c735d0853970d8cf8dc1","2-5a1f9eedd6d0993fed5672dd5c12ecf22daddc842ffb3846d74bfdbee8805f73","0","","","0-03f89f1e46dd42b2c205e4f597a97198d12968fa08dc3f00addf870f3a925c51","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","86.028","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","0-02b492cfb25b458fd013c0dddc804c759aa8c8028a0168ea9779732125911e75","0","","","0-8a8d624f393ea879d20f884663e25c8b95865a70800b8ff841b3656b71b5edea","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","25.767","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","1-8511dcfca395b3e7b5b19f118c075dfc9c330d0e9f590d81ccfc957ab44c98fc","0","","","0-8a8d624f393ea879d20f884663e25c8b95865a70800b8ff841b3656b71b5edea","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","32.282","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","2-900ccf423e257268e333258a210ae3494e944cea45ba1b4d379e62069c190c65","0","","","0-8a8d624f393ea879d20f884663e25c8b95865a70800b8ff841b3656b71b5edea","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","","0.75","2.509","2.907","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","0-6519bafa1db571d28b01347e3b6c88f2ae28527ad5ee6fe7f8664df5ba96ccea","0","","","1-c93ff5dc2a18b4f352b445c68199ae81bfed766067dcda522fad9e7159074972","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","","0.75","2.402","2.906","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","3b004122ec3b3a0ef164e5d115ebed9395a9202681d6738fcb32c42a55e06f24","1-5e5897eab31603ab54fc15b08ec07c31348f99afdd7c698f101d64dc1e362af9","0","","","1-c93ff5dc2a18b4f352b445c68199ae81bfed766067dcda522fad9e7159074972","root.record.ItemExhibitList.P5Item"
"Other GFE","","0","32.177","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2de802154646ef06809d8834cb47740590f1f0f6700e72de4586ca2eaa652d6f","0-1670241bde9baaf3921db94112b2c27bc68f1d7ac325f9944b2300ea3d309ad0","1","","","0-1496a7ebe7c5efa442e298a12c7c0b78bc88e91c2a05e68f718f6c37894fc1af","root.record.ItemExhibitList.P5Item"
"JTIDS","","0","16.955","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2de802154646ef06809d8834cb47740590f1f0f6700e72de4586ca2eaa652d6f","1-247303f7429ff53781dc40a6edf409aa67c398c107293aeda979637d601ac56c","1","","","0-1496a7ebe7c5efa442e298a12c7c0b78bc88e91c2a05e68f718f6c37894fc1af","root.record.ItemExhibitList.P5Item"
"Engines","","0","14.9","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2de802154646ef06809d8834cb47740590f1f0f6700e72de4586ca2eaa652d6f","2-7526314eba56caf5f58909e693d0bf04a19b01c9ea1492bd7d08b99784c774d9","1","","","0-1496a7ebe7c5efa442e298a12c7c0b78bc88e91c2a05e68f718f6c37894fc1af","root.record.ItemExhibitList.P5Item"
"Other GFE","Other GFE funds long-lead requirements for the F/A-18E/F production program. FY2019 Other GFE Advance Procurement Budget of $1.176 Million is requested to procure long-lead items for 24 F/A-18E/F planned for procurement in FY2020.","0","","","1.06","1.176","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","f8f7d88102ea082664b9dbe5df72852a81dde9d9f4a8263b0282acb563481f38","0-ba8874675cf2bba4d4c56feb5d5dd57415547b121c8dbd4a18b3c17de32e5868","1","","","0-000a7a80a9279fd76a2b7741b0a1ed34c752bcc53777ed06c72721f2a24fecb2","root.record.ItemExhibitList.P5Item"
"GFE - Engines Long Lead","","0","146.63","8.9","19.168","23.802","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5cc6253d6bad7d4d85a3784535183a591e1ea9e1a69e5cc531313c5b10711512","0-3cd93f87ae60dc069a9e7e71e3f7021946df6d44ae985e97e482ccc3e741eec1","1","","","0-1a823459f4074c36791e2ce11f30bf4cb986112bfc409a84ee685aecf7dea372","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","14.214","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5cc6253d6bad7d4d85a3784535183a591e1ea9e1a69e5cc531313c5b10711512","1-9b29b3289c8042261cc9a0e1b10908ec93035cd3a04fe60813803260947970f3","0","","","0-1a823459f4074c36791e2ce11f30bf4cb986112bfc409a84ee685aecf7dea372","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","14.214","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","5cc6253d6bad7d4d85a3784535183a591e1ea9e1a69e5cc531313c5b10711512","2-0b6f0f19f9a3a74a43595e4febb38526f73aea760b5f832e85a03824a845624c","0","","","0-1a823459f4074c36791e2ce11f30bf4cb986112bfc409a84ee685aecf7dea372","root.record.ItemExhibitList.P5Item"
"GFE Electronics","","0","26.969","4.243","4.317","4.406","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","eb11633861989353c09ca22ccc4688a9fd5e5259d65cddade0736c0e31e5e399","0-bd5ffa558ec6ba78081fb0db600c37e87aedb1d5f85a1cd01c087515f47d5105","0","","","0-26534c63cfacaaf63f761f430c8f69f4ce48035efa752b750d92f0fc4110a273","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","2.579","0.293","0.238","0.304","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","eb11633861989353c09ca22ccc4688a9fd5e5259d65cddade0736c0e31e5e399","1-23ae21de05604eb2ab79a59ada5d89d546e225f7fc50159ede8fa7d9a650d8e9","0","","","0-26534c63cfacaaf63f761f430c8f69f4ce48035efa752b750d92f0fc4110a273","root.record.ItemExhibitList.P5Item"
"GFE- Engines Long Lead","","0","328.574","60.748","59.923","63.978","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","2562e8b8eb312e9bf4b72818682ed37f7b76a49a17a644815a61fda0e2773227","0-e93e5de44c63c5b288bc489f8abee6f329ee8b7b45f0123d6c7deccb6fe28300","1","","","0-7603feefcc99237df0616942ee7f4d1ace1771b34bc647872085d008e55549c5","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","21.957","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","2562e8b8eb312e9bf4b72818682ed37f7b76a49a17a644815a61fda0e2773227","1-8c6d73b320b89558dd64659473de43c6d7e7bf01a1b6766f983aedeed8ef795c","0","","","0-7603feefcc99237df0616942ee7f4d1ace1771b34bc647872085d008e55549c5","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","21.957","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","2562e8b8eb312e9bf4b72818682ed37f7b76a49a17a644815a61fda0e2773227","2-12fffd97c32558e28a9c7eab26bc9c9dd2e5fae30c48aeb18046230c7fa68fb4","0","","","0-7603feefcc99237df0616942ee7f4d1ace1771b34bc647872085d008e55549c5","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","86.028","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","b9f6261520ab83a240ede47554aad764741cb01cfe775136e7966b5007ee3d7c","0-0b48df34c62cc76c7e683174825c561e77188fa680519822329c43cad6f64fc6","0","","","0-6389a9423d57e0aae83360aa92ca6e20ba795b9d34e566d7f99b5ead2761a8ff","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","25.767","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","b9f6261520ab83a240ede47554aad764741cb01cfe775136e7966b5007ee3d7c","1-e3fdfc375d99621501a1f9bbb3c8b725d9e57552cbcb5f5e7824cdb68c4faa7c","0","","","0-6389a9423d57e0aae83360aa92ca6e20ba795b9d34e566d7f99b5ead2761a8ff","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","32.282","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","b9f6261520ab83a240ede47554aad764741cb01cfe775136e7966b5007ee3d7c","2-474eb6b6c681ec8587236a4a685b6361b0c41df3c6408e7045e158155d8509c7","0","","","0-6389a9423d57e0aae83360aa92ca6e20ba795b9d34e566d7f99b5ead2761a8ff","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","","0.75","2.509","2.907","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","b9f6261520ab83a240ede47554aad764741cb01cfe775136e7966b5007ee3d7c","0-764c6398d3973bbe36fb702c2432c04006c0b4c88130f3e2f66ee9583250ee1a","0","","","1-9f83c2fafe1de3de3e0d4ad4e843289ab8b0fd3e499d48b6301f0d13a60293be","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","","0.75","2.402","2.906","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","b9f6261520ab83a240ede47554aad764741cb01cfe775136e7966b5007ee3d7c","1-d2103c202bca2b3864c83bcb28de6f333a5aacac565c592c8331a26ba593fb76","0","","","1-9f83c2fafe1de3de3e0d4ad4e843289ab8b0fd3e499d48b6301f0d13a60293be","root.record.ItemExhibitList.P5Item"
"Other GFE","","0","32.177","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","6ae76368d4e68d00250ee517837989f76d0125d285bff0e0816fb1bd10cfae7e","0-6750d74e067237846923e81870eff22201ea5cd83208a38819382d4516357c4b","1","","","0-94d97b83a342857b7986f62fb0a7e1e4319377314d2ecdc26f4f93ece03cda47","root.record.ItemExhibitList.P5Item"
"JTIDS","","0","16.955","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","6ae76368d4e68d00250ee517837989f76d0125d285bff0e0816fb1bd10cfae7e","1-35c8d44a6f2e193890cb2163149fa7db91aa126afc77f8e13957bd5e9a9f9fd6","1","","","0-94d97b83a342857b7986f62fb0a7e1e4319377314d2ecdc26f4f93ece03cda47","root.record.ItemExhibitList.P5Item"
"Engines","","0","14.9","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","6ae76368d4e68d00250ee517837989f76d0125d285bff0e0816fb1bd10cfae7e","2-9fd8b942867543328f7f7d3b711e63b8eb4f3fdc4ba2e8c4aff90371c69f7681","1","","","0-94d97b83a342857b7986f62fb0a7e1e4319377314d2ecdc26f4f93ece03cda47","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: Long Lead Material","","9","688.258","76.551","69.02","67.17","","","","","","","Pratt & Whitney","East Hartford, CT","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","7617dbcc15ca36437e9b9096aaa833b46488c1a0960e4fce9963bdc0327c2cd5","0-5fad5c75586bb508bb3a06496c8a5be1ce49de8e44cc65482133eab20a575391","1","","","0-87886948a85d43b53f4353642d6d3c40c7ed988dd1a0b2f6780670a987a59b8e","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: Long Lead Material","","9","688.258","76.551","69.02","67.17","","","","","","","Pratt & Whitney","East Hartford, CT","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","7887936a705e5042434ac2d5eee4d04e3202bfe64d739d33f5053abd069b5037","0-a32d6769dddf7014f995068ca316ae3925273f891fbc0871ea010f6c5d7c4d67","1","","","0-7610d5a38b840dd77ea819db2e48d6e023e0ac467371243ac5de4132d2575f5d","root.record.ItemExhibitList.P5Item"
"Engines","Engine funds long-lead requirements for the F/A-18E/F production program.","0","","10.594","6.938","11.025","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","096bdd2845fc853d2b19189ee74efdbb6b5c44388e7a0c43d58dd91884286bf0","0-92cc36367e44921c6dcf43157173bb0a6b969d3b23274bf0b33af0139b3bd7af","1","","","0-9d5005d4f94e4fa7e92a6d2fc99e9e8bed691d1f9291a8ae6159ed8cb8929aa0","root.record.ItemExhibitList.P5Item"
"Other GFE","Other GFE funds long-lead requirements for the F/A-18E/F production program.","0","","1.06","1.176","1.103","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","096bdd2845fc853d2b19189ee74efdbb6b5c44388e7a0c43d58dd91884286bf0","1-39afcca4e8a59c2638dbdf9e49eb990beed6ba20dc6faf64505e983204b28a8c","1","","","0-9d5005d4f94e4fa7e92a6d2fc99e9e8bed691d1f9291a8ae6159ed8cb8929aa0","root.record.ItemExhibitList.P5Item"
"GFE - Engines Long Lead","","0","155.53","19.168","23.802","31.017","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","fbd735bbab1d8f42abb21a7e14a548577b64e1cc91802ac2fd96fcbbc6b0ba8e","0-9e6ea5ba7545f3e1341cd746f2cb08477bb7bc00bfc7a6332bcc1a2b31099793","1","","","0-9469cbeec493042a137701a08d96999b23be53df7bbe13571b768194b4715a75","root.record.ItemExhibitList.P5Item"
"GFE Electronics","","0","31.212","4.324","4.406","11.174","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","aa316d2ade24a0f196776d6561c8f6ab50bcc3e910247edd8f660436912571f6","0-80bcc59e5293afeebcb2275d36177f81a10c5377804debe265ec2ce6ccc9828f","0","","","0-cd33c87c16c29f5f18dec6b205afe4dd0fdc77f1507388aa0903ebb287c730d4","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","2.872","0.298","0.304","0.774","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","aa316d2ade24a0f196776d6561c8f6ab50bcc3e910247edd8f660436912571f6","1-9ff839e1948a90d10b0bd8b408c14e671ae3780142f394955e06652b4c239df4","0","","","0-cd33c87c16c29f5f18dec6b205afe4dd0fdc77f1507388aa0903ebb287c730d4","root.record.ItemExhibitList.P5Item"
"GFE- Engines Long Lead","","0","389.322","59.923","63.978","46.215","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","1eba04f89e122b39898c546268527a5e048fd0f91846cfc2ffde8408ddafdd77","0-39d11ceec316f65864af3f6a6882a4a203728f1657a11439d7211d86c2729b3c","1","","","0-ce8060c570c5c8fb84e52a9291594329881733261da307f35407d3232d4fe75c","root.record.ItemExhibitList.P5Item"
"GFE - Miscellaneous","GFE - Miscellaneous includes CH-53K Communication, Navigation and Survivability components. GFE-Miscellaneous requirements increase through the FYDP as learning curve efficiencies decrease production lead times.","0","26.316","0.048","0.05","3.451","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","c1936dbb09ddac45d13676ce7985fa19632873bd2a3e451598d75ef5622fe919","0-05ab902e976690f34da8cb03aa46f6b6bbd314a3cb73561e840a8255a5fc1271","0","","","0-c87f9894ec2621cd6cafa937132a0e133218699ec0d199f2d2a49133ef7263a8","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","86.028","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f9c48fe574a7c58f36d79b0b1b4b9ae7e4192e2069761c38cf4d68c4094aa823","0-1d8c747446b7a472be6f25e3bea5f487d4d8d018fcb11dde36b6ef9d8a88e265","0","","","0-87e099c0540b923bafbedd92c8619a2883d1a85e7ffe1dcd65545d396dc3b502","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","25.767","","","0.713","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f9c48fe574a7c58f36d79b0b1b4b9ae7e4192e2069761c38cf4d68c4094aa823","1-7e2377616db61b44914c502b4dd48e20c64935b0b60bdbed300e65f344fe2b56","0","","","0-87e099c0540b923bafbedd92c8619a2883d1a85e7ffe1dcd65545d396dc3b502","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","32.282","","","0.712","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f9c48fe574a7c58f36d79b0b1b4b9ae7e4192e2069761c38cf4d68c4094aa823","2-f5694659c8f1f9205d9735126b5c4bd7a97a1967dd1876a5af9c0f945fb3213c","0","","","0-87e099c0540b923bafbedd92c8619a2883d1a85e7ffe1dcd65545d396dc3b502","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","0.75","1.899","2.655","1.744","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f9c48fe574a7c58f36d79b0b1b4b9ae7e4192e2069761c38cf4d68c4094aa823","0-c92c5e825fd471d1c3572a6fb0b1180e44a034234d154a1f61286cac43749091","0","","","1-71daf39ae4d70918ede8a20c1211c27a9b2d09815b8075155f5ba130aefaee42","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","0.75","1.816","2.653","1.744","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","f9c48fe574a7c58f36d79b0b1b4b9ae7e4192e2069761c38cf4d68c4094aa823","1-43690738cfba6bc2797e4f60fe33959409119a70290ae51eb5d10ea0b4c09969","0","","","1-71daf39ae4d70918ede8a20c1211c27a9b2d09815b8075155f5ba130aefaee42","root.record.ItemExhibitList.P5Item"
"Other GFE","","0","32.177","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","61a37aa4ea6db330ac5331859050f7ef8ffbb9377d18b7cc27738fa7ee859dd5","0-b97ee07b83ba30c0c0828cad17caed3da04946fab55939e2ddbf55b07fbaa7ee","1","","","0-31bc2af050a936d01b4ecbccd730d75319efa6b75fbceacd079e464c7441b707","root.record.ItemExhibitList.P5Item"
"JTIDS","","0","16.955","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","61a37aa4ea6db330ac5331859050f7ef8ffbb9377d18b7cc27738fa7ee859dd5","1-de24ccaca83dff3a75c3879aa872e91a055b59922396153364e0219d49444ee3","1","","","0-31bc2af050a936d01b4ecbccd730d75319efa6b75fbceacd079e464c7441b707","root.record.ItemExhibitList.P5Item"
