Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_Total_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_MinimumSustainingRate_val,ManufacturerList_Manufacturer_MaximumProductionRate_val,ManufacturerList_Manufacturer_Rate185_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0","835.614","","","","","","","","","","","75.965","75.965","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","81dc98969cc058d3b6f1ff5aa54a0e25b6c25eea9f72e3b6dfd8300acd9e0625","3-b7693333af9a9796a0fd7cb17b5b3ade22d6b380e5d5875db2734554c73d26b6","","","","","","","","","","","","","","","","2-5147e827d1514a416cfd857e62a006234072679cde87638ce4e1536a74666453","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","11","","1","","","","218.212","0","226.212","","8","0","0","0","0","0","0","0","","21.821","20.565","","8","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","669eef17e400acbfbeb5c5d1ae58cdd3f6dc4a1cc89036c8af26096e7fe8e9ba","0-05f00dfe5b4b8d176b4f2ff643c0be31aab33a180edd15a7ca4f45ba3c753b23","Northrop Grumman","Rancho Bernardo, CA","0.00","2.00","0.00","0","9","10","19","0","0","0","0","10","1-1c6e7d2e90ee4c170f9d2a1b1a9cf08c9c896257e76cd7be18a5cd5a3ab1fa6a","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0","324.974","","","","","","","","","","","46.425","46.425","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","669eef17e400acbfbeb5c5d1ae58cdd3f6dc4a1cc89036c8af26096e7fe8e9ba","0-bd8d4b16532a9341f679db4cbd3a93ba2c187061ac13b5016ff213a575a46805","","","","","","","","","","","","","","","","2-822fba3e9a3a131c0396dd31b82e52b896d540f0bbf5ea78f4ee0fbfd49559df","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0","326.777","","","","","","","","","","","54.463","54.463","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","669eef17e400acbfbeb5c5d1ae58cdd3f6dc4a1cc89036c8af26096e7fe8e9ba","1-e7bea38069d35778ed84d9c553ce799beb20ccd36e383b007b3317e60d426cd6","","","","","","","","","","","","","","","","2-822fba3e9a3a131c0396dd31b82e52b896d540f0bbf5ea78f4ee0fbfd49559df","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","669eef17e400acbfbeb5c5d1ae58cdd3f6dc4a1cc89036c8af26096e7fe8e9ba","2-fbf830280cafff6ada27d6d3fb64686211ba7cd3972d14e97d2273a9fe55e385","Northrup Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","0","35","29","64","0","0","0","0","18","2-822fba3e9a3a131c0396dd31b82e52b896d540f0bbf5ea78f4ee0fbfd49559df","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0","835.614","","","","","","","","","","","75.965","75.965","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","669eef17e400acbfbeb5c5d1ae58cdd3f6dc4a1cc89036c8af26096e7fe8e9ba","3-ee2b059e44439ab2f5129da62dfcf92af8bf33febf1697a9ecb46388a43771ab","","","","","","","","","","","","","","","","2-822fba3e9a3a131c0396dd31b82e52b896d540f0bbf5ea78f4ee0fbfd49559df","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","11","","1","","","","218.212","0","226.212","","8","0","0","0","0","0","0","0","","21.821","20.565","","8","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","9605ed7828ffd68e4eba9c314ca91e834dff51a5ab9e44c5de1713497796ec59","0-b02cfeb23e973b746b8821ef05ff1bd58d08037a7e90f1decd6d93f0d5da843c","Northrop Grumman","Rancho Bernardo, CA","0.00","2.00","0.00","0","9","10","19","0","0","0","0","10","1-8e15e02c92fe53974c989f970cea62900f6a0adada6427df0328f2de9adbfa63","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0","324.974","","","","","","","","","","","46.425","46.425","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","9605ed7828ffd68e4eba9c314ca91e834dff51a5ab9e44c5de1713497796ec59","0-72638e9983155c861e82fdd55a7e3a16da4c9177963ece9308e7ad904f2c5a6b","","","","","","","","","","","","","","","","2-604a74e43fe497e5cabacba9f3ad6cd2bd7e895166523ba7d1d56f7383b75aa8","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0","326.777","","","","","","","","","","","54.463","54.463","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","9605ed7828ffd68e4eba9c314ca91e834dff51a5ab9e44c5de1713497796ec59","1-ba232ec56ebe7df6eeaa6b3532e8c728f4c8fa094e5907a3519751093b7d4002","","","","","","","","","","","","","","","","2-604a74e43fe497e5cabacba9f3ad6cd2bd7e895166523ba7d1d56f7383b75aa8","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","9605ed7828ffd68e4eba9c314ca91e834dff51a5ab9e44c5de1713497796ec59","2-6895291c8954e79946ebe70eda4a4c6ec43effff97a6168bfe67474bd7fc6859","Northrup Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","0","35","29","64","0","0","0","0","18","2-604a74e43fe497e5cabacba9f3ad6cd2bd7e895166523ba7d1d56f7383b75aa8","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0","835.614","","","","","","","","","","","75.965","75.965","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","9605ed7828ffd68e4eba9c314ca91e834dff51a5ab9e44c5de1713497796ec59","3-96a8ab813270467f7b3546d440269cbfffadb2ab78af2ce65fc8ef74aad3f659","","","","","","","","","","","","","","","","2-604a74e43fe497e5cabacba9f3ad6cd2bd7e895166523ba7d1d56f7383b75aa8","root.record.ItemExhibitList.P5Item"
"Lease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.226","0.175","0.174","0.174","","0","0.248","0.248","0","true","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_TJS-U_PROCUREMENT_JustificationBook_The_Joint_Staff_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_The_Joint_Staff_PB_2017.xml","65eb01ab57dc20fb7dc0cef1c3920be21923737d6407e7c9b65212f9cba77031","0-fb425e6e8702169e5ad086ea2d8ebac261f6c50161f1c255b46b05b7d4371df0","","","","","","","","","","","","","","","","2-d96790d152a64ac1b193579dbb56c2f29fef0b81abad72cb86e02878a86026a7","root.record.ItemExhibitList.P5Item"
"Lease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.226","0.175","0.174","0.174","","0","0.248","0.248","0","true","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_TJS-U_PROCUREMENT_MasterJustificationBook_The_Joint_Staff_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_The_Joint_Staff_PB_2017.xml","21e8cb7349ad174929b1fb68ab973fe747d3b201d59fcac0cf630c6aaca4f3be","0-2bf30f71fa7f264d15d2b5d4e25045ca07336792e9e3a31b870164e34d32b402","","","","","","","","","","","","","","","","2-72cb263c67cf147eecbbde985f1af8c1c4cb5b588cfd59940597fb2daad2ce3e","root.record.ItemExhibitList.P5Item"
"Lease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.226","0.175","0.174","0.174","","0","0.248","0.248","0","true","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","80a7847fed55a369a010f0ac1a805c49a9250886507d83616e7f99c113b16980","0-83d234023697d79ef991df15561088bd4a7954fc1b9a305f32273aa75bab7441","","","","","","","","","","","","","","","","2-e09af929ed1e9a76f1a0844a6639c3590c02ea299aa9a44c81ba955b8893b125","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","324.974","","","","","","","","","","","","","46.425","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c034c02e3bd5b3a0c2244e808e24f292d7423d1d2440e718b94fdd7555100318","0-aaa22ea6a4306f6ae7f0643a58cdc0a33d6e778a487dcfa018ed13dbf25f81b8","","","","","","","","","","","","","","","","0-178d8aab2b301b103ed72e41b733efe2f15b92101c0feec70a0ce0c895d080e2","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","326.777","","","","","","","","","","","","","54.463","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c034c02e3bd5b3a0c2244e808e24f292d7423d1d2440e718b94fdd7555100318","1-9ddb01426c722a4f00dfd45a917163ac0ebdb1d0528056ce8e38a69b811fcb20","","","","","","","","","","","","","","","","0-178d8aab2b301b103ed72e41b733efe2f15b92101c0feec70a0ce0c895d080e2","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","1655.795","","","","","","","","","","","","","78.847","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c034c02e3bd5b3a0c2244e808e24f292d7423d1d2440e718b94fdd7555100318","2-68d1b3c5226924a83da0a011e6989fefe41de074bbf774772f2d76928b81bde9","","","","","","","","","","","","","","","","0-178d8aab2b301b103ed72e41b733efe2f15b92101c0feec70a0ce0c895d080e2","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","835.614","","","","","","","","","","","","","75.965","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c034c02e3bd5b3a0c2244e808e24f292d7423d1d2440e718b94fdd7555100318","3-a55186d8e4a2bbb47774697edc282df2f8199ea017d4826af7479ba41728cd89","","","","","","","","","","","","","","","","0-178d8aab2b301b103ed72e41b733efe2f15b92101c0feec70a0ce0c895d080e2","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","218.212","","","","","","","","","","","","","21.821","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c034c02e3bd5b3a0c2244e808e24f292d7423d1d2440e718b94fdd7555100318","0-9a5cc6843c784e0b8c94996822816b2f87cc225f1e8b0cf6208d53aed9ac75ac","","","","","","","","","","","","","","","","2-44be68c65eb85bf872c544adb9fa5549387135b4544f0ceadff37f2cbc0b18cf","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","324.974","","","","","","","","","","","","","46.425","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","4372699c1f619931b1d26038a2cb7e48a619ca0471a0038e124262cfd91114e5","0-8535a514e85d0c39ca396af196e113c615e7321d86b28fa04253d83f34d228b3","","","","","","","","","","","","","","","","0-ed6b8b2dfdd99e664224cab22084e09ddd460930ab90884f70f0c7222fd94080","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","326.777","","","","","","","","","","","","","54.463","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","4372699c1f619931b1d26038a2cb7e48a619ca0471a0038e124262cfd91114e5","1-e6c590135f959679d0316363727506132f7fcc8ad50b9f5766a79fb0e17a5dfb","","","","","","","","","","","","","","","","0-ed6b8b2dfdd99e664224cab22084e09ddd460930ab90884f70f0c7222fd94080","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","1655.795","","","","","","","","","","","","","78.847","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","4372699c1f619931b1d26038a2cb7e48a619ca0471a0038e124262cfd91114e5","2-0ab49b5c0a8d10d6084b082734504729351f8cc8b8c6291369825b95a1329183","","","","","","","","","","","","","","","","0-ed6b8b2dfdd99e664224cab22084e09ddd460930ab90884f70f0c7222fd94080","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","835.614","","","","","","","","","","","","","75.965","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","4372699c1f619931b1d26038a2cb7e48a619ca0471a0038e124262cfd91114e5","3-472f2a68c143eb227f6b9f0c98df16a7fb307021acaca2de61f7bae0ea96ec15","","","","","","","","","","","","","","","","0-ed6b8b2dfdd99e664224cab22084e09ddd460930ab90884f70f0c7222fd94080","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","218.212","","","","","","","","","","","","","21.821","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","4372699c1f619931b1d26038a2cb7e48a619ca0471a0038e124262cfd91114e5","0-07150763c17b7540b01f8166870572967e575938a9d12e51c1b72288643de02a","","","","","","","","","","","","","","","","2-7f7f2d9c5a9d7778f131fbfa9095f055b58ad237afab5204fea1ae4d503260a2","root.record.ItemExhibitList.P5Item"
"Aircraft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","101.791","0","108.113","108.113","","","","","","","","","101.791","","108.113","108.113","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","a591dcdfcf7a402c2264871052dd9286c3cb51812bc0b67f14b07c1cd8109fd7","0-eee913982283c8aaf9dc26f5750024f3a376c4ebe83674daf65152d91c2c14af","L-3 Technologies","Greenville, TX","1.00","2.00","2.00","0","0","0","0","0","2","51","53","","0-cf1913a5e275bc2a435534cd569b0ae517b32c0344ba538254cc19604c418ea0","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","324.974","","","","","","","","","","","","","46.425","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","a7bee76edab57bb6622e96039d6c914aab1dbb0736a4caefd4111b976889fd0e","0-d82b2437348dae860e7d64ac5cf400e7f9afa72b2c68680014860b1f1d52bd2a","","","","","","","","","","","","","","","","0-5a2a20efa0ed792beb28206235f0adcc99f451462662f365cae40c825ddd468b","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","326.777","","","","","","","","","","","","","54.463","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","a7bee76edab57bb6622e96039d6c914aab1dbb0736a4caefd4111b976889fd0e","1-7655127aa6425f41a4ee072ef720b974180b543ce608c7b9fa3aeedb9e5a3fd2","","","","","","","","","","","","","","","","0-5a2a20efa0ed792beb28206235f0adcc99f451462662f365cae40c825ddd468b","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","1655.795","","","","","","","","","","","","","78.847","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","a7bee76edab57bb6622e96039d6c914aab1dbb0736a4caefd4111b976889fd0e","2-0be7946b55b0a2c31662a8a60f9890aaa4cd938c41c702b3de8b44cb0ccc2201","Northrup Grumman","Rancho Bernardo, CA","1.00","10.00","5.00","0","35","39","74","0","0","0","0","18","0-5a2a20efa0ed792beb28206235f0adcc99f451462662f365cae40c825ddd468b","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","835.614","","","","","","","","","","","","","75.965","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","a7bee76edab57bb6622e96039d6c914aab1dbb0736a4caefd4111b976889fd0e","3-299dd47b40bf3f90395698db7bfa80d704c696f079643584882aaaa14151a500","","","","","","","","","","","","","","","","0-5a2a20efa0ed792beb28206235f0adcc99f451462662f365cae40c825ddd468b","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","218.212","","","","","","","","","","","","","21.821","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","a7bee76edab57bb6622e96039d6c914aab1dbb0736a4caefd4111b976889fd0e","0-2e798b22e29c38a11733bf6a17c402b4487dcaafc039112fe9c0599ee88b2295","","","","","","","","","","","","","","","","2-3ce4d356e4c3f5101d0b968d450e101d0954f77697eb2b6dd1161fa24fe96ecd","root.record.ItemExhibitList.P5Item"
"Aircraft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","101.791","0","108.113","108.113","","","","","","","","","101.791","","108.113","108.113","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","05f36df23affdc21dfc3cefcdfa407fdb3e501809d6c1d183092bc441677ebd0","0-498d85ac450808e49bbc9c81f60be53f7868e6b16d16f4fa8a985a9edeccfb82","L-3 Technologies","Greenville, TX","1.00","2.00","2.00","0","0","0","0","0","2","51","53","","0-204aeefdfa69eae8626e0ceaeee850129d9ba1364561fd59ca398e9e3092dfdf","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","324.974","","","","","","","","","","","","","46.425","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","abc4db74ab1f4ce6330e7152230a4802f710f076f9c17d8863ed18455613b877","0-eecd4da9a615862eb689f538701837818758cdc50dc051beed2eed03072c1b9f","","","","","","","","","","","","","","","","0-c86efbe6129c8a14696d9ec87a04e43889d0f3685df88a31d4c65294f7118319","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","326.777","","","","","","","","","","","","","54.463","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","abc4db74ab1f4ce6330e7152230a4802f710f076f9c17d8863ed18455613b877","1-ff4f93085a2c7458dcbaba1dd7ce9456dcc8f537707c7c4479662c49111fabce","","","","","","","","","","","","","","","","0-c86efbe6129c8a14696d9ec87a04e43889d0f3685df88a31d4c65294f7118319","root.record.ItemExhibitList.P5Item"
