Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_AllPriorYears_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","","","","259.53","700.614","","","","700.614","","264.463","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f6d35d337df00a38d4e6bc727f80bd909959017ccb936fd9d7d7a292ebde4ab3","1-afa7d058ebca6002a14f6e6ad7e74ebd6c00aa7e5a69d6601d471d8fa63b3802","804-22e53593de7740e28dd59cb688e90a012aeb39bd6ab8f646b95cf5bbc1731cb6","root"
"Air Force Active","","0.009","","","","","","","","","","","","","","","","","0.01","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b00690cb7717dd0ab638ff0acdc9726c6b6eec6eca1647b8150e1038be208d46","0-118698867b5a9745c21f52120be2c1297ea4fd400e4e41c9e60f03c24df3c900","806-0cb57cc8c1ed578d2c7c776bffdb156be12981a2ccfaa63ca4bb78f68a890b43","root"
"Air Force Active","","162.779","","171.266","103.637","","","","103.637","","99.864","","139.208","","173.954","","163.714","","1888.034","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","0-7186b245774a59bdc3cb8f53263969c6fa79987f4a7d0e9ac1ce6bd110abb498","807-5f369bfcccc98b6a239f6522d7f89d66848e66684e0290cfcf1a88c190c771d7","root"
"Air National Guard","","5.774","","12.546","31.907","","","","31.907","","22.209","","1.985","","0.933","","17.627","","160.203","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","1-edc4688c7aaf3e7fa10b777f330c2c594b467572ffb88b2c4ce22eb18c51e3d4","807-5f369bfcccc98b6a239f6522d7f89d66848e66684e0290cfcf1a88c190c771d7","root"
"Air Force Reserve","","6.189","","21.267","7.653","","","","7.653","","27.933","","","","1.333","","0.801","","92.599","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","2-af8153f62c7da2390d7e9301ef8d861b03829052a2792ef20aaacf8291e01eff","807-5f369bfcccc98b6a239f6522d7f89d66848e66684e0290cfcf1a88c190c771d7","root"
"Air Force Active","","0.328","","0.199","0.103","","","","0.103","","0.267","","0.247","","0.211","","0.215","","2.717","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0351cb31c3f1325fba30bbb34908b953b71edaaec8865ca4b6f8a783b585253d","0-256dfcf7e15dd6db695bb001ef79ffcc5b800a1974beb7d0f94450cf128d32ad","808-6ba0842e17e16e37d587b4932728dfc01e037cfcc215c56d04220a528d79380f","root"
"Air Force Active","","1.757","","1.75","9.78","","","","9.78","","4.813","","1.845","","1.878","","1.912","","6.679","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b3631c44776cddc3f478576af0cca71ac43659524652a9bce9d9c11bbf7570d3","0-5e78d88e8270b30a651f20e3313f48fdd87b00624c2273f5625d7d32269c47db","809-facac773b61c4cbbc8f5310e2a5fbb70759de7b7621f2bb8738b6aef40aadf7a","root"
"Air Force Active","","0.486","","0.445","0.452","","","","0.452","","0.461","","0.46","","0.468","","0.476","","1.643","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1aad5b1aa6199ef291f1ff5104547a5a3116727235828348395e03485ad9c443","0-685d9171c2452f7997cf59209e90acbace033d8bc0b8e23bf216b86688fc7dfd","810-ab927f8af2e26f9dd6b1a167e8a28791e29a1180bc32b5fd4288d121c2e7884d","root"
"Air Force Active","","208.135","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b518e5a16a38417430e99fc89aef96688ea8d405dd2b8df5446e9f46dc2b3a96","0-d6a40cdcf97e950d07193b01c61c4146a642529e8d9a106587c39df63da94748","811-c10726eee4f08a9a8e6164b1b015ba2e5bf504694e7299b737bb23731b7b3a2a","root"
"Air Force Active","","0.123","","0.126","0.128","","","","0.128","","0.133","","0.136","","0.137","","0.139","","2.697","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e3f818f35f09b5850d59a6bb84607419d388f362944bf3165175002818d234cd","0-5265d9a7c510d8a095d1feae210df22e1ffd875cb59bced57d02fe005b604857","812-4afdf44462ec846557821832d81852033a587e5c23ddb73212a967fed3b432db","root"
"Air Force Active","","14.612","","15.494","6.427","","","","6.427","","14.631","","14.24","","13.632","","13.877","","83.038","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ba4af3f7e54fa5dd8fc7063682aaa3d0e7067b5f4acbd67c26b48fb0920ea21c","0-f9e3ddd6542f1c251bfd47fb7fe87605db9f4f70bfeae14ecec5e55b13c9a61f","813-cfac41cc6a304324f3172b79445d9032fecebe1849da065488288b2cc5734f55","root"
"Air Force Active","","88.762","","9.781","109.609","","","","109.609","","100.001","","32.751","","10.739","","6.407","","17.51","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","4fbcc12958924da9e292a700ff303954482d62298d24949a0002ab3b1befb7c3","0-db668a10fdc3e2df5aa4d5cf2d29c09a1839b46f070ca2f299521d60f8346082","814-2f64421d8eb653855b9e7d67f9dfd2767b5bf9c4083af1515c09822d9fb03bd8","root"
"Air Force Reserve","","4.653","","0.000","1.393","","","","1.393","","5.289","","0.931","","0.199","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","4fbcc12958924da9e292a700ff303954482d62298d24949a0002ab3b1befb7c3","1-e433e8f0e6777e7dfc69fce464b72367048df105e5e50d7809b187d0bd55107e","814-2f64421d8eb653855b9e7d67f9dfd2767b5bf9c4083af1515c09822d9fb03bd8","root"
"Air Force Active","","0.238","","0.272","0.277","","","","0.277","","0.288","","0.296","","0.3","","0.305","","30.473","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f6a889e304c5253a1bd2c27c4b3ceb3e81cf2e7954b5e129f3ed970c4402bddc","0-36ce599beb68915a3bb4ac59890e8d5ce29c5d59c1ffa37e9835e58e91817056","815-efd257230a126ce1389ee9bc7f0adcd4aa156eb14c984f0c1ae7e843a75fa843","root"
"Air Force Active","","31.032","","20.455","28.686","","","","28.686","","35.192","","34.569","","28.605","","24.393","","169.672","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ac166f61d44d78d090cbb6caaed9c5ae854678e9ef82a935cdd1729995b72c2c","0-22a5b0d096158cc0546cc25896ef8f5b0d15be6e6d44899351631016e73e3138","816-cc10dab48084aa97235372028297a8aefd0333a9db90044bfc9161cb8ac34e6e","root"
"Air Force Active","","0.000","","91.277","45.591","","","","45.591","","61.12","","20.233","","43.9","","52.835","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7b89c00e8cf81cd9836555448995658ef5597146bf66ed04432566c529454884","0-a1b80bbad7c6a9fa802c685f802be619fd619d8363602b3b519bfa8a31b22df0","817-f743da9407937046db4610785c5583ca1b01dc740bce644236136859fd10911c","root"
"Air Force Active","","9.82","","46.921","70.918","","","","70.918","","34.656","","8.467","","4.7","","4.785","","19.58","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","8cbed1138f0a5cd8f695144ae7c71d474f41e77d94b322a8c79325b5b832a3b8","0-8d7fbc7d090a63389952a9db76f834e073aedc2ae0cbf8969939a3dd9b1806fa","818-e2ce3cdf0b2776984d2deffffcefe501ee3b992c16d4f46d8371ed0706da665d","root"
"Air Force Active","","1.777","","1.876","1.876","","","","1.876","","1.979","","2.014","","2.05","","2.087","","3.053","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","61bd951e0799fe25b813691e31d60328e051d179036c8c1db56d20afc1c1d8db","0-0a0ff9fbf0b30bec2f54d00e81fa5daa2fd393d2c576d0ae5f232e5891ce7124","819-d6ef03e53294bcf87f35a3399ba21f5a7a2d8e5f9a9484ac557f7e077187d89c","root"
"Air Force Active","","33.843","","17.054","5","","","","5","","23.223","","12.465","","12.689","","12.917","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2f52dfa3f8bead847744714ccb33095b834dd66a79765aa2444b1c9adcfa263f","0-b0cd7757d3273d4873c648e88e9583bb61998c62efabdbc9bb2d676a0cea4d90","820-d52a8c4f4105de2de1f5bde7a90dd60fc5ca11b76c247c87a62a7b4913303cd1","root"
"Air Force Active","","0.241","","0.243","0.192","","","","0.192","","0.199","","0.202","","0.206","","0.21","","2.281","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ab8c02679f099d2b4e87a3a1e0346284324fa21aa4619536075e1ccffc6c4272","0-a1ea175d1a21c7718c424b3a62aabaff3d29288386beb46d586235c243647bd2","821-7026df2f295125cc70cd18405f8bdecba84e906426d704af498d69e7d83e5cb2","root"
"Air Force Active","","0.387","","11.185","0.263","","","","0.263","","0.582","","7.715","","10.699","","10.891","","1.356","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","87c7a2cb197dd95689cfa768449411db4ff596bad04a2b3d0566945e4513783b","0-922751eb378a2e7c556b33bc37f9a07bcfbaa5b61dc67f65cec838fd757dd480","822-1eb69c3f21217104b7a859f026a181c0e8f1348c135448cb4b857237938cace1","root"
"Air Force Active","","0.206","","0.243","5.219","","","","5.219","","0.629","","0.506","","0.26","","0.265","","2.744","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","823e2fc6b16abde48524ab4da74f6ee8bf4caef002322063f2b53ec4fbe304e8","0-019fe17a8a6c6801cd916156bc9551af867215823f55fe4a95f3977e5ef05848","823-bbeeece7ef645f0448500596a440b22a7fbb82bbf625275b371c5a6ff8b327f0","root"
"Air National Guard","","0.000","","","0.6","","","","0.6","","1.5","","0.6","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","823e2fc6b16abde48524ab4da74f6ee8bf4caef002322063f2b53ec4fbe304e8","1-cf9fe2ea9c954872cda3cb23cc4e9265aa414e05e18d77d3d9fc48d0309e0a1e","823-bbeeece7ef645f0448500596a440b22a7fbb82bbf625275b371c5a6ff8b327f0","root"
"Air Force Reserve","","0.000","","","0.3","","","","0.3","","1.2","","1.2","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","823e2fc6b16abde48524ab4da74f6ee8bf4caef002322063f2b53ec4fbe304e8","2-a1523abf44a4348918dcfae944dbc507a41252a2e3748215644a4ed62150ada0","823-bbeeece7ef645f0448500596a440b22a7fbb82bbf625275b371c5a6ff8b327f0","root"
"Air Force Active","","185.498","","59.005","31.383","","","","31.383","","25.264","","23.195","","35.145","","49.782","","1169.889","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","0-9eaf13e5b60b2cdf981fbe6dc9ce7d9281c7bc99355129f5fd49f0a4fc5a570f","824-f07dffffc3df96c7437c2ad84248e3b20359f9e217c856ca63e42042eb4f6f83","root"
"Air National Guard","","21.225","","9.398","8.26","","","","8.26","","7.143","","4.99","","11.368","","24.58","","237.712","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","1-682eb34f709ee43325f678c7273179078040848ef77bea9ff3d27eda873d7721","824-f07dffffc3df96c7437c2ad84248e3b20359f9e217c856ca63e42042eb4f6f83","root"
"Air Force Reserve","","13.492","","10.85","18.934","","","","18.934","","3.821","","7.278","","15.557","","21.758","","147.722","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","2-f83ac4ac87be7024c7828fa45b0cc102bcf63f244844cd86fac13eaf743a8afb","824-f07dffffc3df96c7437c2ad84248e3b20359f9e217c856ca63e42042eb4f6f83","root"
"Air Force Active","","0.000","","164.725","27.197","","","","27.197","","25.791","","25.688","","26.115","","26.588","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","947688debe5fea3470839e0e7b2dfec98356dc7d59684509e1d8e1fb34b5c4e5","0-3f8bc7ec1dffa20eb7482d020354ad2c1a6aee08adafdb7410904859c2c3af1f","825-3c17bc2c607f084dd7def2d0c726134c96bfb83738e5e544c8689ffa9d716329","root"
"Air Force Reserve","","","","3.875","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","947688debe5fea3470839e0e7b2dfec98356dc7d59684509e1d8e1fb34b5c4e5","1-531c82aa3b321283517390d09ad1ae7be06369de8e374d58242ec7175709f768","825-3c17bc2c607f084dd7def2d0c726134c96bfb83738e5e544c8689ffa9d716329","root"
"Air Force Active","","2.388","","","","","","","","","","","","","","","0.000","","2.3","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","01cbb6ccd89dfd44c250d54a01480165176d12551facb18a187948144e14f530","0-3a9fb8914f559d1c05650adf949af42c1561875fb7620616a810b5ae192d409e","826-38439592c5604dbbef6d0fd566409648080ca7f0871a5edf1a4915750f34d120","root"
"Air National Guard","","5.805","","0.000","","","","","","","","","","","","","","","12.541","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","01cbb6ccd89dfd44c250d54a01480165176d12551facb18a187948144e14f530","1-edaf7ea2be436c6d970c90a26903c7f82f734c73faedf562d9ab7df4a3c66c18","826-38439592c5604dbbef6d0fd566409648080ca7f0871a5edf1a4915750f34d120","root"
"Air Force Active","","65.183","","70.555","10.475","","","","10.475","","12.089","","39.077","","65.005","","66.175","","88.533","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","76b795ef4cb9524709ce3c480852d2b20a6a5a6921e2decc63527a4debf9e7b1","0-8fdf3b24f58f2b13147a37d8a770675d669cddf96c86b527e3863d546c71ec68","827-00dcbf75d6260d17dfd5d16217dbd7e7005ac4424284e4a04f28c5e6e405461c","root"
"Air National Guard","","0.544","","","","","","","","","","","","","","","","","12.755","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","76b795ef4cb9524709ce3c480852d2b20a6a5a6921e2decc63527a4debf9e7b1","1-2a0d4da8cbc11989dd3aa28ae1836c3b3e8bdded0d8e01adc61b723d6a1fbd70","827-00dcbf75d6260d17dfd5d16217dbd7e7005ac4424284e4a04f28c5e6e405461c","root"
"Air Force Reserve","","0.306","","","","","","","","","","","","","","","","","3.783","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","76b795ef4cb9524709ce3c480852d2b20a6a5a6921e2decc63527a4debf9e7b1","2-d34d8c0ec80defc6497c0618dd91d682561f423a3e7fc3c01bc912ea1f1961be","827-00dcbf75d6260d17dfd5d16217dbd7e7005ac4424284e4a04f28c5e6e405461c","root"
"Air Force Active","","61.023","","38.13","28.743","","","","28.743","","40.35","","31.931","","28.656","","26.522","","36.238","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b4a49294aaaf4468958b5e32dd047912ab331e6d642f8ca8804239303084a4af","0-fdd69a8bb784f291af6e76970f32fd3e22ee52af642052c5b0059ab502802300","828-a9dd38b72c7eee7c5e7fef76848ef3f7265e1ace4b75bbeddd081b073a06d885","root"
"Air National Guard","","0.852","","6.229","12.574","","","","12.574","","18.927","","19.743","","19.198","","21.265","","0.419","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b4a49294aaaf4468958b5e32dd047912ab331e6d642f8ca8804239303084a4af","1-d011a75e38127252aa471e8137a135a849d8bd81f9e35f35c5a630d3066c2d3e","828-a9dd38b72c7eee7c5e7fef76848ef3f7265e1ace4b75bbeddd081b073a06d885","root"
"Air Force Reserve","","0.335","","2.348","5.239","","","","5.239","","7.968","","8.132","","7.134","","8.191","","0.09","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b4a49294aaaf4468958b5e32dd047912ab331e6d642f8ca8804239303084a4af","2-610ab10d251f5124fd0e8a222b6569e1b21d9c48c1eebb5a900bdbc4a27b5a18","828-a9dd38b72c7eee7c5e7fef76848ef3f7265e1ace4b75bbeddd081b073a06d885","root"
"Air Force Active","","302.154","","64.024","34.495","","","","34.495","","66.263","","63.967","","56.562","","57.58","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e4514f33c3955093dc8dcfcf215074965bd9f65e2e3e830bd92a95b52466e991","0-c8bcb3491306fa7b988e6f7e1cc377b19b1e755c1301d579b5bdadf8268de1a3","829-671982ee9168fbe1ed202c80f70097f25e29530123bebfd4ba3191fcfd2131aa","root"
"Air Force Active","","162.211","","173.237","171.813","","","","171.813","","174.256","","177.641","","180.887","","184.143","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d8dcc20b9d18e1fb017e603238931f476c71a7aac5891431efa1bdc499661c8c","0-338f600a0f88ea09963e7a7e2ac6155f5500862924bc7ca7ec1b7333ee17b901","830-2117ef93f9202745e353716bf20230728c29debcfbc0caaf3cc6fdf3bb5e3af8","root"
"Air Force Active","","134.795","","193.099","197.087","","","","197.087","","196.407","","262.762","","302.951","","240.662","","609.756","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d0b6b65a6ada031a30989ecd5c004fd2f6df15d61d65bc5456aac773689572ae","0-6c668442f2f03f21ecd8b895a32170ccf76b1f38bba7542b4b56af68e5c17249","831-539807cc3e82973c606d9bfa5ea1e9951e6065d7a11cb4da42a75e3ba9e1e31e","root"
"Air Force Active","","57.829","","47.616","14.304","","","","14.304","","26.558","","39.088","","37.462","","37.831","","29.17","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","948118747b82fa640acfbf347b8f17f38c02982ca6c5d70c3013fdcebd16c507","0-ae1fafa6e125ed86e534ef1da111254fc2ecaf9d95e1052ab7490b832a1800ea","832-069b90098e74c00d6ef1b6959e2a5dc8049389f809d75339e6499b686aa4973f","root"
"Air Force Active","","12.544","","38.768","12.725","","","","12.725","","11.415","","1.455","","0.805","","0.000","","200.449","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","10c87f3b6b9fead0ed275d994efca3bfae243543c7c311783c753a6fc38882e6","0-6872bb961cd59503e3d3e7d17de69e4d98d5157003a46ef78e6b726cf2e4dff8","833-57b3b9a42c3275fd98f59130e228abe4bc70caaa5bb16d08326651262131f411","root"
"Air National Guard","","10.014","","20.552","44.747","","","","44.747","","18.342","","","","","","0.000","","150.051","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","10c87f3b6b9fead0ed275d994efca3bfae243543c7c311783c753a6fc38882e6","1-b56e7fd5fe28da26f6f36e31306232e744d4f7e018ece49adb1f7a62c43d113f","833-57b3b9a42c3275fd98f59130e228abe4bc70caaa5bb16d08326651262131f411","root"
"Air Force Active","","5.28","","5.449","6.627","","","","6.627","","7.672","","2.829","","2.657","","2.705","","157.844","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","4cc7c46e7918153a3b89213bdec021ed80d2314be751a808b65cac1258f9ac28","0-bbdfb48f830533596edec8b6f881dc36aa9e045382dd8ab0fce945e51441c59e","834-7ab7401d04db6214d271ec8b9617b1f7cd6c6a1f97c21375fe04b229401ccb8b","root"
"Air Force Active","","110.981","","22.145","23.09","","","","23.09","","64.998","","25.771","","13.351","","10.734","","339.559","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","8787dc436614bafe6c30fd27558ff5993845741e78c2a80dcb66504b0f704127","0-39c234be8f8056fe598876ae770d8c0123883af805debd233c5152fcefc54033","835-f299223977e05e179343f10a4be3cf3b9bf3087687751923fa33781e286b03d3","root"
