Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_Total_val,Cost_ToComplete_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,P1LineNumber_val,@PARENTROWID,@PARENT
"Tactical AIM Missiles","M09HA1","","1.593","1.65","1.717","0.000","1.717","1.75","1.784","1.816","1.85","12.16","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a55daf9ca8f93eeb4cc4385931880ac099c7ed6339ea7a8c4c5a57679670d46c","0-37a2cd078fa1e98dffab7c90c7c311422d1090d34e79a6124eae782a6e066770","","","0-3f55d31882cb957b44744812e09b4f4559b00b5a8a7ec6814a306109cde376dd","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AMRAAM DWCF INITIAL SPARES","MAMRA0","","0.000","0.084","2.062","0.000","2.062","2.068","2.072","2.075","2.078","10.439","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a55daf9ca8f93eeb4cc4385931880ac099c7ed6339ea7a8c4c5a57679670d46c","1-82062657daa4b0257dfe096bbd8984fbf7c6e3ddf2a7b32724a5dc9a82e04076","185","","0-3f55d31882cb957b44744812e09b4f4559b00b5a8a7ec6814a306109cde376dd","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Minuteman Squadrons","M30MLG","","1.208","0.000","12.938","0.000","12.938","0.000","0.397","7.998","0.199","22.74","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a55daf9ca8f93eeb4cc4385931880ac099c7ed6339ea7a8c4c5a57679670d46c","2-cf5fbe4f9373ad034f8de341343175985eff658bd3378c216f8350657f1e40d2","","","0-3f55d31882cb957b44744812e09b4f4559b00b5a8a7ec6814a306109cde376dd","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Tactical AIM Missiles","M09HA1","","1.593","1.65","1.717","0.000","1.717","1.75","1.784","1.816","1.85","12.16","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adbf863e5fc0d05bb6aa686df93f86b1ca4336ca1a653ae071d1d24f57875cad","0-27990ed655be6d0ced6c4376c351d7db1542a1dd0eb9faa6d89b4d6e3f06d079","","","0-b20ec596cf5fc1c970a3d818715c2c906b3a04d5f2232deee08304a5057731db","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AMRAAM DWCF INITIAL SPARES","MAMRA0","","0.000","0.084","2.062","0.000","2.062","2.068","2.072","2.075","2.078","10.439","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adbf863e5fc0d05bb6aa686df93f86b1ca4336ca1a653ae071d1d24f57875cad","1-7c5d634a66d4a76ec4f339402cea5df478964915a616a3217f4922e87512d833","185","","0-b20ec596cf5fc1c970a3d818715c2c906b3a04d5f2232deee08304a5057731db","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Minuteman Squadrons","M30MLG","","1.208","0.000","12.938","0.000","12.938","0.000","0.397","7.998","0.199","22.74","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adbf863e5fc0d05bb6aa686df93f86b1ca4336ca1a653ae071d1d24f57875cad","2-11543a7a2569b278a5b1d448377c06d8c510ffc15abff3a76858db48eef2c355","","","0-b20ec596cf5fc1c970a3d818715c2c906b3a04d5f2232deee08304a5057731db","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Air Traffic Control, Approach, and Landing System (ATCALS)","833010","","1.995","2.753","5.987","0.000","5.987","5.756","6.476","4.432","4.13","31.529","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","0-ea6f49116080e3f98874433b936d4ec2e9f13e9e32723401b499e8e6e4eb8542","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-17 AIRCRAFT (IF)","861900","","0.000","0.000","1.069","0.000","1.069","1.107","0.000","0.000","0.000","2.176","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","1-03db57a7b44d253c5fc6b8c91be2e55b304d40515da9f2e92e81187aaf38917d","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"COMBAT TRAINING RANGES,  PE 0207249F","834190","","0.779","3.102","0.9","0.000","0.9","1.37","0.834","0.673","0.685","8.343","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","2-5639be09124d05afc62694d1b4a1ed71351f60b583a8cfc6ad5dfa5fbb368df0","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Expeditionary Airfield Basing Assets","845420","","2.412","1.15","1.462","0.000","1.462","2.825","2.409","2.185","2.224","14.667","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","3-264b1baddb6ac572f8b44bc8931d1d12aa1a0ff464ba6c78d03ae3c89981a1d4","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Information Systems Security Program","835070","","1.39","9.575","4.567","0.000","4.567","2.992","2.587","1.746","1.778","24.635","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","4-4a9362b1fcadab5a0eae8ab67df9d500a7f9fcbfdfb19429f2dedb791b4bce38","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MILSATCOM Terminals","836780","","0.000","0.000","12.267","0.000","12.267","36.683","48.674","24.624","50.371","172.619","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","5-7d01050bbc7c7ed62dc335dee030b03707e3faa1c00bd81b3e0e5fab7732ed64","199","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"NAVSTAR Global Positioning System (Space and Control Segments)","836730","","0.324","0.252","0.309","0.000","0.309","0.537","0.474","0.423","0.431","2.75","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","6-9d67453a9a0f96c2f3d4aec3a13806858258ef78a56bb5285f0b1c276bcc1042","166","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"NCMC - TW/AA System","838010","","0.646","0.501","0.901","0.000","0.901","0.882","0.822","0.836","0.851","5.439","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","7-88fa19ac2bd32773d7edcbd0a44e007c5ab341906a78fea7c28e8d8c2ddd41e0","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Spacelift Range System  (SPACE)","836770","","2.565","2.617","3.136","0.000","3.136","0.000","0.000","0.000","0.000","8.318","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","8-9c38d7004e381d17243cca0b76a1bcc0a178bd4eaf945778f5d22002a41723b0","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"WEATHER OBSERVATION/FORECAST, PE 0305111F","833070","","1.476","1.146","1.605","0.000","1.605","2.296","2.063","1.914","1.949","12.449","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","9-1344d1d48361ee50edce6115b533d9b03e5ff761c99ef41dae15738dcddc5db2","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Worldwide Joint Strategic Communications","861900","","0.644","0.5","0.61","0.000","0.61","1.054","0.936","0.834","0.849","5.427","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","7d124413696f6763cfd357dfa8714c4be34c9ba5bd83bdcdb64ebbc5c7ead43d","10-d0e49ee83ead26679d17cc532024f8f547c871ba6103deb2f1ae430a4dab7d4f","","","0-c5aa2e4444639cf964477a85092c27dd857e67f264a83ca2fb6376d9dcf06b6a","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Air Traffic Control, Approach, and Landing System (ATCALS)","833010","","1.995","2.753","5.987","0.000","5.987","5.756","6.476","4.432","4.13","31.529","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","0-1ce957066f5522b41577116b9df7bcf7d467ffd91d008af5cf9c2337f6178da0","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-17 AIRCRAFT (IF)","861900","","0.000","0.000","1.069","0.000","1.069","1.107","0.000","0.000","0.000","2.176","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","1-a59f50014cfe6d6dae17353ace1187e86a99594b68c9a98cbd86affd54e3bf8c","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"COMBAT TRAINING RANGES,  PE 0207249F","834190","","0.779","3.102","0.9","0.000","0.9","1.37","0.834","0.673","0.685","8.343","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","2-a15f9f34c82c7be10345247cbda5f9d5d9cfa74ba3331dfde8d6da8be531e388","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Expeditionary Airfield Basing Assets","845420","","2.412","1.15","1.462","0.000","1.462","2.825","2.409","2.185","2.224","14.667","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","3-4fec129d221badfd318603be07d9d160438ff50c37f8b80ca3547ceeca0395fe","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Information Systems Security Program","835070","","1.39","9.575","4.567","0.000","4.567","2.992","2.587","1.746","1.778","24.635","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","4-185e606deed09f77136e5cb97675f9b6994283ca7664c647fa46703d999bbf18","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MILSATCOM Terminals","836780","","0.000","0.000","12.267","0.000","12.267","36.683","48.674","24.624","50.371","172.619","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","5-3787821cb054a99acb5852e82406091dde9b42b29e997f5eb355b185440659f0","199","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"NAVSTAR Global Positioning System (Space and Control Segments)","836730","","0.324","0.252","0.309","0.000","0.309","0.537","0.474","0.423","0.431","2.75","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","6-889cb72f8d99613274bc4a30dd86f6ad352296d29d60140b1f131166e257502b","166","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"NCMC - TW/AA System","838010","","0.646","0.501","0.901","0.000","0.901","0.882","0.822","0.836","0.851","5.439","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","7-7785220d21d1af29320f7fc0817277f4459dc8946d6d0b536352d2305abeadfe","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Spacelift Range System  (SPACE)","836770","","2.565","2.617","3.136","0.000","3.136","0.000","0.000","0.000","0.000","8.318","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","8-be031b7a3c1ccd5206571b09192c4a4f97ff78f4b3f7066288a983f886200d19","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"WEATHER OBSERVATION/FORECAST, PE 0305111F","833070","","1.476","1.146","1.605","0.000","1.605","2.296","2.063","1.914","1.949","12.449","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","9-8e3b3de837691bc0785b51aad1a7cec5e2dce510fd068d2f349190cf8063477f","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Worldwide Joint Strategic Communications","861900","","0.644","0.5","0.61","0.000","0.61","1.054","0.936","0.834","0.849","5.427","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","dd26961b3b3061c6db1b849a4a4a763331f9272329c06f2a9280880e91fa7088","10-dda10fdf97acf4790e1ab42233908a80df5ee5f87db3015b73a558c45e07b294","","","0-1f07a733fd64d4c73e76ea1bed014f96926becc89d92ac5b54ce70176298bd40","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"A-10 Squadrons","A01000","","1.514","0.027","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.541","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","0-a507c03230133f145fa4d15546516f6dc5f3e1f38b4f14271653955061651736","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Aerial Targets","10TRGT","","0.485","0.376","0.653","0.000","0.653","0.618","0.573","0.584","0.595","3.884","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","1-e8facf002e5df5ab7dbcd3da80bad9ba2645e24c77b09941dc0281d566cc0d7c","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Airborne Reconnaissance Systems","PRDTB3","","11.837","8.256","6.79","0.000","6.79","6.098","3.248","0.000","0.000","36.229","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","2-6f46e8d8cf7a3bc6b0836fbd5598dbb102fb737a77b85d07e32088b74e471510","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Precision Attack Systems Procurement","OTHACF","","1.917","2.386","4.131","10","14.131","3.598","3.296","3.337","0.000","28.665","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","3-927724e8fae357a86f90a7035c2cc12aff2c35923b37cd1402708f890bd5d4dd","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Automated Test Systems","000999","","0.000","0.932","3.886","0.000","3.886","0.38","0.000","0.000","0.000","5.198","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","4-0644ab05cab39511273e74fd482a73bfd1ecf3364e4849ca9a025878467f7b65","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"B-1B Squadrons","B01B00","","16.735","14.267","9.793","3.3","13.093","18.883","8.96","3.224","0.000","75.162","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","5-01612883c231f3f1841f5ac84a5132a5117e49c77d49a466fa839eae860aa420","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"B-2 Squadrons","B00200","","6.029","3.078","0.421","0.000","0.421","0.767","2.255","2.595","0.000","15.145","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","6-b3226a343a82ef6e29a04fed6a127233205aedf6c2ba400441e4fc344e8576fb","224","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"B-52 Squadrons","B05200","","0.000","2.753","7.894","0.000","7.894","6.719","5.318","1.688","0.000","24.372","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","7-7b153c7a863489532ddee0e858586ad821ea26fbeaedc3ac61dc512f2c2e4ff8","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"BACN","A01000","","","","0.000","22.91","22.91","","","","0.000","22.91","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","8-d0a56c77b01f56eb3b661f0c5a67aedfba0ae4c42a6299ae5f0e5b15733ff700","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Bomber Tactical Data Link","B01B00","","0.000","0.953","1.087","0.000","1.087","1.364","0.000","0.000","0.000","3.404","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","4797a5a13f82d5966cbb0ba3db31ac52cdc4473ed2a31c176433919c6ff5630f","9-122f659f6bc84580bb21b446845bbc7d4a611cd0a382434fef2d3d4b8bd2a7e2","","","0-48d756dca10c725c1cda5bc1f587856e76b9b3279fae1623dfb6a075ec7d9356","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
