ProgramElementNumber_val,ProgramElementFunding_AllPriorYears_Quantity_val,ProgramElementFunding_AllPriorYears_TotalCost_val,ProgramElementFunding_PriorYear_Quantity_val,ProgramElementFunding_PriorYear_TotalCost_val,ProgramElementFunding_CurrentYear_Quantity_val,ProgramElementFunding_CurrentYear_TotalCost_val,ProgramElementFunding_BudgetYearOneBase_Quantity_val,ProgramElementFunding_BudgetYearOneBase_TotalCost_val,ProgramElementFunding_BudgetYearOneOCO_Quantity_val,ProgramElementFunding_BudgetYearOneOCO_TotalCost_val,ProgramElementFunding_BudgetYearOne_Quantity_val,ProgramElementFunding_BudgetYearOne_TotalCost_val,ProgramElementFunding_BudgetYearTwo_Quantity_val,ProgramElementFunding_BudgetYearTwo_TotalCost_val,ProgramElementFunding_BudgetYearThree_Quantity_val,ProgramElementFunding_BudgetYearThree_TotalCost_val,ProgramElementFunding_BudgetYearFour_Quantity_val,ProgramElementFunding_BudgetYearFour_TotalCost_val,ProgramElementFunding_BudgetYearFive_Quantity_val,ProgramElementFunding_BudgetYearFive_TotalCost_val,ProgramElementFunding_ToComplete_Quantity_val,ProgramElementFunding_ToComplete_TotalCost_val,ProgramElementFunding_Total_Quantity_val,ProgramElementFunding_Total_TotalCost_val,ProgramElementFunding_Quantity_AllPriorYears_val,ProgramElementFunding_Quantity_Total_val,ProgramElementFunding_Quantity_CurrentYear_val,ProgramElementFunding_Quantity_PriorYear_val,ProgramElementFunding_Quantity_BudgetYearOneBase_val,ProgramElementFunding_Quantity_BudgetYearOne_val,ProgramElementFunding_Quantity_BudgetYearTwo_val,ProgramElementFunding_Quantity_BudgetYearThree_val,ProgramElementFunding_Quantity_BudgetYearFour_val,ProgramElementFunding_Quantity_BudgetYearFive_val,ProgramElementFunding_Quantity_ToComplete_val,ProgramElementFunding_TotalCost_AllPriorYears_val,ProgramElementFunding_TotalCost_PriorYear_val,ProgramElementFunding_TotalCost_Total_val,ProgramElementFunding_TotalCost_CurrentYear_val,ProgramElementFunding_TotalCost_BudgetYearOneBase_val,ProgramElementFunding_TotalCost_BudgetYearOne_val,ProgramElementFunding_TotalCost_BudgetYearTwo_val,ProgramElementFunding_TotalCost_BudgetYearThree_val,ProgramElementFunding_TotalCost_BudgetYearFour_val,ProgramElementFunding_TotalCost_BudgetYearFive_val,ProgramElementFunding_TotalCost_ToComplete_val,ProgramElementFunding_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0401130F","0","3.607","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","3.607","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-08b5f9145f5ca24a4252d70dd1dfb5a19659eda0f3962996bfe52fb358d3e812","0-5a5bea621b938a4fefc0e5782999f32590936e944d8a365771b8c515eb5ccc03","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","0","283.938","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","283.938","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-d96d842449e6e97f14ac872b17838448bf3b537ce65d93d1bdbb9a1cd1366184","0-f7f5e79712aed6eafb1c1ca6c15a7e0ab854c1169abfff0e5fe1ad2d489e4c5f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","0","17.253","0","7.658","0","2.5","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","27.411","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fffe54731d8143cd96bb37609c13b3393a56b9399dee8f129c11eb26ad47449e","0-babdc4d6ab6301e0089b8ca6b32d29f91c43a82aabcc6549d6fcf719a3b16251","0-d691fd3b761252aa24682400abe7623c7bf04c3cf1f9f2e5545129ceb21373b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","0","0.000","0","0.000","0","0.751","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.751","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-4c85681d70bff80b8f678eb6b452de0e6e2507962a19f22273e0bbee9306848d","0-a431e2df12d154d2aaa3547142fcbfc1035c7706aee7aaaf5914ea6994dc64b8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","2","236.669","0","74.056","0","34.7","0","12.634","","","0","12.634","0","11.923","0","0.000","0","7.251","0","4.025","0","0.000","2","381.258","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-d286fc6e0ef8e72f92f81049f9326190a73790c11229d8c44f716eaf5bf94295","0-d2412f563de5ae9becdb9c664f11ea1cc19c4149fa24320ddcbd2dd82cbadd62","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","0","34.869","0","12.8","3","16.49","0","11.373","","","0","11.373","0","8.264","0","3.901","0","0.000","0","0.000","0","0.000","3","87.697","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-dbb30fe58e6f73f1af9f9813a3a9b56a06cdc06c66a6ae45b34b181884bcea7b","0-aebdae827191c980953ab087505bf7af5845d62b3e347a40ad5fc264be14a0dd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","4","12.968","0","1.166","0","1.202","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","4","15.336","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e15bc29c01e7fdb9531cf9bdbd90395260d4d3b3e7f7e0cc3752a7396de8fdfb","0-58acdcc1ce82d30e6bf27c5a563d1826fce4dc40b7449e467ba041ddc47b1198","0-5d783497242fe9924b917ba67a6b37c8dd8d816b7a75556a087c6ed85c9f42bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305202F","0","0.000","0","0.000","0","23.644","0","18.7","","","0","18.7","0","11.3","0","12.1","0","8.6","0","8.755","0","0.000","0","83.099","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a42a3fdd1dd7ea22d485a46359f88be1b656f9a720ad019ae1e266127dd102c4","0-e97d5e3e2bc80cc47da50be1ce51dfc7e4df338ed8cd7f9abd7bece8070e3487","0-c11ce34b80f15a5c2d6e4213f8b8d5a9f473feccea15bb09de75a6cf990efe2c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401219F","0","65.333","2","30.868","0","22.122","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","118.323","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fc60b87b8a8615a5decc1fd7c97ec8c33f257e6f893738f828991d2674d4a35b","0-da53e4df2dfbe6b35dcafe9add6e40a120d6fb52b7984452237b5c3943de2281","0-d37e2d42a584df0e0b1c340d4edbb19631535c3353135a1c741ee7586dcaf2b2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305230F","0","0.000","0","0.000","0","19.949","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","19.949","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9d664e3d454672bc0353ffea221b34f7814f313dfb2e5e7c2a4053707f4c6b2a","0-9119e022712e79751c1e84d24d6d61a52cadaf0de9acbc0b370489926d99e3ae","0-a202ad4a163f9422068a7ff330311ba58febf13186ef052937502b7131fc7307","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401115F","0","0.000","0","0.000","0","5","0","0.4","","","0","0.4","2","66.1","2","69.8","0","11.8","0","3.5","0","0.000","4","156.6","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-d7f4590d31377e75dc9f976861da5220979d6d3ff8b3679d7086297d95b87e58","0-ec82a7c0768b6c56aafb5e20546c400b81f23746971defee2b3871723351d03b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401218F","0","42.64","0","7.393","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","50.033","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","682ee998e54ac8cd6ed987a1983ea36def854d374a3950a1d13f89247a321c78","0-c1a46a3c842a69e99526abe83b583c5aea48f697b1744a2c83f81fb12db88d0e","0-c63a5b1fd4be5a5efb5c50c41316e0bcc65b34d5a26db25329a0dd68cb9f71d1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207253F","0","0.000","0","19.229","0","12.094","0","10.782","","","0","10.782","0","13.263","0","13.193","0","12.831","0","13.062","0","0.000","0","94.454","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ea429714b0f0f95031178afd8eaa3fa79fedb4f85200d5db526c01311ed9c868","0-550f90cd2e25a27c03d47fbe23b6d4b99f7c6f7d934c48e423a8459b85877b82","0-e3e2f6eced466f045024d9d5d7bfd3aa496473beed310bab863169426805d804","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305207F","0","0.000","0","13.049","0","13.316","0","13.491","","","0","13.491","0","13.685","0","13.926","0","14.177","0","14.432","0","0.000","0","96.076","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48cac64a95c0fbfd27f250127738ee59a2dd85af9fcef2f8c49ffdd0746049fb","0-deaf505bb411490b3c3aae81959ab2b249b28cb36841f238664236aab272b245","0-77eba1126f3957d841cd26c4e02b77fc494897acc50957f14f6365b57c540716","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","0","205.134","0","19.562","0","5.734","0","27.857","","","0","27.857","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","258.287","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","286b7cf9e90b6bd7776acc6386ba0f6c652f48fdfdcdd3d2e23e9a1113ddec6c","0-cd65d2cd004c9595285598cd0527831b67c504bee8c826e036241c5d12f56944","0-c84c9bf843aa697cd2964e5cf8dc1b1b583384762d6584c682a9f25700887b72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","0","58.531","0","31.555","0","7.799","0","20","","","0","20","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","117.885","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","286b7cf9e90b6bd7776acc6386ba0f6c652f48fdfdcdd3d2e23e9a1113ddec6c","0-1473c794c29ca8724eac8db739904b109f60cd77335fbb28e81bf0c8f13490f8","0-90cdec70aa4bf77c1787478e363003ed3e3afd2080fb9317f3915985c78f56a6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207581F","0","147.603","0","15.293","0","0.107","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","163.003","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","307ccad23f24af9e1a8bf573a619c7923e0bde2cdb4a39c24c42a93f60306ba7","0-f908dfcd0083d3552a0d5ca20c7fa0cf77116b416657e4fc03482aa58074cff2","0-d1332b6aa6d68a6a1507caa4ce897e83a39a385135c2f914b3edfe77f1ed8128","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207131F","0","5.695","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","5.695","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","df36335fa90d2952b6a2092c3b27c3fb81dd939d6cb3dea583f07790fcae0cb0","0-51119c0a168e6836794568d52304120ecb089c762cbe053f6a4a4676cf08f7d9","0-1453699ea0cd70f1fc22b070e2a9d20580a988619c155469653724b1933ad8c8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401318F","0","45.919","0","6.319","0","14.132","0","6.031","","","0","6.031","0","1.896","0","0.000","0","0.000","0","0.000","0","0.000","0","74.297","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a6b1daa62a2995074c25d5c4ae921bdabc91b3a73cd308932f554227cb374135","0-becf96f6e1d14a8928fbcfa6ea981078e82d06d6c1e64e1ba3316014721efbad","0-c79e6f24629cf6a482bc1862052c05405a518d4dfbab352f165be298ddd9ab28","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","0","325.609","0","33.353","0","1.351","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","360.313","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-cd814f205fd286e9a4e5630c647b01e9b594932657bb6beb708d99d47d882077","0-1ae00ce18d94c517307c8c6507aa78fb5d0057ccc48ee9f10e4d82602454cb07","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207130F","0","65.272","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","65.272","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-6bf261733372ef2b163263fe19bb8070b707e8391bc565d57d2d58df6151a8b5","0-b9652571db22f0914286132f2de905fdec8bc2e9f7f16a5095942056774ce32e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","7","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","7","0.000","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-2cb5aef2f1f975e4c3047170936e1f77828b4741d2464956bca39c246abff618","0-627c4adb7b0f87e3059951044c45bbbe909e90227ff23d626344dc27add9bb10","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207130F","0","0.000","0","6.55","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","6.55","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-cb086e420bfe86b8949c6bda705a48e7d67332b2d26febd9540ef9e08b808f09","0-b501b4ae77dad8c3c18db5b7ba3383491fe1363f61e8384e25cc4d5e0415535b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","639.991","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","639.991","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-0da6bbd8d060235ebdf807ceb59ed8ef8aa1f3481b7614e99977120040e6dfd9","0-1bc905be1f76081ad32a6b1f9be965f433e86adcfdc977cf5a3d763abed2d335","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","110.071","0","32.804","0","11.202","0","10.984","","","0","10.984","0","8.29","0","8.539","0","8.798","0","9.062","0","0.000","0","199.75","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-b85be12663d18bc2c12ccd0bcd77ce5c69121a4292615a3c25ab9c691f0c70a1","0-8ce4e420ff735cf70806f2df35f71bc333cdaa0e6805be606eeb6326e859e06a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","2.693","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","2.693","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-4e307d8a9c36252d26370e2aef6651307af67f9b45eaf2279595bcb677a8786a","0-135ee246afa10ccfe10f2a047d3deeb779f8777191d0b3fc27213458f9e14f13","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","0.127","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","3.5","0","0.000","0","0.000","0","3.627","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-1ffd279ba456c7c50b7e4d337c152f6c7f4c55c4367d2f863eeeeb0fbaee618d","0-342e7042825f4a2616458b9ee2635001be1962ad5d2c22bc88cc9a11f0c2c12d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","32.514","0","6.5","0","6.7","0","5.86","","","0","5.86","0","6.13","0","6.13","0","5","0","5","0","0.000","0","73.834","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-b3ab19d0e95e1211d3f938c99d8ecf913cb4c19f2a1e2ad73d7f45eb53200992","0-a27bebd71e1fa2f0a843207b3321db626c2d65b44b245724498e3bf92155ec1a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0303131F","7","114.454","0","10.465","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","7","124.919","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","3209ba2eec0012a17206298d8b4399b8a5e81a641a9a1d9193b250b8bfe9fe71","0-524ebfe988b981027a1ee0788cf1fa76d0b99961b5c5d735721a9baae127d1ff","0-369017836677ffba93087eff4d2072642f38ea5b4b09c77d141cc8f7c485d3ab","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0303131F","7","114.454","0","10.465","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","7","124.919","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d86fd140f056acb8471b243eaf659caec3f7c0cff12bdb4d675b4bc9f129ac22","0-4e4af529fa528dd6daee3bb0ed82a1f0ac3632c9d35b053f3bb4de8c529ef7dc","0-a844e4811247ec77a9a81c88551e31f031b302e0dc311771a1d54ac87253437e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305202F","0","0.000","0","0.000","0","23.644","0","18.7","0","0.000","0","18.7","0","11.3","0","12.1","0","8.6","0","8.755","0","0.000","0","83.099","","","","","","","","","","","","","","","","","","","","","","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","d8e277922191d8a206e1393053ba024d93630f46b59bbdb1d002192804264fd8","0-cf7690323cb254c8fa18c71eb341ce8bced14bb36f03cbff5e5ec4517d7e568a","0-a4ca89fdefc4837b6a845f6fc6059c2ed4a972e87143acbc5e9556de678e6cd6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401115F","0","0.000","0","0.000","0","5","0","0.4","0","0.000","0","0.4","2","66.1","2","69.8","0","11.8","0","3.5","0","0.000","4","156.6","","","","","","","","","","","","","","","","","","","","","","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","109f06a7bb06ab125125785c20926e64de46320f87f97e2e21a9b2aed50175ce","0-43088d829a7db8fc203c29c34e429dbe98df8136e8b8f79e69a777ceac1e7164","0-c9aaeae8051f9756f26b803c827a2450ae4f8c13a879bcb79a4e95d1a3e66c05","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
