FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,ItemNameSuffix_val,OCO_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","1.200","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-b70aa4a9db0288d62a649d2c01b57cf66ce1bc117438ae7641a409374ed7f31b","","","","","","","","","","","","","0-6b9073f1c98a2670f27ee9517d3fe15a4ab2f392d73cd9339a89aea41b687f60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-993bcd7690eefb138e46f5374cf12f90334910039c533857f535948ae1fa356d","","","","","","","","","","","","","0-57d09d797d021fd96914a162f0a22b3b6a20b5d5b1ad8162b40d238d1e68e60e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","1.500","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-47493d1fe47ac26902808a57d7a8d585607bf579c06aeb350eeeaa1fd88d8df6","MIPR","","","","","","","","","","","","0-f93979f73b4197f4821c90ae434ae1fbd6fd0bed79d4bc536d13c5594d60fbac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","WHS","2013-12","2014-05","1.000","1.800","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-2b4114c5e4e419d099b503231941319f0db48be42cbe22311ceca8d57d3905a2","","","","","","","","","","","","","0-d9bdd58a56dc27ee62cfba7a25f9c8da3acc400c21f0bfcaf9d50cdb5d899d91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","3.000","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","1-642e569985689072c9d1dcf7bf408891306dd13988b9eb262974aaa43b0068dc","MIPR","","","","","","","","","","","","0-d9bdd58a56dc27ee62cfba7a25f9c8da3acc400c21f0bfcaf9d50cdb5d899d91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","2.000","0.300","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-c593ec41e58d158b46f8e6ccfa9c795849df6212ce2885e0d78b4920f9ccff68","MIPR","","","","","","","","","","","","0-d2cb016be02dc3bfbadff8809952867886c707be67fbb4b614c221fa2ff728a8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","3.000","0.250","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-39d72db389b3ffaa9ea8d761c94c4c757ffdb85a89a4fe137395c19fc64c3d32","MIPR","","","","","","","","","","","","0-f55b1f1621e54ee537265bdd133927581ceaad565ade9ea747ae9e34a4a77142","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DIA","2012-03","2012-07","1.000","1.200","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-6434b9331415f91884ac2219d426cd15ba42cf3ef45bbcf78e81f146d6e05c39","MIPR","","","","","","","","","","","","0-d70efa3b2889e874ed963458dc641b527395f77456408f4f1b3bc9f1763cd36d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","1.000","0.800","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-f67fcc820dcd0ea8d51221bc681b6434b57593360db191a7fd54beb42091aee0","MIPR","","","","","","","","","","","","0-726a1d5d8a96547a84d4a52d64032e5563536ee0aad58b697b22c1bfd1cd8de3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","15.000","0.030","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","27c1327f06f932a9c9af4905eee12f679ce405ca147f394f03b4cb06b4be9605","0-0501227f65ec8d86d36f2190a6462034924cb1a5fd7cb175155cbfa49e38fa03","MIPR","","","","","","","","","","","","0-8dd159d61ebaf4c7267016ff8afabba8c6053aa0741d62534cc52d2fad83287a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","8.000","0.025","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-0a76bb14b34e8e06f088b3dc727292b837a62bd6c4f9a888477115184b9d63df","","","","","","","","","","","","","0-73d2b37c6d9f8888868c3a3aa5af64a97aefa5b0d2d4ee9941447fe86e8eacb9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","Hill AFB, UT","2013-02","2013-06","1.000","0.850","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-cdb25c5141806b84f391ba456d07c6a63af5d7a629dc08daee632f6231fe55f6","","","","","","","","","","","","","0-4520dab753f734f10295f4f86fe7300f15f90fdaabc256c76fb04e31bec72ac2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","Hill AFB, UT","2012-01","2012-02","40.000","0.100","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-cf10b0eba76f6db5196375926436f8b72854c99defaf596d294cf18cd3e695c1","","","","","","","","","","","","","0-d9d85e462af64ebe7e41ac393008049523866c3cfc09fa6db5db65a6f937d13d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-5936e65cfac455a6d2f64edf52d682fbf42ae17b7e6ca4226ac66401ccb54804","","","","","","","","","","","","","0-ea5048e374b376a347248ddbbb18476c71928f17f49f823aa69dbdc735a6f403","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","1.200","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-6a54402bc38c0cb13ab820c4f357a621820949a6bfea114897d0e9d22b89dab0","","","","","","","","","","","","","0-dc41a215c4ba1a2ea4b2bc57c703f521c63605328742fe8b2424f24d0dc09ad3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-7c80095b771e5e08dd8cc409f05caea344cda0870caf910f0184ffb0a0adfbda","","","","","","","","","","","","","0-714b5282e4b87959e951a5bfd45e6a4532765d7cc5272aef8a211123ad486807","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","1.500","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-8d83de0ed1fa33ba2c2df7c38a28335b731a026220b645a8f7bf583ec347a76f","MIPR","","","","","","","","","","","","0-472916afaa5d7a075f1ab20aecfeb9eace72ce2a07b60355808983c47ef2bf83","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","WHS","2013-12","2014-05","1.000","1.800","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-e54c2ce07616c96aaca9458013b5fba1ff603c4680bafe4ab2641cfa19cd8343","","","","","","","","","","","","","0-c55d12f1c1778198dfb4335df5aaeac617dba6c53fa14c8e8ce1b92332322d34","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","3.000","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","1-3ec9e291dbc4aba111281cbf064f771a57e2cf990119d56ed53b22abc48fdc8e","MIPR","","","","","","","","","","","","0-c55d12f1c1778198dfb4335df5aaeac617dba6c53fa14c8e8ce1b92332322d34","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","2.000","0.300","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-1fdff47a102af975562ad20fa361ca782e3b199bc7b81a4e90505fab4f6dda16","MIPR","","","","","","","","","","","","0-b44fae5c52c9247aee0956999ca1159bdb15b05c245c4f16b084a6b296a3b025","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","3.000","0.250","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-f507e3b97e4eabfb62b3804f93575fc3a129e701196d34d2c96c0bc8ca0cf178","MIPR","","","","","","","","","","","","0-c21a8d61e7ef080fd39247cf37e4443b3f113e6813235bf8ce72c9cbcaadcafd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DIA","2012-03","2012-07","1.000","1.200","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-c4586a6d86b787daf94d390f16a138217b3bf358af34f1bdef268edab48b4207","MIPR","","","","","","","","","","","","0-4b3559f56abf849b94a6658c76904520904f7f8dcb27aeff25e474ff9a817c0e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","1.000","0.800","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-d8ea3be912c673d7c06f02740a2538b4c0d946348aad8266f832f8fd6ecded5b","MIPR","","","","","","","","","","","","0-62a45e59cf035a3ce981bd5e87c840df808c443422022bbad46599c5eed80acc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","15.000","0.030","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_Secretary_Of_Defense_PB_2015.xml","f55a9961dd99b3d82831b19f045f49efbc51ea791b107295f6e36a7b2ec70e73","0-611db39d01ad6bdbdc6e168f8eed7eced4dd5f3cbda876beee9c005f14e14e40","MIPR","","","","","","","","","","","","0-6303f69a4372d8ed96f98698e522c6d7edae3a16919c0ec85177999fa1377f56","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","8.000","0.025","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-303adbd978ace8b17f66e8bfb09df6235942234d46d51b3b47719f890c8c8e9a","","","","","","","","","","","","","0-a0dee76c28a29b306fff17f1a42fdd39f12e0ce7e553e9ea545a3da6a6640073","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","Hill AFB, UT","2013-02","2013-06","1.000","0.850","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-9139bc6885c9bac8f9f06032aefecf3630880067d4cbd4718bf5def7f3939c0c","","","","","","","","","","","","","0-3ffd3a48f8cab523134728cb1739abe23fad796351a9f0ce939756b2be42225c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","Hill AFB, UT","2012-01","2012-02","40.000","0.100","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-ad086477ec5e3ef7c2d6923e3d5f3320abe2e38d3d1993a55b96e39f1c5448f7","","","","","","","","","","","","","0-d6e0b0a3a2f3f94603c9d6bad2110d9d1c25eb847a8db6cefd515e3017aa1ef0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-c48fb5067233e982b2c338f8aa219bf8bfc747a86fa2d17442aa9bc48d418ec9","","","","","","","","","","","","","0-3ae4db65894ffd34b072cda41d94ee39537ca9fb6d7fb52657309352799b569e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","1.200","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-48d9dad0cdbf6f842b2f1e277d9e27000035ae0d7edd5571dd8f98439b8d3eca","","","","","","","","","","","","","0-5b6ab4f58ac1660d9982584c3cd569cf373db619f07d1bb5344378dda31dae66","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-de016b122c41b6c105b889eb8c182177e3062998ced55336c0edefc942c0740e","","","","","","","","","","","","","0-536c6cf1ac0f8f7f2251c3e175c707be1c3d68cd729838126522af10b64e30c4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","1.500","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-28a073eb69ad927c011e033a05d7b2575e8923011a2cf5a7acb91b6469cbe420","MIPR","","","","","","","","","","","","0-b7f551d06ca8f370e3ee68ee1d203a6bfd49e634a53145ee06974c20ca86407f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","WHS","2013-12","2014-05","1.000","1.800","false","","SS","IDIQ","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","0-6ea6b1ea65f5c5492154715fbbfcc44f8118572825ffc5edf1fbe1d764953c00","","","","","","","","","","","","","0-e2049f745df7d61092d1d02e89cf60992331f5100d26d28767cdd3bddb2e566a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","3.000","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","f7c02d371d33f78192f846fb20f19789ce545403d324d66f3955f54f3a6c0f4c","1-1f4292a62e57c58658736ee764cbe2a178ce591188988e13ec3af8f92efd28cf","MIPR","","","","","","","","","","","","0-e2049f745df7d61092d1d02e89cf60992331f5100d26d28767cdd3bddb2e566a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
