Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Active","48.487","181.869","116.153","116.153","133.846","177.919","145.955","134.063","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a9da236b52156baf4be25d89c446a34372eab1a5a6a0001e2927c1744ae3db71","0-fd83c9972023a603a1db2895511d2e425b267b6af1d10c9611c7f8f4dc6061b1","0-bd39395b181e208a132381b5270e40667162da28c1fcba76d45937db50621811","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","91.064","32.092","86.33","86.33","103.672","144.866","90.339","90.582","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0fd652e89e68f9588c9dbcf59bf48413d168dfea08eca40cdcd3d440b1dc5c37","0-fe7d541ba10b834a3c9002188626f7ed7885f99972c857d6072f64b704a6d1d3","0-dbac87bbdae81290316097fb4e7ea55a12ddafc348384313503878fd0fb876e7","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","4.019","4.019","4.091","5.556","5.663","5.771","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","08b6823ea364e5e546e1858535e14f9c07a43e2154b1ce006a2547dc4b3f2fc7","0-b7f4b0fa346cd0e2ff265133cc2f7dc79a332296e28ced4967cc2a7855cf9529","0-1233ebc459216a0ab3cb33609b9ad52f5b52977bc59a8f9875631b90cee0c06b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","16.302","48.302","33.933","21.364","21.78","22.194","32","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","6ce7913001d22be12ea8d561b6fb2b1b304e1c1bb5e53ef2197d569fddcd2489","0-9f5b47634f027b56bd0930108dc869f0c8588b8839b7d77fe60c986d69ae7680","0-a427bfeb88f3fb8268a5ff01a5161dd63540031c4d1da6cce1e569cf65c0286e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","13.669","13.669","13.366","3.305","21.294","4.451","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","7cd5a0205ec8e1a1b162bac415f06599c15d420894ac74fa6050a80a65add381","0-ab39da2ab474cb779ffb1ab4a4bb588b3d4e3f2ce797d6c781de759ac06e68bb","0-53fcb346c375fef8c787b82c0e68f3a97cabac987542306bee5881634bbe5e2d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","11.5","5.702","8.809","8.809","5.127","7.467","2.989","5.517","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","10152b76a3f91dc03ca15c029ab251121ccec703420b54b65f7b671cd6bc08e3","0-ab23242d79ffe26b7ef74cc3ee0891bee18176d949fbd7772eb0baed272c8b9e","0-7dea8c590533757110910a9e5849df0747dc1acb1028cdd4dfe6f5bc054cc562","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","","3.893","7.357","7.357","4.168","2.24","7.546","3.934","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","10152b76a3f91dc03ca15c029ab251121ccec703420b54b65f7b671cd6bc08e3","1-be3d62b9120827faa2fbf742a4f6eb7c33159cba243a182156f39e1346d36a95","0-7dea8c590533757110910a9e5849df0747dc1acb1028cdd4dfe6f5bc054cc562","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","","5.434","","","8.388","6.818","6.027","6.322","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","10152b76a3f91dc03ca15c029ab251121ccec703420b54b65f7b671cd6bc08e3","2-2c38911ea189e6d2ab24a49a4fc3c978a202a5413aced6361034c22a064eeee4","0-7dea8c590533757110910a9e5849df0747dc1acb1028cdd4dfe6f5bc054cc562","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","43.22","51.921","13.793","13.793","10.904","5.946","5.947","5.947","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","7c0fb087b944d92bc91f39cd8d4bc5d653a1f8d2007cd7f91129855a059b6289","0-d831ef9d50d87f0b8edf84b4edd823cb131256adafa7b07c8468d30b34a76b07","0-aa0f578ae95ed966cce5c2c76538107e7405c863d8a6cf496267b36db48ad066","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","27.197","24.594","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","7c0fb087b944d92bc91f39cd8d4bc5d653a1f8d2007cd7f91129855a059b6289","1-998e71a26476553c7ae68cc49ba55e0a6d1a887e4acccb68b6baf7875163387e","0-aa0f578ae95ed966cce5c2c76538107e7405c863d8a6cf496267b36db48ad066","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","17.678","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","7c0fb087b944d92bc91f39cd8d4bc5d653a1f8d2007cd7f91129855a059b6289","2-b645c4191834dea42d611d8e805e265f1a42596468b144b46e444be395fed1aa","0-aa0f578ae95ed966cce5c2c76538107e7405c863d8a6cf496267b36db48ad066","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","34.409","61.121","65.428","65.428","59.379","79.806","83.247","85.237","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ce3dc0b8cd7375c99eb0e880b442d1fca80ca4220ce7b11d255179c5c1b1522d","0-46ebadecbc56394fdd9037f40bedcf69b6b010faa665af5526695d5bbf5ddac7","0-949a6dee5be3e6b87c16195515eae60bc1b18b0362d5f553a680d2af246de581","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","22.544","40.044","42.867","42.867","38.904","52.286","54.541","55.844","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ce3dc0b8cd7375c99eb0e880b442d1fca80ca4220ce7b11d255179c5c1b1522d","1-6307590ff28f07a8bafbb96c115eb31af90954cfecf77f63a4ea46d3b004bfef","0-949a6dee5be3e6b87c16195515eae60bc1b18b0362d5f553a680d2af246de581","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","2.373","4.215","4.512","4.512","4.095","5.504","5.741","5.878","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","ce3dc0b8cd7375c99eb0e880b442d1fca80ca4220ce7b11d255179c5c1b1522d","2-e1b64c280445bbf9be957646901e51bdeeb35a6e1e29ab5b7b5ac71ddb529cdd","0-949a6dee5be3e6b87c16195515eae60bc1b18b0362d5f553a680d2af246de581","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","74.613","115.795","45.597","45.597","55.351","60.568","59.302","54.03","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","980de3c2778a4d28969cc90894be73a94306c0c93c8786d23fedeb7c710b2c3c","0-4f154746b6ae270dfd7891ae822c4855b21094ed0a2a7d35db8b0390848aa8f0","0-a59dcdfbcd3550ef52a78497abad398e29ae69a906047533c70b25f2d5eb7009","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","","","33.162","33.162","40.255","44.049","43.129","39.295","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","980de3c2778a4d28969cc90894be73a94306c0c93c8786d23fedeb7c710b2c3c","1-88d9ef2cd8700ee67cd35dbdf1d8b7bf7344f770b22405008bd8abba48615fba","0-a59dcdfbcd3550ef52a78497abad398e29ae69a906047533c70b25f2d5eb7009","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","","","4.145","4.145","5.032","5.506","5.39","4.913","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","980de3c2778a4d28969cc90894be73a94306c0c93c8786d23fedeb7c710b2c3c","2-83ab34f9c49a205aa5979f8889f9d19b2d5c6b29a03b857df8cfb1d6ba8bfdeb","0-a59dcdfbcd3550ef52a78497abad398e29ae69a906047533c70b25f2d5eb7009","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","5.475","12.456","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a91f9c43a028dc41a29cb88741f2d69590e9bed8c3eff1501cb9b83d56059d3e","0-9ad0df80fb6ed93336b58b78c471ef0e1878cccbc4589afcf087fd2246d9485c","0-e99d0168a5197df2e165ea35787c61d2ab7baa58235620c2749e836980310f4d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","4.614","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a91f9c43a028dc41a29cb88741f2d69590e9bed8c3eff1501cb9b83d56059d3e","1-9d8b18c8694b5e617112c28570fdf2436915cea7417ff36bedb2c0de1bfeb89f","0-e99d0168a5197df2e165ea35787c61d2ab7baa58235620c2749e836980310f4d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","1.983","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a91f9c43a028dc41a29cb88741f2d69590e9bed8c3eff1501cb9b83d56059d3e","2-5c33d7d6a01be78e6bc1ad5cfe2824fa459a32e0c68882dbfee77f2a1d3107f2","0-e99d0168a5197df2e165ea35787c61d2ab7baa58235620c2749e836980310f4d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","38.31","41.821","18.64","18.64","31.075","33.641","33.29","33.475","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a91f9c43a028dc41a29cb88741f2d69590e9bed8c3eff1501cb9b83d56059d3e","0-ae8950a34ac1db15add2e9099945353b94d652d664153b3d3fc4033b86e69b60","1-54686f0be1091bf179d03778900b569231196f3f845ef4942028dfff28c3901b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","","","13.556","13.556","22.6","24.466","24.211","24.346","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a91f9c43a028dc41a29cb88741f2d69590e9bed8c3eff1501cb9b83d56059d3e","1-7442a40f64136bccd810e63df1038c2080a5ecf99002bb5b873f00d2681a6281","1-54686f0be1091bf179d03778900b569231196f3f845ef4942028dfff28c3901b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","","","1.694","1.694","2.825","3.059","3.027","3.044","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a91f9c43a028dc41a29cb88741f2d69590e9bed8c3eff1501cb9b83d56059d3e","2-79a894850f78e9ccc2258eec9b02a815a6567ff0aaaeff0c7dfcd386f397b08a","1-54686f0be1091bf179d03778900b569231196f3f845ef4942028dfff28c3901b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","94.013","91.255","81.444","89.694","89.559","81.351","97.15","22.381","8.25","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","7f622c18ffd68805718567c9b86d5c43561d9d6e059bd11ba85ce3dd74329c8c","0-74f5028a24d31a9f593360f9210fd627623082259feb3ad2a355509757e73f41","0-c9412f2343060ee8b75669a8da1ef12d436656519fcd3e1b0229e1eb8650c275","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","27.889","34.125","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","7f622c18ffd68805718567c9b86d5c43561d9d6e059bd11ba85ce3dd74329c8c","1-22494fdc9791c4d8a7421aa85091014d83157056b7c5cec90904fa92a4056313","0-c9412f2343060ee8b75669a8da1ef12d436656519fcd3e1b0229e1eb8650c275","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","","","","","86.507","138.85","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","6fdbbf9a404f8da475422842a43388509154c66b2d73cbd1671ff55e13de13be","0-583f08cf69bd01f0b386e524be6e599efa390d08b12f749380ec99f912e18b39","0-ae94981bc91c3cc2de77a8cc64da25d8429120ad83b6601142a67f011e62365c","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","","","46.641","46.641","46.588","75.714","81.797","71.982","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","6fdbbf9a404f8da475422842a43388509154c66b2d73cbd1671ff55e13de13be","1-16c55130bc7ea7de4bac42a1a5e9d06f6049d68f3fe59a34676232aed96ffc59","0-ae94981bc91c3cc2de77a8cc64da25d8429120ad83b6601142a67f011e62365c","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","30.119","30.119","67.544","63.456","17.032","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","dcfc97e2b365b437955f1046527e8cd33b9c4669b9cdeef0c18c9b3b39b9bb1d","0-3983abd07ded482948ff3019d236751fe804592a95bb944351d6805056b3821b","0-324950b6c3d4d211d5fc42377e6403b2cfb5355c320842d5212d64af36b5d310","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","18.221","18.221","56.395","68.534","0.269","144.003","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","e956b7e931efe4d327fcc3f0dd32aa2b39c508317726fe4af9b7aa7a4426703b","0-54c9e5a0f0141a85b4417f22d17d4f1cf9152ae98ff259d173b867ecbbe55073","0-affa1b9c74d2d66632908375e76744d01d5f5d781956bf500527e29472e3799e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","37.252","1.355","2.216","2.216","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","743747d99c46509d6229d3bb48ac8500c40c7aff35b615c81aaaed7139ea637d","0-83ab5ff25534876d37538289d474e415e0247aebc6cda189a9405cb7b83ec4dd","0-ee60c4a6bcb3119263363c5c74ea30dea49a418a51d003a6f72ae5fa818edfa2","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","5.611","3.042","3.042","34.346","20.679","7.27","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","fac4b107dbec1eb85b9bf2f29467d4e4fcbfc801e308db9747b6cdb2abb604da","0-aca9d9c932956085b3663566e0c75248a6a5409b72d732585287e9633860f1ca","0-c7e3e0502f7a86a9221efc62ee5d5fe1105fcf5e7016ea05182df3ef9b8ed54d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","","","3.129","3.129","3.233","42.633","21.336","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","fac4b107dbec1eb85b9bf2f29467d4e4fcbfc801e308db9747b6cdb2abb604da","1-874aa4964d06f094f65b3ea1554213fbaa4aacedc65dac69fc84435ebc5593c3","0-c7e3e0502f7a86a9221efc62ee5d5fe1105fcf5e7016ea05182df3ef9b8ed54d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","","","5.902","5.902","0.983","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cb1d5f70185e0e4ae86e5623fbc23ccd627cebd73231cc13fa2e4788f5df5d9c","0-350e4a90af27936b122865485c8318de7875ed971d652026ea3a6c1f27aea88d","0-19fc7e54783930c196bf1065096c2cc243eaf31d3d7660d43c11874592f9edd7","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","20","19.676","13.16","13.16","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cb1d5f70185e0e4ae86e5623fbc23ccd627cebd73231cc13fa2e4788f5df5d9c","1-c00f9356894a3d0d3b0fc977d6f988b8228651c250ed8e52a92ee480417eb839","0-19fc7e54783930c196bf1065096c2cc243eaf31d3d7660d43c11874592f9edd7","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Reserve","","","0.514","0.514","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cb1d5f70185e0e4ae86e5623fbc23ccd627cebd73231cc13fa2e4788f5df5d9c","2-69f4492f18a6379f907fac0ba9797e7dc37fb09852f2bd10c3c35f10ff0c8951","0-19fc7e54783930c196bf1065096c2cc243eaf31d3d7660d43c11874592f9edd7","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","9.287","8.38","35.97","35.97","37.251","37.785","38.353","39.285","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cca61c64da5f178927ad3b8c3651ce369a12903afd2f49444ecf1f3db7a60fd5","0-b7d8567691b19d5452bc4d05c7c49df5267d3522cd9e278292e60042e5be8908","0-a8d978471f81a4741f85cf2eb9d5a943af687678968d66293c5b2321d8cb290c","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","2.284","2","","","","","","18.391","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","cca61c64da5f178927ad3b8c3651ce369a12903afd2f49444ecf1f3db7a60fd5","1-bf12e8089cc882b0d71f83f84d94342be23b06feeaf7b81895e0188195381494","0-a8d978471f81a4741f85cf2eb9d5a943af687678968d66293c5b2321d8cb290c","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","3.614","2.485","1.008","1.008","0.661","5.643","7.111","9.684","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a59efaad4dd985b263fc0b7bbf3b37954ca165c8e924256c598991a1f4fe0163","0-c53267ec091038cd350b15b8f0868b413b45dfa9041e8c77a72d86fe283a6feb","0-584ede91da8ec44e703ae031e940f94dafd8131c0ee21ef73ab891c1def6fb1d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","2.491","3.523","2.14","2.14","1.796","6.71","8.179","8.082","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a59efaad4dd985b263fc0b7bbf3b37954ca165c8e924256c598991a1f4fe0163","1-aeeaf79b5a7c3a6693e0287d50909191329d03b9edeca507d39eb31f1265123c","0-584ede91da8ec44e703ae031e940f94dafd8131c0ee21ef73ab891c1def6fb1d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","326.438","183.838","241.883","241.883","207.692","321.879","354.907","197.147","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","08fd5e2daabd511129ce4b17f323966bb2236e2b693d4ffaf064bef4f73a0ffa","0-21d27e66c4a8de996f6becb9d080d370a961391d3551fc47c56023cf01e02326","0-2fa551d9783470e41575b7db5697459d9d9b347186edbca736ccc12b6840506f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","20.522","39.683","74.085","74.085","42.15","76.399","506.376","535.815","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","4f63b8d1b81ef673ff2564f9a7386c19c24c45c91d055b8e0d21d3967b346028","0-3aa82eba64d525af4b27054f139117b213f47148d4d9cac2108b9a169b937188","0-b4a73e84e17f8125aebf15ea20da9cc48fde8c293011c273039b075d2dda8ca9","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","15.566","1.806","14.878","14.878","14.865","14.863","16.594","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","757346edc1f686525411c28c190dc209d042e41e14d63abe9323ebfc9c7a8544","0-6352a018f44994954a80b2fceb495af406d1711bed2c885b79a02270971422a1","0-a2b67fbb62312f11df53e9b9a7952d66f2f2f778f82794340033c731d6610f17","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army National Guard","12.903","0.169","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","757346edc1f686525411c28c190dc209d042e41e14d63abe9323ebfc9c7a8544","1-21cd58223e489b25357c44b5c1084558912a0f84c2c6a116f3932d5958b2f771","0-a2b67fbb62312f11df53e9b9a7952d66f2f2f778f82794340033c731d6610f17","root.record.ItemExhibitList.P3AModificationItemGroup"
"Army Active","178.1","237.023","367.939","367.939","489.437","606.014","451.773","496.647","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","25b9883b59e780679a4e24ad2c4b6bfdbaebe7737736ad33797c47507be1a1e5","0-0e75c816098fd966ccb1203c0dace5f3f6d2c7937fb6dab24a5358bfa3960c28","0-98ec8440f0fbdc89aa374fbad91de68e5044a8913edb87e33f89b52c755c817e","root.record.ItemExhibitList.P3AModificationItemGroup"
