FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencySuffix_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,OCO_val,@PARENTROWID,@PARENT
"2012","","CECOM, APG","2013-03","2013-12","301","166.000","false","SS","FFP","Army","301","0","","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","0-0ce3ae8d5cba83e1c8fe811f5de8385f2334b9fc6af60409304b232a20194072","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AMCOM Contracting Command, RSA","2013-10","2014-07","301","139.000","false","SS","FFP","Army","301","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","1-1d08a85d482d886be7fe88682a5ddfe1618e099fb65ee7edb6ed6faba2d8649d","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM Contracting Command, RSA","2014-06","2015-03","162","183.000","","SS","FFP","Army","162","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","2-58d69d986855883825811536876af254a9341cd672134f23edb337efb5623145","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","dae3a3a4e1c3c917c599d350ec43c3a226320faf050977de21e224ac91e9b5cf","1-a6eb1d14629ad0b16048f4459c3a36a117738622d4de93ac03eeb703f44f0e10","2016-01","","","","","0-feeb60fd4c3c9c42c5650f5b7b329620632bfe6cb9cb32a96b2780eab901e0a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","dae3a3a4e1c3c917c599d350ec43c3a226320faf050977de21e224ac91e9b5cf","2-2fa4b9f5f44756702a775f8873b1b67278eb5b88d18d03e67cca324efc4e4ab4","2018-01","","","","","0-feeb60fd4c3c9c42c5650f5b7b329620632bfe6cb9cb32a96b2780eab901e0a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","6.000","0.042","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","dae3a3a4e1c3c917c599d350ec43c3a226320faf050977de21e224ac91e9b5cf","3-766b2ba4c0016e16aba4f7fa0b6a9bcfa4ea13fdf54d8b9d826848ced3079397","2017-01","","","","","0-feeb60fd4c3c9c42c5650f5b7b329620632bfe6cb9cb32a96b2780eab901e0a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","6.000","0.042","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","dae3a3a4e1c3c917c599d350ec43c3a226320faf050977de21e224ac91e9b5cf","4-453fbf88c2677aded1ab6d74b13ce08cdf36615ed39361febd66ae34bcee26bb","2018-01","","","","","0-feeb60fd4c3c9c42c5650f5b7b329620632bfe6cb9cb32a96b2780eab901e0a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","C","FFP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","0-68f1f3a24eb0f29b8a4fc1f23110903a1c14146e4df72dd2554ad1d5ef1e1d7f","2014-03","","","","","0-1ab19b535a7f03f234615584fede41ce8e615bcef3bc7b124d329a1dd4783298","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","0-a7ecb9e390d3f0ade517c5e04ac254af9054ad24948cb151a9b1def4749538f5","2016-10","","","","","0-098711efd8b27d9c999150d3977fb952a3d12d1a9d1dc64d8a4190e39d1e302a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2015-11","2016-08","8.000","0.016","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","1-b1db5dc55588b11cc79aace2e55b8b5b41fabc32ba738663ad6bf1d171fb461d","2015-10","","","","","0-098711efd8b27d9c999150d3977fb952a3d12d1a9d1dc64d8a4190e39d1e302a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-01","2018-09","8.000","0.025","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","2-76a76d11402d0242574a5ef8c03a9e4677530a11bb0a94f100428994e334b6be","2017-10","","","","","0-098711efd8b27d9c999150d3977fb952a3d12d1a9d1dc64d8a4190e39d1e302a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-09","21.000","0.016","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","3-18875125613726ac090dce05a1df2d98440b5ad4172d3a4aca1de3d40e988ecb","2013-10","","","","","0-098711efd8b27d9c999150d3977fb952a3d12d1a9d1dc64d8a4190e39d1e302a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","4-bcd84f0bcd570de9f9783fa13a6acedbd7f0dcf409df93bf3110c9099381d548","2014-11","","","","","0-098711efd8b27d9c999150d3977fb952a3d12d1a9d1dc64d8a4190e39d1e302a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-03","10.000","0.410","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","0-9171d6390cfe038383a55fa9f203a884f6bceab5c5acaffaf92b558c380fb7fa","2014-01","","","","","0-02dec39dae74ff30f85ecd457cce742b0164deaf27bedd07c863dcc7674873cf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.697","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","1-9957fa0c15bcf9c137579a8908181b135c67a8a6c34a388d096525d67ebc06df","2017-01","","","","","0-02dec39dae74ff30f85ecd457cce742b0164deaf27bedd07c863dcc7674873cf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-03","11.000","0.410","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","2-1b27bf394ab6306d3e9e108e2440b80694d781d4d222470125591a18818df49d","2015-01","","","","","0-02dec39dae74ff30f85ecd457cce742b0164deaf27bedd07c863dcc7674873cf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-03","2.000","0.403","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","3-408e56247b8fb4d7a144f43e383e8581c192e76cc2ce22c40338bc7a151b1823","2016-01","","","","","0-02dec39dae74ff30f85ecd457cce742b0164deaf27bedd07c863dcc7674873cf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","0-0f0433b417084aca06daafc5ba48a633f6d02fc8aabd73fe0eef1fe5ba7af30c","2018-01","","","","","0-5717f03d0fbdb6307a805b7ea89541b401a1c3c5c44de0fe4f47dcebce8164bc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","2.000","0.041","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","1-de4e6ffd5e128026f6db489cba867a00432fc50d96ccf791a522c196607f832c","2016-01","","","","","0-5717f03d0fbdb6307a805b7ea89541b401a1c3c5c44de0fe4f47dcebce8164bc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","4.000","0.040","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","2-0cb94ace1b8b50340c76fddebd3654762e046ad4d8562fa35e8a556b02064274","2019-01","","","","","0-5717f03d0fbdb6307a805b7ea89541b401a1c3c5c44de0fe4f47dcebce8164bc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","3-9b7607dd43b7ff47cce471e75cd0f35c16ca00ff5610cbf939e8532344b48e4c","2017-01","","","","","0-5717f03d0fbdb6307a805b7ea89541b401a1c3c5c44de0fe4f47dcebce8164bc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","4.000","0.040","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","4-ff8150b212fd4e72f99301d198e4478fc45afc8680e3fb0f2691030c79fee563","2019-01","","","","","0-5717f03d0fbdb6307a805b7ea89541b401a1c3c5c44de0fe4f47dcebce8164bc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","0-70c3cd420259154b2b33a4e3084c5f9516a56257a0781ccfeae4a38728b4a6fd","2017-01","","","","","0-2a8704f558300abf52a4775462e3cc30854163f3f86569ea894b51dd2e3542ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","1-2a19d1838764c3bcef6da27751d3188a54ee3013ff5837854f5574882f5e2b84","2016-01","","","","","0-2a8704f558300abf52a4775462e3cc30854163f3f86569ea894b51dd2e3542ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","2-a2d215b4c173b3611671803a4d1c5ec312028069c2da412aa7defcca384798a1","2018-01","","","","","0-2a8704f558300abf52a4775462e3cc30854163f3f86569ea894b51dd2e3542ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","6.000","0.042","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","3-533e34c9d607327a089de9458a30b285a39d0146bc066f0d0eb991fbc373ce6d","2017-01","","","","","0-2a8704f558300abf52a4775462e3cc30854163f3f86569ea894b51dd2e3542ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","6.000","0.042","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","bebf0444ff6624ed8a94a6d10ff2e33e3ab7c2bfc221b320f62da0b22b6fe720","4-787811b5522db23e4dfffcdb50b4161b3eb7131d832be5c2568117032789a9a0","2018-01","","","","","0-2a8704f558300abf52a4775462e3cc30854163f3f86569ea894b51dd2e3542ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","C","FFP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","0-88dc80b9669679cd8231569ea9c4f19855816094fac62673a544b418f509ced7","2014-03","","","","","0-06a4d1bbb628cc18d91a44d18f6e07a61800f7c5cdc7285e5596f36964d817db","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","0-abd48d2441133c59c4a9a63ddd5133c68d5754701300db59519462b4c979e639","2016-10","","","","","0-04f93606024a29650f976d665ee2a688de6199e1240608c5d5c1bf44d0b88585","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2015-11","2016-08","8.000","0.016","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","1-171bb5042952bb9fd9a3c9b12e4c0fcc74de7228191eab8a2f7510bcbe37c994","2015-10","","","","","0-04f93606024a29650f976d665ee2a688de6199e1240608c5d5c1bf44d0b88585","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-01","2018-09","8.000","0.025","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","2-d53971bfd309650d21bb7d9603eab01a364ff3db56d21e7528153743cb1a13b7","2017-10","","","","","0-04f93606024a29650f976d665ee2a688de6199e1240608c5d5c1bf44d0b88585","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-09","21.000","0.016","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","3-a1915077e895ad9b6d62efa6980dab052040097db7feca2320e175da4ed7cb3f","2013-10","","","","","0-04f93606024a29650f976d665ee2a688de6199e1240608c5d5c1bf44d0b88585","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","4-332680e7304ebbc2cec6fe7ab2b626c7d7ea553ae7c9cf59a02bfec9a95e158e","2014-11","","","","","0-04f93606024a29650f976d665ee2a688de6199e1240608c5d5c1bf44d0b88585","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-03","10.000","0.410","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","0-e229f05141a00edfcd062b711a32bd2cdd6e02d66ca52ca7c5f0b568b939c4fc","2014-01","","","","","0-cada35275e6cc86152d97c7323e87633920f250fb6d9b47f0199a45e388b5ace","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.697","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","1-ee5098ab172628b5cee664d7f1923921a17984516a1c5589a7d30c6ca1f17108","2017-01","","","","","0-cada35275e6cc86152d97c7323e87633920f250fb6d9b47f0199a45e388b5ace","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-03","11.000","0.410","true","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","2-e0eecf55a433ec5810295a54bf894a9f369e43f397b98002c0a0d4a9ff9bcc5e","2015-01","","","","","0-cada35275e6cc86152d97c7323e87633920f250fb6d9b47f0199a45e388b5ace","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-03","2.000","0.403","false","SS","FP","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","571ee542d4cf5bc412d71e6caaa79683ff9dcab501f779c89e8c87d935a48228","3-481a21001e9cd63701720b84c84b8a5fee89e292cd91cb57f16893a4910d2863","2016-01","","","","","0-cada35275e6cc86152d97c7323e87633920f250fb6d9b47f0199a45e388b5ace","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
