Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_ToComplete_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"Establish New Production Contract","","","","","","0.000","","","0.000","","","4.32","","","","4.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","0-fc8208c23e920a93c65a22d4128c326f5607b6a90ded2ab7dd09c9b53b79db86","","","0-0a1d906cd70d50b88a3f2784546a31d285f066033e67192bc226ecb463144292","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PPE Suit NFPA Class 1","","","","","","0.000","","","0.000","","","0.178","","","","0.178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","0-388e6ac2c9f993871a3efb017528b2b9d316562e376cc165a14993ddbdd988eb","","","0-b35d0af4b7440cefbd2040365e4252e566ec13b506743f3a345e522db721d678","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PPE Suit NFPA Class 2","","","","","","0.000","","","0.000","","","2.11","","","","2.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","1-b0a747bad8cc1267d458949cc54455cd87f8d7eefb5cb873724aba6af7669db7","","","0-b35d0af4b7440cefbd2040365e4252e566ec13b506743f3a345e522db721d678","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PPE Suit NFPA Class 3","","","","","","0.000","","","0.000","","","1.707","","","","1.707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","2-be5fb8f06f6a3251dee7dcc5f26831e1d2aaa15d0492e7cdabc6934dc14e88a1","","","0-b35d0af4b7440cefbd2040365e4252e566ec13b506743f3a345e522db721d678","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Fielding","","","","","","0.000","","","0.000","","","0.164","","","","0.164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","9251ec33903546775518b14eb2f1473fe0af4a1657a6fae7155ee4166c255afa","3-0d31ff77747e4744d46c80521b5a003542302466db4abfc7569146d6ed666f81","","","0-b35d0af4b7440cefbd2040365e4252e566ec13b506743f3a345e522db721d678","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Training Aids","","","","","","0.000","","","0.000","","","1.656","","","","1.656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_3-4-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","262be64a1910cce3731ee114e71c66756dd1274012fc6132158569449f32e44c","0-960536cfe2fa5c440e9493c8453f7847fc363797802a608705b7e703a9760120","","","0-04d93442e826e574ad7f878ae02b871e6ebed9fd4b1ab0219586168b80d85c9c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","Non-Recurring Cost: FY14 funding is for the AEA kit production line shutdown.","","162.807","","","0.259","","","22.113","","","3.109","","","","3.109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","83ca57d49871c2043ea16ad7e53bb02a6fb2028d4143c945456bb5eff7d7e252","0-fecd2677518a99749318a47b13a5fc2663d33483f00ec0c31a509f40919a389a","","","0-c0865d506f4244defeff218506ac5742e550eb7a992aeb63e4e0e8ebc09b582a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","","","287.954","","","48.13","","","41.381","","","67.994","","","","67.994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","83ca57d49871c2043ea16ad7e53bb02a6fb2028d4143c945456bb5eff7d7e252","1-012bf306566717143cbe6c9b533ff712f2985fc481b9f35814b1370ae8e9844b","","","0-c0865d506f4244defeff218506ac5742e550eb7a992aeb63e4e0e8ebc09b582a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","121.881","","","3.818","","","3.741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","6ae58e7832fc84ee9441f0d23262f4480015c4e8e9c36daeb6e8042c1b550348","0-32c2beffd2490fc62628f46392a4821ac2f05ab45f7607f2610ea5d5561f726e","","","0-019c98bd5bf3f698bf04186658588e1dda8b26327a135b91b8364a4cec4e1ada","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","All Ancillary crew-served weapons previously harvested from UH-1Ns at no-cost must be procured new, at cost, for all future lots beginning in FY 2014 Lot 11 due to unavailability of legacy aircraft.  Budgeted values for lots procured through FY 2013 reflect a cost avoidance from harvested components.","","11.748","","","1.638","","","3.351","","","4.277","","","","4.277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","6ae58e7832fc84ee9441f0d23262f4480015c4e8e9c36daeb6e8042c1b550348","1-29c845f01aaa68f912a3d2cddf70e387a46e099a0aec928c4ae6b8096184db27","","","0-019c98bd5bf3f698bf04186658588e1dda8b26327a135b91b8364a4cec4e1ada","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","120.431","","","3.293","","","8.307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","6ae58e7832fc84ee9441f0d23262f4480015c4e8e9c36daeb6e8042c1b550348","0-7598c60845f344400e0d1f7fcc628064dfa1d7cb6d3e4c059993dd22ed851f7d","","","0-f074cb1129bf48ad49f5c046b7767b9d5456eb39b45af7ea476b08615df8659e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","","","147.338","","","37.604","","","51.835","","","39.358","","","","39.358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","6ae58e7832fc84ee9441f0d23262f4480015c4e8e9c36daeb6e8042c1b550348","1-970c494616f601bfa13a9f33c072740c4d2797f8d935d022ff7c138438f23c34","","","0-f074cb1129bf48ad49f5c046b7767b9d5456eb39b45af7ea476b08615df8659e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","206.695","","","24.481","","","20.059","","","18.91","","","","18.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","bed4443141c7f524eb3ae8550f7756f08175ea9417614af12fbcfdf860029acd","0-02d297772978b9639a4560ac7e889978d7e375737691a7e96fc631cb26a0beff","","","0-1ef5c3fdf0baea9b1df6c90fdd0cc3344d7ac8b98edc1f9d4d869875d51f3f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equipment","","","610.686","","","66.359","","","47.526","","","51.417","","","","51.417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","bed4443141c7f524eb3ae8550f7756f08175ea9417614af12fbcfdf860029acd","1-891562d6caef8b773b3bedcf048984762c1a95577d1a48652b3a47b88bfa640c","","","0-1ef5c3fdf0baea9b1df6c90fdd0cc3344d7ac8b98edc1f9d4d869875d51f3f4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","FY 2014 Non-recurring costs for Airborne Low Frequency Sonar (ALFS) reliability improvements to improve system availability and encorporation of digital moving map into the aircraft.","","385.059","","","60.758","","","45.449","","","7.72","","","","7.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","61399344b57b7cc738c49cc53d7a47717d303fcba44feac02521d612fd83b1ba","0-ef2da0b63992fa4f0e020a5cd5b5ae053175a0f6f62c88db7b03f37880e476dc","","","0-295193557735b0dbac3862ff8f358f02f1239846b17555264aaa0b07cf087036","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Eqpt","FY 2014 continues stabilized production rates for the ALFS.","","410.429","","","94.783","","","87.54","","","87.24","","","","87.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","61399344b57b7cc738c49cc53d7a47717d303fcba44feac02521d612fd83b1ba","1-43e9c626766771987a762a01db7e22ddaa0915cc6245a83d7fb154d41a45a9fa","","","0-295193557735b0dbac3862ff8f358f02f1239846b17555264aaa0b07cf087036","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Ancillary Equip","","","10.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","c5cb8edf7df8d4544fa1a38fb0b945907c016e83df21d0a7fbef9feda6484b31","0-4da657952c9c6970ef57f7c9617186ee5a3641073d28a1dcd2d60c8fe505ec00","","","0-ce5be22d311af731596f90e22cb26a874a6b620b6e1650c00f6b5c18df505763","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Non-Recur Cost","","","65.012","","","29.86","","","48.122","","","30.915","","","","30.915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","c5cb8edf7df8d4544fa1a38fb0b945907c016e83df21d0a7fbef9feda6484b31","1-6922628621ee9fc1de646a6f24fe92323d6e65ed4fb6a2fa7a4a9f886cf061cf","","","0-ce5be22d311af731596f90e22cb26a874a6b620b6e1650c00f6b5c18df505763","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recurring Cost","FY14-18 Nonrecurring Costs includes funding for Avionics Obsolescence to address emergent component obsolescence issues by way of Weapons Replaceable Assemblies (WRAs) and software redesign and integration; and Anti-Tamper (AT) software incorporation to include integration and test on all applicable E-2D WRAs to ensure protection of critical E-2D war-fighting capabilities; and Software Support Activity (SSA) for E-2D Mission Computer Display (MCD) software life cycle support; and Cost Reduction Initiative funding of $35 million.","","177.48","","","50.873","","","35.316","","","85.028","","","","85.028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","6a29a7a95ecdebfed5f379dbf876f75e056d9a7d03b0053e50b45d999b6d6971","0-066af5683f309c2cb0d8b0c92559a0fc5126eecb118be835affa87f49b6e6f9c","","","0-4ec8d68146c6888a12be4fd1fd0fe1fed3bc3dc1a719ae0bd1ded2c3345017ae","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","1432.081","","","67.251","","","94.998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","a46a3f498b151a9e02f4ad20c12d7f7799932ccfe4884e30dbb8bfa3488dbc2d","0-2fb53a10755869ce4fad655b78a66a56e503304a9ee4f75c54ed9fbd598a18de","","","0-2193e8866e91b60c7eff132116e7c1fb94e580d7a1b37b50858c7a839fbee4d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","","","2875.704","","","240.408","","","188.746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","a46a3f498b151a9e02f4ad20c12d7f7799932ccfe4884e30dbb8bfa3488dbc2d","1-4c94c84e8e58afb729a878daacfaa0a53170d34e9384e958704518f982598e26","","","0-2193e8866e91b60c7eff132116e7c1fb94e580d7a1b37b50858c7a839fbee4d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.3) Other","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","a46a3f498b151a9e02f4ad20c12d7f7799932ccfe4884e30dbb8bfa3488dbc2d","2-fcd53e3cccd38467b1fb53af5944ca1ec0550bd51fa411c64ff1e769228cd9d9","","","0-2193e8866e91b60c7eff132116e7c1fb94e580d7a1b37b50858c7a839fbee4d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-recurring cost","","","42.223","","","7.021","","","12.22","","","17.485","","","","17.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","8fdffe9d206ee2bcef42b8e1d8bd2459cbe06939159ff6b2a7a6d80ab8f9b852","0-e4c945ffbafa971489701fe4ecf095494d9e9f5c1a9665189fffa94407ff0d91","","","0-b3d32ad223fb96af1062a344275381f3edc0fdee05e338abc2c1ec8e656165b9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","50.25","","","1.875","","","","","","3.902","","","","3.902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","4fc067128a5a5cdca0c937ba855a5b99d4a4698d3bc494048c15c182dee3baa7","0-d1ae6c98c5abed5e85adea8bf19ec28c49a623b0d2cf36dd5c0917bf107d9cc2","","","0-ff30202e31408c0e7ae12801a9ebc6dfc79ddd23d9124f7be3bb8129b09d6b05","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","4fc067128a5a5cdca0c937ba855a5b99d4a4698d3bc494048c15c182dee3baa7","1-84f42b9a6293a43670616222a4aba288a936b51888852138f7e04d0d90f1df92","","","0-ff30202e31408c0e7ae12801a9ebc6dfc79ddd23d9124f7be3bb8129b09d6b05","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.3) Other","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","4fc067128a5a5cdca0c937ba855a5b99d4a4698d3bc494048c15c182dee3baa7","2-13b12e627d81a71ffe1b2d36d62e7d850196e2e27bc2ff469f2233d10f758d69","","","0-ff30202e31408c0e7ae12801a9ebc6dfc79ddd23d9124f7be3bb8129b09d6b05","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","12671c35a91b33b589eee25a06f9cbcc0654274f578074db8cfa3cdc26a356e9","0-a0e4e3c5a69272f536048aed4f4020fafdf02c7db81d6b2194e4291d6988ad78","","","0-2f687f8f29b85ee2865ab26a6f19d71c959dac5f0680d974e8ba2bc367fcdbdd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","12671c35a91b33b589eee25a06f9cbcc0654274f578074db8cfa3cdc26a356e9","1-6f74915a6a737d85a0dd87ac28139b2c863afc238230ee147f4b870791364a5c","","","0-2f687f8f29b85ee2865ab26a6f19d71c959dac5f0680d974e8ba2bc367fcdbdd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.3) Other","Note: Other includes Ground Control Stations.","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","12671c35a91b33b589eee25a06f9cbcc0654274f578074db8cfa3cdc26a356e9","2-780a5682331adfa17bcfdc58d473f124ce3a9f6655add76a967d77d60720eb3e","","","0-2f687f8f29b85ee2865ab26a6f19d71c959dac5f0680d974e8ba2bc367fcdbdd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
