Name_val,Name_@footnote,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"2.1.1) GCU Reliability Upgrade midterm (ECP 6421) Pt 3 G3/G4 - Organic","","177","63","175","193","193","","","","","","","","22.416","7.979","30.625","33.775","33.775","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-20264fb4b9f21845583016e108cdf6c0961a42020cec647c885da07fe8487ba0","0-db4e3c7e1d67a17720555656256c0a222924acf921cb919f71e20905cab69389","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) Archived ECPs - Organic","","1628","","","","","","","","","","","","1.888","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-aa3ba457f296c52fc9546ad7b5949f8bcd2c991abb674ff4501bbad7506ddd12","1-6360cae5fe57863d44424f212d9dbe02edac385c0c4df2ca72f3f55f70644f63","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.3) GCU Reliability Upgrade midterm Pt 3 (ECP 6421) G4 - Organic","","4","","3","40","40","","","","","","","","0.81","","0.795","10.6","10.6","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-87b54f7357abd2e73cf52fb2c84e2237cbefbcf5a069fe6ae3c04c925bf41198","2-a66e53caedf98c065d6ff7c566a2f66b56d6a03c49f44de49bd25a356fbcda01","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","0.278","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-d7a30982da7540d26c1ed61951dbc487301bd06c1fe04adf993a8f3f376d61f1","3-f2ca0839f67163377ded4e55cc95cf93a242c61ecdeab643313b575e65858518","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) Automated Maintenance Environment (AME) software mod - Organic","","","","","","","","","","","","","","16.642","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-c32105ddca9cc4e551fbce73c17f7c4d8515aa89a35c1c6204bc1b22b871be30","0-3100c2ef1467e622b4e9cbc13198c303d3a971e77f4aa87fa92681f0e81ae917","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) ECP-6465  Block 1 Forward Fuselage - NonOrganic","","4","","58","20","20","","","","","","","","0.183","","3.03","1.064","1.064","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-e4f2901cfbf91d974706e36480138860d353883d53ff3f545c72bc30ee13270a","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.5) ECP-6466  Block 2 Forward Fuselage - NonOrganic","","4","","51","30","30","","","","","","","","0.098","","0.962","0.576","0.576","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","1-66dc9d1653a37f832f24ab524210128aaff16183b887721b02d91577be2dd91d","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.9) ECP-6467 Center Fuselage - NonOrganic","","","2","","65","65","","","","","","","","","0.23","","5.8","5.8","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","2-839d14bedbc711c06c223e278bc36290b401e48076f1d52297b78eb11e0388be","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.10) ECP-6467R1 Center Fuselage - NonOrganic","","","4","","16","16","","","","","","","","","0.863","","1.977","1.977","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","3-3cea26c5af812448cd135570a2e7626786f21dff0715acfcc4434253275697a4","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.11) ECP-6467R2 Center Fuselage - NonOrganic","","","","","4","4","","","","","","","","","","","0.879","0.879","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","4-cda22a969f5e1c962a43a9e1132f23ea0d36edd710e855f1076cbe03b68d37f8","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.13) ECP-6468 AFT Fuselage - NonOrganic","","","4","","20","20","","","","","","","","","0.267","","2.5","2.5","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","5-c3d126558880954740fde072eabe2382987e23ddb4d009442c166b2e80674e8d","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.14) ECP-6468R1 AFT Fuselage - NonOrganic","","","4","","10","10","","","","","","","","","0.679","","4.625","4.625","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","6-4270faa8d1c95fdf3855f758abd4a1c0ee478bec015b47276273521e27f1d38d","0-d0654f21f378830c5f3f3cd6615d034dc4d322780b8ef788fe440d7cba29f97b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.2) ECP-6465R1 Block 1 Forward Fuselage - NonOrganic","","","4","","13","13","","","","","","","","","0.41","","1.161","1.161","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-c060d83ebd9b803c31dc29508f08849a00dca1c476205c41402749131a434428","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.3) ECP-6465R2 Block 1 Forward Fuselage - NonOrganic","","","","","4","4","","","","","","","","","","","0.417","0.417","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","1-e32f62413ac193d1109ca5c07d722f413729aac32528dc81f18984a12638425e","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.6) ECP-6466R1 Block 2 Forward Fuselage - NonOrganic","","","4","","6","6","","","","","","","","","0.183","","0.156","0.156","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","2-8806442c612a01f895a3c8d976e803963a14bae9f32cc86f4bf8d68842b85689","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.7) ECP-6466R2 Block 2 Forward Fuselage - NonOrganic","","","","","4","4","","","","","","","","","","","0.186","0.186","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","3-3c9eed8b1d80332211d871b0eb894a1e2e38f1e78c29a137268282a7dfab0a4b","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.15) ECP-6468R2 AFT Fuselage - NonOrganic","","","","","4","4","","","","","","","","","","","0.691","0.691","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","4-ac517ab793de7942a964c83e107a23dbb10b77ef120e07e7fb3b2c1656029329","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.17) ECP-6469: Inner Wing Panel (Pre-CRI) - NonOrganic","","","2","","9","9","","","","","","","","","8.038","","19.957","19.957","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","5-46c9e5cbf8cc22251ca26255a93696d72fe42f5fe29dc65e0b59fb4bb25b0f7f","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.18) ECP-6469: Outer Wing Panel (Pre-CRI) - NonOrganic","","","2","","9","9","","","","","","","","","0.085","","0.313","0.313","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","6-b2c7becaf749f313092f5f751454fd8318147fb17d28db3bcd9ce8c620fd8483","1-fec768b8f549d4740e2f001d50545b3a9169be6b989f4f63b3dcbfaae7f143bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.22) ECP-XX14  Mechanical Systems - Organic","","","","","50","50","","","","","","","","","","","0.245","0.245","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-84a4f2b08e069f38f9857726f0945dac4b34a6d8de2b29eba996d597e7409d2b","2-9512c037295edfd7e46ad5e6f8cdabc587b6648006a83e2b69da03f836fb13be","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kit N/R - Organic","(A) The increase in Installation Kit N/R from FY16 to FY17 reflects a one-time procurement of tooling required to perform the modifications.  Funding increase in FY19 is due to ramp up of non-recurring engineering efforts for SLEP ECPs.  (B) NRE is required in future years due to development of multiple ECPs as locations of the aircraft are determined to need extension.  Each structural zone ECP will require multiple revisions for multiple kit requirements.  Each of these efforts will require NRE.","","","","","","","","","","","","","4.923","8.065","22.301","19.655","19.655","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-1db1de7fad994f37bd45423ef70a0f6afbf7a3805f663d420abd3b74666461e6","3-a41a3c4913b71a7538cee9fe09f8e109b0da1376564caae84e3fffa912ed2247","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) ECP XXXA - LAU-115 - Organic","","","","616","","","","","","","","","","","","0.25","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-f3f22c77342faffe98b1dfd5a761b77d2e244deb6ff58797a1944f904e1b8346","0-661bcf4a0b4bb0fae7093d2b84d69a80c0c3ceebf3c6433f174afa43710edbc0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.2) ECP XXXB - LAU-116 - Organic","","","","","1232","1232","","","","","","","","","","","0.518","0.518","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-2a2518a4e15a85f9221043922d1098bef5866b337a13321acda0829b841fcdfe","1-24f7719a032f7e8e3a68cca9418215ad6f65fe32685e67a02febd093320deee6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.4) ECP XXXD - SUU-78 - Organic","","","","616","","","","","","","","","","","","0.25","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-23dfccaa252913144b47f938f8082796cc42dec89ee3885098f6a511d250650d","2-4833f4dcc608c9d550f27a2cc05f594be60dcbfd5097a16971b0ed9ebfb1cf2e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.5) ECP XXXE - SUU-79 - Organic","","","","","1232","1232","","","","","","","","","","","0.518","0.518","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-234a91decd101c7c5f64a1c7281508932430c293b7d5a66d09485e2905423a9d","3-25521c1c53d033ab90c4b6a6c44fe24af4fa0899a8cbfa9821f24ae0af073f1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.7) ECP XXXG - M61 Gun - Organic","","","","616","","","","","","","","","","","","0.518","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-765a595c7d8ebc3314aa33853d065e03998bd370c58c1f75eff427b38e890379","4-b2e52bfb5ca4f478542d08dc70021a1af3b283ee824f2b35f4eef4efab452f6f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","3.662","3.206","3.206","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-3f354c8c0092ee1a06a36eeb2443ed99f9307c1004d440d3909d86d532d9ea61","5-603fb760d47a8b0dc2325d01a8106e3500e5f7d4467654af28f99887768ab46c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) 29C (SCS) - Organic","","","","","","","","","","","","","","","","1.821","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-3be8645bd894ca75ddaf6ec100c9d9282e96c79e4a4e90ec77c9abbbe69d1429","6-28b55bbf6ee12d4e0a8fd8238a39ed2464ad7e1d0ab160d283a230259a5d87e9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) 31C (SCS) - Organic","","","","","","","","","","","","","","","","","0.722","0.722","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-6eede555fc086fbd63dcfccf888d9a34fcb1c3cb34dddc40b37f5d0bf6d070df","7-cc571e6a4c33ff8122d690ee9b39c5a6d625a088dd82e8d5c9c30f1c69eebb49","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.3) H14  (SCS) - Organic","","","","","","","","","","","","","","","","1.634","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-4c7f0ce370bedf8ab28ba5d1dc461b144a5a3074e8afa8cca1b735a93c68146e","8-89310ae12b4679a9a48753f2ffa59c6df046713a41bbd93b41de60483bbc5713","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.4) H16  (SCS) - Organic","","","","","","","","","","","","","","","1.993","","0.481","0.481","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","16ad94e4600c1f9a5042975e9e5175d4dc340576a5e0831a09f31e3c83a09a4d","0-6edae19f9f1bb527fb14e63b6ec13b92886140f591a4c719ca4c533023c7e66d","9-ad422b5128a371f22d27765a2075aa8fd9a6b0bac48c8342f6dd822b0fa942ca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) MH-53E Backbone A Kits - Organic","","","","17","9","9","","","","","","","","","","0.17","0.09","0.09","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a3dcbf815e9fa805a99c40f1ba62951eb1033af9cbfc574e2f71f3ad79353ac8","0-ccc7bdd150afdffdba2dcbb63260f1b3d6bedb27c6801c6d4d534a2c9d57184b","0-1dbb35f22561f4dd210c8b3f5b73cee1eadcf2f0c79a1f37405e08a11f2eef83","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
