Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,@PARENTROWID,@PARENT
"Spares for AOA Consumables","9714","","108.333","72.469","67.266","","67.266","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","4-ad51c8d42bd7cb735a37a2929a08a7ad58c24b892702a44e90dc0314342dc891","","0-8a6d54fcc8d52d13a10e4c001782050ffd2886ece38e0038d62a286e58313513","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09BAI","","5.541","5.535","5.636","0","5.636","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","0-2adc8ab2c1a389eabbbb284cc6933419050130e2ca393c4537c9230448f3fe8e","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X","M09HAI","","5.681","5.713","5.818","0","5.818","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","1-e5a2ca628926d7624e57ac4d20f771fcb6ec72d3909f18f9555b1a861cf30252","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","","2.942","2.28","2.321","0","2.321","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","2-8fa3e2548942a3608c0bd47a0d093f1f49b456ed31b3189e08b0e192d79fe2e7","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","","47.065","50.201","50.963","0","50.963","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","3-30e65ea4bac7f400a17006337dcc8cf5bb77caafb490345cb125f09257bb2b3b","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","","8.799","7.675","8.258","0","8.258","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","4-48bed41e7006fc49512c971cbaebe8361753e6fb65f739bc71250491c64bed46","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","","0.834","0.839","0.854","0","0.854","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","5-baca040a72027d7a892f925405130f83395540d130094913c379f22c6794b052","185","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","","1.537","1.545","1.575","0","1.575","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","6-afabb782af6a3268c467db59a7ce68550ab99ad31b037dbb573924ae90448bf4","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","","0.298","0.298","0.305","0","0.305","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","7-45edd09c5a0830f1316f994a90ef1d8643d4f253d8b732be6b8d6104682a2309","","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","","9.805","8.012","6.76","0","6.76","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","8-d54038c973e05e40222a753589d8dbd2d6279f472b1fb57689c9a6067507ae3a","439","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09BAI","","5.541","5.535","5.636","0","5.636","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","0-0fa4e323f6d8f5b77a0445a5f19c90b11a29823bf84bad58bf886b7a791cc7cb","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X","M09HAI","","5.681","5.713","5.818","0","5.818","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","1-1255517422e98bbc13b23a2cf8ae52fa6b9321f0b0ee9391463f8ff474d4e900","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","","2.942","2.28","2.321","0","2.321","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","2-6f2941144849c166864f02bee795cdabc1049eb37d2f8ec8cd3a9cee23fa8161","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","","47.065","50.201","50.963","0","50.963","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","3-5d03339cd833426474fe197174737bf9c9eef18aa80bff4c50e5ccb629523bcd","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","","8.799","7.675","8.258","0","8.258","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","4-fa1e436e55f1f679223b13b584595d8a6016c8fd36fa87fb34fb1fb56bd78adb","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","","0.834","0.839","0.854","0","0.854","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","5-771902440e90af634a9a2cd0106dc38fe7f0ee53cb330da3f0fc3a7d99155de3","185","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","","1.537","1.545","1.575","0","1.575","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","6-15f2e7acb1e5fe6e8a30bb802819943208a241b14bf79c4565661654391daee8","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","","0.298","0.298","0.305","0","0.305","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","7-bab55415fd43fb2362f70065e31d23c2720dda189275f06ab822e4bc04958442","","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","","9.805","8.012","6.76","0","6.76","","","","","","","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","8-a9ff6b5e8f7dceebe4109a4391e2a36114103a3b588a6e5ae7e0e170c8cb2e10","439","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for 6K Cog","9710","","35.509","13.983","16.605","","16.605","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","0-ffa8acf52759fe96abacce26f6535ca759dd3923c0fa137bd5151018bc298de7","","0-7b40ac4c1870663fd7b4cda0cf09478a1ad5cd6fd168c0083097528dbd8695cc","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for Adversary","9711","","0.465","0.245","0.493","","0.493","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","1-7c24798cbbefd4025fd785e8a5a68ecd93559ddab8449872f717c565c2540109","","0-7b40ac4c1870663fd7b4cda0cf09478a1ad5cd6fd168c0083097528dbd8695cc","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for HQ Replenishment","9712","","53.452","22.783","39.981","","39.981","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","2-87efa75e8c4fcf57833f4d6d1287e579e4cabac7c44b41ab1c7f643e77914252","","0-7b40ac4c1870663fd7b4cda0cf09478a1ad5cd6fd168c0083097528dbd8695cc","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Repairables","9713","","850.463","832.093","1019.879","","1019.879","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","3-91041e93a9ba243e86df0cbcec2df7a38ed3e48d0e7bb8ddd9d0462e22b74afa","","0-7b40ac4c1870663fd7b4cda0cf09478a1ad5cd6fd168c0083097528dbd8695cc","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Consumables","9714","","98.803","67.266","84.935","","84.935","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","4-c53cf20556c9bbf7684b3e53ef23fa3bcfcdaabf070c52926c9812e29d54347a","","0-7b40ac4c1870663fd7b4cda0cf09478a1ad5cd6fd168c0083097528dbd8695cc","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
