Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.06","0","0.122","","","0","0.122","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.182","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fc60b87b8a8615a5decc1fd7c97ec8c33f257e6f893738f828991d2674d4a35b","0-00540e5e2f198dbfa086a04c5fe091bce355fe1a33d398619f1fd4d910b622a5","0-d37e2d42a584df0e0b1c340d4edbb19631535c3353135a1c741ee7586dcaf2b2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","1","1.25","","","1","1.25","1","0.277","1","0.151","0","0.000","0","0.000","0","0.000","3","1.678","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","89d1f18b04cd78b03e8aeefd7f8a7407aeedb0ad5809a79c101f2611568c68f0","0-8d986e6d9c96f382db8e15dfb2ca352f366de5a6d2fda9a1791681f9fa9934cc","0-c7f424c0308c9cef48edd69c9ea878be71dee1eb018f6ed4336d7ac6936a7d4f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","2","0.145","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","0.145","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-9cfae89e281bbdcc74e1c8b523ebce538ae3b0328182afd840b4b82cf692c273","0-745f7e0f444fda8de692117f52984a6b158540d6f9dc00a1c75cd130291a9b98","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","2","0.216","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","0.216","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","1-44c724814f1852b1a2f107b5f8a05965fdd524bc9150ac06b17a071587225f5a","0-745f7e0f444fda8de692117f52984a6b158540d6f9dc00a1c75cd130291a9b98","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Reserve)","","0","0.000","1","0.108","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","1","0.108","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","2-620bc611b2b561ee1a073acc08fde36f57daf7427bb6fef4e571f0fdc2e23d30","0-745f7e0f444fda8de692117f52984a6b158540d6f9dc00a1c75cd130291a9b98","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.166","0","0.000","0","0.000","0","0.000","0","0.000","0","0.166","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-298a2c017467d3c32da1a82d8ce3d016c75d7c5b25599f1469e7f4e6d09c6bff","0-ec82a7c0768b6c56aafb5e20546c400b81f23746971defee2b3871723351d03b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.167","0","0.000","0","0.000","0","0.000","0","0.000","0","0.167","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","1-8bfb456d4da9424ea35bc841399b3f0390f057f39c5c138bd0c074ea332e136b","0-ec82a7c0768b6c56aafb5e20546c400b81f23746971defee2b3871723351d03b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.167","0","0.000","0","0.000","0","0.000","0","0.000","0","0.167","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","2-925942dbef6e3578a1b96e70b4d2cb546aaebff246e635c794dc7f707846576f","0-ec82a7c0768b6c56aafb5e20546c400b81f23746971defee2b3871723351d03b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b7b7160afe3f9f605b0728b8bbba9a57b1548d4d19cb21bc24c6fcdcb8bd3f12","0-5fbe0f1d78386a2caefd40e5789a5f2e6c15471f6fea447ba78545ddc84f29fc","0-6acc1bf39b41319ab941055707fe83f826bce812efd9892abf6fe001207db84c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b7b7160afe3f9f605b0728b8bbba9a57b1548d4d19cb21bc24c6fcdcb8bd3f12","1-0fa418c366b6c1221a05cce4744dbb5ec6c691cd816af072785b9d53885dae83","0-6acc1bf39b41319ab941055707fe83f826bce812efd9892abf6fe001207db84c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.337","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.337","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","4c0eca1707a583e2850a6f608d7960033a7696a0076b0dc6880fed61eaa0a484","0-543751d05823d290296efee6e3749cd22a956d04e4fd79ceee99a48849e9a537","0-0af99bbcc970cda6b170998e389a042e513fa6f540857fee2023f54c287ec433","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","682ee998e54ac8cd6ed987a1983ea36def854d374a3950a1d13f89247a321c78","0-2d8922e38a96d0a834f8eb1d22235eaa7658b2bdc53d6a16b78d70466162bf0d","0-c63a5b1fd4be5a5efb5c50c41316e0bcc65b34d5a26db25329a0dd68cb9f71d1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","2","29.17","2","17.427","2","16.603","","","2","16.603","2","17.419","2","22.931","2","21.175","2","22.54","0","0.000","14","147.265","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ea429714b0f0f95031178afd8eaa3fa79fedb4f85200d5db526c01311ed9c868","0-66cb7a0707621d4a0a9d0d4c4c702aa48c68fb74fdcd1a225c52fe9bbe93e805","0-e3e2f6eced466f045024d9d5d7bfd3aa496473beed310bab863169426805d804","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48cac64a95c0fbfd27f250127738ee59a2dd85af9fcef2f8c49ffdd0746049fb","0-6389672f28f021827b30dcc2cc083ff39b107b6f2a56f577eeb8b7a716609cbd","0-77eba1126f3957d841cd26c4e02b77fc494897acc50957f14f6365b57c540716","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48cac64a95c0fbfd27f250127738ee59a2dd85af9fcef2f8c49ffdd0746049fb","0-0d3d7920fc1aafcc73f637fcfd41fc6e40b88ee929e0b901bcf5c6c6367dc3b0","0-1fd8221d2cb431d4bb9965bed4284b0234649b53a13a0d86e60b3e2ba0a10a5a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","29.93","0","0.000","0","40.871","0","16.578","","","0","16.578","0","5.182","0","38.528","0","25.938","0","46.038","0","2.124","0","205.189","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","286b7cf9e90b6bd7776acc6386ba0f6c652f48fdfdcdd3d2e23e9a1113ddec6c","0-c2c437953aa7496a0d0123eff72096b0c5de864f1bd7a2878788e6bcf52daf25","0-c84c9bf843aa697cd2964e5cf8dc1b1b583384762d6584c682a9f25700887b72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","7.065","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","7.065","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","286b7cf9e90b6bd7776acc6386ba0f6c652f48fdfdcdd3d2e23e9a1113ddec6c","0-3583de254281ca9c21bdc0c5029e28e62d18c219b8ae2227acc1968c11c9f39a","0-90cdec70aa4bf77c1787478e363003ed3e3afd2080fb9317f3915985c78f56a6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","307ccad23f24af9e1a8bf573a619c7923e0bde2cdb4a39c24c42a93f60306ba7","0-25f2ab11cabe84ffd068b5654ed4619839cc50e96c06e65c052398059a1e09a7","0-d1332b6aa6d68a6a1507caa4ce897e83a39a385135c2f914b3edfe77f1ed8128","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","307ccad23f24af9e1a8bf573a619c7923e0bde2cdb4a39c24c42a93f60306ba7","1-e44f67eaddd82e0b7bb0e7e81ba541aa57bff8fd600527456e2a08f4ac9ec3a0","0-d1332b6aa6d68a6a1507caa4ce897e83a39a385135c2f914b3edfe77f1ed8128","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","2","0.368","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","0.368","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ad6561f583b220d2abb8c85dde1f5ac4e9cffe72add3a37c0d5254ae703a554b","0-d242cc9615c864bb6e7b33408ed15b7c6528b5f258a20be5c048dff8dbd1c837","0-93a273bad8bbb2c3f6da6bba4adcfa3bbbbcec5173b79b0fc24fcbce1568b455","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","36.876","0","10.2","0","13.36","0","6.744","","","0","6.744","0","0.000","0","7.868","0","0.000","0","0.000","0","18.996","0","94.044","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-71ab5b4379390f22f59668f90f4aa081dac57fbd0ce0e75221cfc6646262052e","0-1ae00ce18d94c517307c8c6507aa78fb5d0057ccc48ee9f10e4d82602454cb07","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","66.739","0","7.972","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","74.711","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-70689774d819a173bcbdea197394e7959891ebfab8b35572ec07c244a041ea16","0-b9652571db22f0914286132f2de905fdec8bc2e9f7f16a5095942056774ce32e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","1-7db42fca13d964876a2a28b67958fb40f9cda32c1e716ad5935be056a8467a55","0-b9652571db22f0914286132f2de905fdec8bc2e9f7f16a5095942056774ce32e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-c444559b626339deb5c7d1d347cc2dfaea937ade4749271600a8fe004a9e87b8","0-0b252262fe4d99127317b274ad0e70a22c235a09f9354032c60409775a9e382a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","1-76888ac808d4c8bacd3cdaed810c681b331492580329681fe1248b9e6d8e1d6b","0-0b252262fe4d99127317b274ad0e70a22c235a09f9354032c60409775a9e382a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","5.778","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","5.778","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-c7af811efdfa7f2291dbd6e8c565131cd0f6cff461d19d32ac33be57aeb8ac68","0-1bc905be1f76081ad32a6b1f9be965f433e86adcfdc977cf5a3d763abed2d335","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","1-ce0269baa1be70be5aea22576893b348f32370497cc59288d7f3197e6c3e3f29","0-1bc905be1f76081ad32a6b1f9be965f433e86adcfdc977cf5a3d763abed2d335","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-97968286caf2d411ab8772478b4b245d7e2205848406e4ceec24c4c142d5af4a","0-8ce4e420ff735cf70806f2df35f71bc333cdaa0e6805be606eeb6326e859e06a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","1-76eb241c82d0357b5a6aaaf8e30ecbde5b1d042d1593b8bbe2f607c42edc3944","0-8ce4e420ff735cf70806f2df35f71bc333cdaa0e6805be606eeb6326e859e06a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-0718b5205df2a8d17d0c8fb2f5f7cf34e53e68cfe79ec04dafb658b873c46a9e","0-342e7042825f4a2616458b9ee2635001be1962ad5d2c22bc88cc9a11f0c2c12d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","fadb07c6826a0adfa8a8c503c403c634bd867ece364476e306cb767b4d2a0f2b","0-a13893ba67ea148ec067b87fb3f5bef90856d2ce14cb62882919bc7b5f83483c","0-a27bebd71e1fa2f0a843207b3321db626c2d65b44b245724498e3bf92155ec1a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
